No.,MW,AMW,nBM,RBN,nDB,nN,nO,nF,nCL,nBR,nHM,nX,H%,C%,N%,O%,X%,nCIC,nCIR,Rbrid,nBnz,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr06,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr10,D/Dtr11,D/Dtr12,DBI,CENT,Wap,PHI,MAXDN,MWC07,SRW05,piPC10,X5v,Vindex,Yindex,CIC1,VE1_A,VE3sign_A,J_D,EE_D,VE3sign_D,VE3sign_X,WiA_Dt,EE_Dt,VE3sign_Dt,H_D/Dt,J_D/Dt,VE1_D/Dt,VE3sign_D/Dt,VE3sign_Dz(Z),VE3sign_Dz(v),SM1_Dz(p),SpMax_B(m),VE3sign_B(m),SpMax_B(p),SpMax_B(s),ATS3s,ATSC1m,ATSC1p,ATSC1s,SpMax2_Bh(m),SpMax3_Bh(m),SpMax2_Bh(s),P_VSA_LogP_1,P_VSA_LogP_5,P_VSA_LogP_6,P_VSA_MR_3,P_VSA_MR_4,P_VSA_v_4,P_VSA_i_1,P_VSA_i_2,P_VSA_s_1,P_VSA_s_3,P_VSA_s_4,P_VSA_ppp_L,P_VSA_ppp_P,P_VSA_ppp_N,SpMax_EA(dm),SpAD_EA(dm),SpDiam_AEA(dm),Chi1_EA(dm),SM15_EA(ed),SM13_EA(dm),SM05_AEA(dm),SM07_AEA(dm),SM09_AEA(dm),Eig02_EA(dm),nCrs,nCrt,nCconj,nROR,C-005,C-006,C-016,C-025,C-026,H-047,H-051,H-052,H-053,O-060,SdCH2,SssCH2,SdssC,SaasC,SdNH,SsssN,SdsN,SaaN,StN,SaaO,SdS,SddssS,NssssC,NssO,CATS2D_04_DD,CATS2D_05_DD,CATS2D_08_DD,CATS2D_04_DA,CATS2D_02_DL,CATS2D_02_AA,CATS2D_03_AA,CATS2D_04_AA,CATS2D_06_AA,CATS2D_07_AA,CATS2D_01_AN,CATS2D_02_AL,CATS2D_08_AL,CATS2D_01_LL,CATS2D_03_LL,CATS2D_08_LL,T(N..P),T(N..F),T(N..Cl),T(N..Br),T(N..I),T(O..F),T(O..Cl),T(O..Br),T(S..S),T(S..P),T(S..F),T(S..Cl),T(P..Cl),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),F01[C-S],F02[C-S],F02[N-N],F02[O-S],F03[C-P],F03[Cl-Cl],F04[N-O],F04[O-S],F05[C-S],F05[C-Cl],F05[N-O],F05[O-Cl],F05[F-F],F06[C-S],F06[C-F],F06[C-Cl],F06[O-F],F07[C-F],F07[N-O],F08[C-Cl],F09[C-F],F09[C-Cl],F10[C-F],F10[O-O],MLOGP2,ALOGP,ALOGP2,BLTF96,Class
24,444.48,7.937,11,2,5,2,8,0,0,0,0,0,42.9,39.3,3.6,14.3,0,4,10,3,1,0,0,0,221.13,0,0,0,269.926,0,0,4.243,1244,45481,4.935,3.995,10.071,0,7.724,4.179,0.26,0.811,1.642,4.857,-5.022,1.8198,151.415,-5.335,-1.715,15.44,479.378,-4.495,2122.275,25.2219,4.954,-5.358,-4.327,-2.818,-2.468,3.993,-3.573,3.927,7.451,6.502,10.997,5.341,56.177,3.881,3.579,7.427,25.618,15.867,0,85.367,0,0,0,84.295,0,30.248,57.171,52.531,32.897,0,1.91,12.065,6.365,33.63,41.734,8.345,1.337,0.498,-0.1,1.048,2,4,7,0,2,0,0,2,1,10,0,4,1,0,0,-0.2,-6.46,-0.55,0,1.442,0,0,0,0,0,0,2,0,1,4,0,8,9,0,3,7,6,4,0,13,8,7,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0.766,-1.111,1.233,-0.65,Antibacterial
25,848.06,6.839,6,13,6,1,18,0,0,0,0,0,52.4,32.3,0.8,14.5,0,3,3,0,0,0,0,0,381.373,0,0,0,0,0,0,5.916,9601,94435,19.085,4.865,10.116,0,6.105,5.111,0.232,0.656,3.544,5.566,-4.625,2.0416,503.502,-4.259,-7.525,16.256,NA,-11.515,3933.895,29.7768,5.91,-2.478,-5.168,-2.949,-3.144,3.703,-6.901,3.496,7.485,7.134,29.81,12.131,68.499,3.805,3.759,7.47,80.627,14.124,23.542,279.416,0.719,0,0,152.359,0,21.684,133.08,103.529,0,1.82,2.589,33.574,6.264,47.27,39.963,12.986,2.251,1.989,1.52,2.443,15,2,4,6,3,0,4,0,0,25,4,13,2,1,0,-0.431,-5.008,0,0,1.721,0,0,0,0,0,0,2,7,2,1,0,9,2,6,16,12,7,7,4,14,36,11,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15,1.971,0.727,0.529,-0.2,Antibacterial
26,828.12,6.521,6,14,6,1,15,0,0,0,0,0,54.3,33.1,0.8,11.8,0,3,3,0,0,0,0,0,385.527,0,0,0,0,0,0,5.568,8916,106917,19.92,2.751,10.031,0,6.035,5.217,0.221,0.613,3.803,5.535,-4.294,1.9476,516.739,-2.585,-5.341,16.502,NA,-2.795,3782.785,29.039,5.619,-2.493,-3.202,-2.032,-2.976,3.643,-3.838,3.466,7.44,6.92,31.183,12.73,40.857,3.799,3.749,7.436,98.277,36.124,23.542,183.049,0.719,0,0,185.107,0,36.781,150.731,123.714,0,0,2.443,31.47,5.759,52.464,38.619,12.698,2.095,1.988,1.629,2.443,15,3,4,5,3,0,4,0,0,24,9,16,0,3,0,0.281,-1.789,0,0,1.749,0,0,0,0,0,0,1,8,0,0,1,3,4,5,9,8,10,10,0,19,28,11,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,6,0.349,2.958,8.75,-1.89,Antibacterial
27,667.731,9.405,18,10,7,9,8,0,0,0,3,0,36.6,35.2,12.7,11.3,0,5,6,1,1,0,99.013,146.347,497.896,0,204.319,0,0,0,0,5,4637,66773,11.189,2.728,9.981,2.398,6.924,5.445,0.15,0.409,1.817,4.131,-7.126,1.2408,359.253,-4.757,-5.645,11.862,538.27,-2.665,1677.981,13.9033,6.009,-3.37,-3.593,-4.117,-2.659,4.028,-5.277,13.502,7.5,6.486,10.191,8.983,35.59,3.982,3.901,7.438,17.222,8.841,16.047,0,0,0,64.439,103.35,0,112.662,66.276,117.54,0,0,3.454,37.347,6.622,35.068,38.326,11.136,1.623,1.406,1.122,3.264,1,0,5,0,1,5,0,1,1,19,0,3,0,1,0,1.067,-4.016,0.69,0,3.341,0,11.305,0,0,0,0,0,1,0,0,0,1,3,8,6,1,2,8,0,7,12,4,2,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,1,1,4,0,5,0,0,2,0,0,0,0,6,0,0,0,0,3,0.76,NA,NA,-2.13,Antibacterial
28,473.901,9.873,14,6,3,3,6,0,1,0,3,1,35.4,39.6,6.3,12.5,2.1,4,5,1,1,0,60.028,165.313,97.55,109.553,0,0,0,0,0,4.123,1490,30276,6.718,2.288,9.809,3.045,6.966,4.067,0.197,0.551,1.454,3.989,-2.98,1.4332,179.965,-5.429,-2.246,10.376,320.018,-2.49,905.76,13.6794,4.488,-4.874,-3.716,-1.738,-2.139,4.046,-2.921,13.502,7.437,6.021,5.745,7.55,16.794,4.055,3.798,7.429,26.476,36.078,17.22,0,0,0,32.22,99.059,0,66.897,67.505,142.12,0,0,3.152,18.48,6.952,15.218,39.765,11.663,1.058,0.777,-0.129,2.377,2,1,1,0,0,0,0,2,1,6,3,6,0,2,0,0,-1.483,1.791,0,1.438,0,3.991,0,5.24,0,0,1,2,0,0,0,2,1,2,3,3,1,4,0,6,4,4,5,1,0,0,19,0,0,0,57,0,0,0,0,9,0,0,0,0,0,0,0,2,4,0,0,0,0,3,3,1,2,1,1,0,2,0,1,0,0,3,2,0,0,0,2,7.76,NA,NA,-3.76,Antibacterial
29,1882.59,6.821,56,52,16,20,17,0,0,0,0,0,50.7,35.9,7.2,6.2,0,8,12,4,4,0,0,1970.949,2378.329,0,0,3605.118,0,0,0,12.042,101978,465201,43.866,2.81,10.834,3.714,8.032,10.396,0.088,0.228,4.659,8.56,-19.174,0.9783,NA,-3.436,-16.443,20.49,NA,-9.666,11003.983,19.303,9.491,-5.971,-3.188,-2.418,-3.509,3.966,-13.669,3.911,7.462,7.677,63.051,24.122,58.17,4.068,4.067,7.449,158.854,90.176,55.661,42.683,0,0,0,484.327,0,126.668,357.659,353.784,0,0,2.012,67.764,5.888,64.475,36.84,11.429,2.855,2.729,2.648,2.009,0,0,0,0,0,3,0,8,0,36,0,26,0,0,0,-1.192,-11.379,2.536,0,0,0,0,0,0,0,0,0,0,0,4,4,0,26,0,0,0,0,0,0,0,38,44,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,12.192,8.867,78.62,1.58,Antibacterial
30,785.97,7.277,26,3,6,3,11,0,0,0,0,0,47.2,39.8,2.8,10.2,0,6,31,10,2,0,0,125.25,241.772,0,0,356.164,126.597,0,0,4.472,4457,816390,12.001,3.208,10.396,3.045,9.919,5.375,0.155,0.441,2.674,4.462,-10.184,1.3448,433.95,-3.332,-8.452,30.581,NA,-7.326,9686.734,37.8246,6.992,-1.797,-1.654,-1.817,-2.773,4.244,-11.973,4.158,7.436,6.842,23.317,10.687,37.234,3.947,3.836,7.429,90.31,51.319,25.686,107.366,0,0,0,216.67,0,48.921,169.035,154.173,0,0,2.443,16.752,6.282,39.178,39.934,11.726,2.232,1.921,1.593,2.098,5,4,6,2,1,0,4,5,4,13,3,1,6,2,0,0,-1.535,0.159,0,0,0,4.865,0,0,0,0,1,4,2,1,1,6,8,3,2,7,15,4,0,24,31,15,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,6,3.328,4.993,24.931,-2.94,Antibacterial
31,554.581,9.903,15,9,9,4,8,0,0,0,3,0,33.9,39.3,7.1,14.3,0,4,5,1,1,0,79.465,0,391.396,0,161.719,0,0,0,0,5.05,2568,38546,8.701,5.209,9.814,0,6.794,5.211,0.178,0.486,1.438,4.25,-3.261,1.3873,259.265,-2.918,-1.526,10.682,394.148,-2.522,1176.233,13.893,5.299,-9.057,-2.443,-2.843,-2.424,4.709,-2.469,13.502,7.72,6.25,8.743,8.678,51.121,4.106,3.795,7.61,0,12.681,35.313,0,0,0,39.969,121.801,7.75,68.367,91.902,108.11,32.897,0,3.753,31.696,7.306,26.833,39.239,16.717,1.294,1,0.758,3.435,1,0,8,0,0,2,2,1,0,13,0,0,0,0,0,0.313,-3.436,0.174,0,2.663,0,0,0,0,0,-4.292,0,1,0,0,0,3,1,5,2,4,1,6,0,6,8,8,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,1,6,0,4,0,0,3,0,0,0,0,3,0,0,0,0,8,0.051,NA,NA,-1.58,Antibacterial
32,423.461,9.01,14,5,3,3,5,0,0,0,2,0,38.3,40.4,6.4,10.6,0,4,5,1,1,0,55.638,153.804,89.899,101.496,0,0,0,0,0,3.937,1234,24220,5.811,2.09,9.751,3.045,6.83,4.411,0.201,0.564,1.638,3.865,-3.174,1.4263,159.589,-4.202,-7.409,9.931,286.039,-2.393,801.871,13.0793,4.426,-4.47,-6.14,-2.376,-2.012,4.038,-3.351,13.502,7.436,5.926,7.397,7.317,12.616,3.973,3.692,7.428,26.476,18.862,17.22,0,0,0,32.22,105.034,0,63.397,76.981,112.448,0,0,3.152,18.48,6.952,14.577,39.752,11.663,1,0.56,-0.378,2.377,2,1,1,0,0,0,0,2,0,7,3,6,0,2,0,0,-1.099,1.866,0,1.522,0,4.019,0,5.245,0,0,1,1,0,0,0,2,1,2,2,2,0,4,0,6,6,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,3,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,2,4.916,NA,NA,-3.27,Antibacterial
33,693.08,9.626,21,5,9,2,14,0,1,0,2,1,34.7,40.3,2.8,19.4,1.4,5,11,3,2,0,0,0,470.742,0,0,0,436.288,0,0,5.339,4640,159627,8.404,6.283,10.377,0,8.36,5.631,0.214,0.658,1.642,5.216,-8.309,1.6978,288.08,-2.49,-4.985,17.206,NA,-3.77,3683.701,25.96,5.194,-7.042,-5.655,-2.322,-2.913,4.741,-7.562,4.016,7.768,6.798,11.976,7.18,128.304,4.127,3.946,7.475,16.793,43.532,0,81.779,0,0,1.339,116.183,1.339,45.719,57.822,111.934,32.897,2.249,2.925,23.34,7.176,47.347,41.806,9.246,1.812,1.667,1.444,2.048,2,3,10,0,2,0,0,3,5,14,0,1,0,1,3.938,0,-10.817,-5.58,0,1.124,0,0,0,0,0,-5.367,1,1,2,3,4,12,10,4,3,15,15,4,5,17,27,7,14,7,0,0,19,0,0,0,124,0,0,0,0,9,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,2,2,4,2,0,4,0,2,0,0,2,4,0,5,0,4,2.066,0.108,0.012,-0.17,Antibacterial
34,585.73,7.231,12,7,6,5,8,0,0,0,0,0,48.1,35.8,6.2,9.9,0,4,10,3,1,0,0,0,340.763,0,0,0,414.829,0,0,5.568,3176,97953,8.341,3.977,10.162,0,8.034,4.836,0.21,0.604,2.379,4.979,-3.477,1.6557,280.074,-1.928,-1.142,16.055,661.074,-3.75,2865.967,24.5525,5.982,-3.028,-2.347,-1.258,-2.61,3.995,-3.508,3.927,7.451,6.686,17.983,7.178,39.132,3.905,3.677,7.429,60.061,24.504,0,42.683,0,0,0,114.644,0,45.107,75.786,53.763,32.897,0,1.956,17.239,6.359,60.696,41.505,9.228,1.64,1.469,0.704,1.91,3,3,7,0,4,1,0,2,3,16,0,9,1,0,0,0.053,-6.575,0.275,0,3.223,0,0,0,0,0,0,2,0,1,2,1,9,9,0,3,7,5,4,0,11,10,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,3,0.529,-0.384,0.147,-0.77,Antibacterial
35,492.46,8.347,11,4,5,2,9,0,0,0,1,0,42.4,37.3,3.4,15.3,0,4,10,3,1,0,0,0,237.577,0,0,0,291.311,0,0,4.472,1464,52269,6.026,3.988,10.113,0,7.786,4.419,0.259,0.809,1.497,4.931,-4.931,1.849,167.333,-8.523,-1.863,15.549,514.19,-3.881,2299.734,25.6817,5.024,-5.713,-3.382,-5.134,-2.525,3.996,-3.426,3.926,7.451,6.495,13.479,6.245,49.796,3.885,3.751,7.427,25.618,15.867,23.353,42.683,0,0,53.596,84.295,0,30.248,110.767,52.531,32.897,0,1.91,12.065,6.366,34.938,41.881,8.345,1.409,0.813,0.166,1.048,2,4,7,0,2,0,0,2,1,10,0,4,1,0,0,-0.147,-6.28,-0.314,0,1.466,0,0,0,0,0,0,2,2,1,2,0,8,6,0,3,7,9,6,0,13,9,7,12,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,3,0.619,0.646,0.417,-0.72,Antibacterial
36,457.53,7.625,11,3,5,3,7,0,0,0,0,0,45,38.3,5,11.7,0,4,10,3,1,0,0,0,233.923,0,0,0,283.816,0,0,4.301,1384,51847,5.548,3.876,10.02,0,7.8,4.247,0.244,0.743,1.904,4.814,-2.539,1.7466,167.311,-3.266,-0.929,15.511,497.179,-5.634,2165.423,24.5971,5.181,-4.476,-5.294,-6.61,-2.416,3.979,-2.224,3.91,7.451,6.447,12.417,5.525,39.387,3.891,3.599,7.427,33.586,21.748,0,42.683,0,0,0,88.078,0,35.54,58.787,36.764,32.897,0,1.91,12.135,6.358,33.82,41.499,8.345,1.468,0.574,0.012,1.048,3,3,7,0,4,0,0,2,2,15,0,0,1,0,0,0.324,-5.605,1.045,0,3.327,0,0,0,0,0,0,1,0,1,2,0,8,6,0,3,7,4,3,0,12,7,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,2,0.154,-0.119,0.014,-1.06,Antibacterial
37,467.6,6.777,0,6,0,5,9,0,0,0,0,0,53.6,26.1,7.2,13,0,3,3,0,0,0,0,0,333.624,0,0,0,0,0,0,3.317,1704,18888,8.8,2.774,9.583,0,5.037,3.016,0.231,0.65,3.046,4.969,-3.163,1.6992,189.211,-4.574,-1.749,9.774,310.034,-4.543,913.04,15.2583,4.814,-7.427,-4.64,-4.544,-2.695,3.593,-2.551,3.426,6.295,6.628,18.038,5.729,67.098,3.763,3.705,6.45,0,0,23.542,257.416,0.719,0,0,7.894,0,7.175,0,5.069,164.486,0,1.392,7.692,5.593,27.6,36.342,0,0.96,0.497,0.066,1.392,14,0,0,4,0,2,0,0,0,16,0,0,4,0,0,-0.117,0,0,0,0,0,0,0,0,0,0,0,4,7,1,10,8,4,2,7,3,4,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,20.338,-6.86,47.057,2.44,Antibacterial
38,665.77,7.653,3,12,3,5,16,0,0,0,1,0,49.4,25.3,5.7,18.4,0,3,3,0,0,0,0,0,496.368,0,0,0,0,0,0,5.431,4678,39131,12.94,5.95,9.901,0,5.656,3.833,0.226,0.637,2.773,5.491,-3.578,1.8368,325.584,-4.582,-4.182,10.678,469.765,-8.248,1519.851,18.0744,5.943,-3.308,-4.456,-4.053,-3.127,4.715,-2.742,3.754,7.776,6.955,24.536,7.294,114.838,3.901,3.777,7.43,17.222,0,48.519,339.196,0.719,0,3.043,33.984,3.043,16.043,17.222,11.36,98.692,3.043,2.9,19.025,7.009,40.953,39.194,9.03,1.815,0.97,0.807,2.008,12,1,0,4,1,3,0,0,0,21,0,3,2,0,0,-1.361,-0.93,0,0,0,0,0,0,0,0,-5.033,1,6,6,1,8,11,2,8,14,6,10,9,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,6,0,0,2,0,0,0,0,6,0,0,0,0,6,26.207,-6.826,46.587,2.96,Antibacterial
39,383.52,7.52,4,5,4,3,5,0,0,0,1,0,49,33.3,5.9,9.8,0,3,4,1,0,0,53.754,137.241,0,93.926,0,0,0,0,0,4.183,1016,11693,5.413,2.786,9.624,3.045,5.624,4.186,0.249,0.713,2.213,3.202,-3.1,1.6911,131.865,-1.634,-2.109,8.495,215.709,-4.115,604.133,13.2094,4.332,-1.729,-1.9,-1.569,-2.129,4.014,-3.227,3.796,7.479,6.001,11.798,4.973,20.774,3.837,3.607,7.429,34.443,0,0,42.683,0,0,32.22,53.71,0,51.486,40.692,52.404,0,0.91,3.272,20.38,6.479,25.743,39.167,9.453,0.522,-0.051,-0.899,1.985,4,2,3,0,2,1,0,0,0,12,1,3,3,0,0,1.222,-0.727,0,0,2.875,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,0,2,2,5,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,2,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0.526,-1.342,1.802,-2.01,Antibacterial
40,476.551,11.083,14,8,4,8,4,0,0,0,4,0,30.2,32.6,18.6,9.3,0,4,5,1,0,0,60.934,182.043,90.649,0,124.235,0,0,0,0,3.937,1588,22155,7.501,2.178,9.558,3.045,6.531,4.902,0.182,0.501,1.199,3.787,-4.195,1.3271,185.808,-3.495,-3.377,10.136,301.858,-7.968,822.209,12.5275,4.862,-6.487,-1.25,-1.297,-2.14,4.28,-2.76,13.502,7.437,5.779,2.797,8.447,19.925,4.098,3.826,7.429,8.825,4.962,11.771,0,0,0,95.717,44.821,0,123.094,22.345,107.728,0,0,3.454,27.253,6.401,23.165,38.245,10.996,0.813,0.618,0.208,3.264,1,0,3,0,0,3,0,0,0,7,3,0,0,1,0,0.952,-0.151,1.662,0,1.428,0,18.625,0,0,0,0,0,1,0,0,0,1,0,5,3,1,3,5,0,6,5,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,1,1,6,0,3,0,0,2,0,0,0,0,3,0,0,0,0,0,1.141,NA,NA,-2.3,Antibacterial
41,214.28,8.928,9,3,3,4,2,0,0,0,1,0,41.7,29.2,16.7,8.3,0,1,1,0,1,0,0,0,48.356,0,0,0,0,0,0,3.317,180,679,2.98,4.648,8.408,0,0,1.019,0.474,1.423,1.317,3.358,-0.59,2.4613,45.486,-2.966,-0.413,4.824,64.646,-0.721,150,10.4166,3.298,-1.395,-1.237,-0.799,-1.688,4.71,-0.818,3.965,7.716,5.359,6.758,1.956,31.427,3.717,3.306,6.999,0,35.979,1.899,0,0,0,5.807,44.112,5.807,6.207,37.905,37.905,65.794,0,1.072,2.144,6.686,7.024,37.872,1.24,-1.247,-1.888,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,-0.623,0.48,6.804,0,0,0,0,0,0,-3.731,0,0,0,0,2,4,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,-0.214,0.046,-1.23,Antibacterial
42,679.76,7.904,4,12,4,7,16,0,0,0,1,0,47.7,24.4,8.1,18.6,0,3,3,0,0,0,0,140.222,319.727,0,0,0,0,0,0,5.568,4575,40662,12.844,6.227,10.015,2.398,5.994,3.869,0.253,0.739,2.776,5.314,-5.264,2.0311,307.082,-4.965,-2.179,10.606,478.854,-4.072,1639.414,19.3963,5.566,-2.546,-3.618,-6.647,-3.178,4.715,-4.022,3.755,7.776,6.886,23.607,6.695,128.978,3.92,3.81,6.999,17.222,33.571,52.317,381.879,0.719,0,3.043,21.739,3.043,3.798,17.222,8.825,131.589,3.043,2.9,19.609,7.009,40.382,40.877,3.074,1.933,1.168,0.751,1.392,12,1,0,4,1,2,0,0,0,19,0,3,0,0,0,-1.955,-1.156,0,0,0,7.589,0,0,0,0,-5.31,1,6,3,8,6,12,0,8,17,15,15,11,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,3,0,2,0,11,0,0,1,0,0,0,0,10,0,0,0,0,7,22.49,-6.265,39.251,2.64,Antibacterial
43,751.12,6.107,3,12,3,0,11,0,0,0,0,0,56.9,34.1,0,8.9,0,5,5,0,0,0,0,149.789,779.554,0,0,0,0,0,0,6.364,6949,184631,13.191,2.62,10.292,2.398,6.333,7.351,0.15,0.407,4.155,4.908,-3.649,1.2989,465.022,-5.488,-4.857,13.065,699.749,-3.875,2273.443,15.765,6.137,-1.955,-3.472,-6.855,-2.653,3.763,-5.122,3.61,7.477,6.924,31.549,13.427,32.463,3.851,3.817,7.425,88.252,0,0,183.049,0,0,0,138.593,0,31.389,107.205,132.55,0,0.91,2.341,21.065,6.206,48.8,40.971,11.432,1.864,1.678,1.489,2.178,15,5,0,5,0,0,2,0,0,9,3,18,4,0,0,5.984,-0.952,0,0,0,0,0,0,0,0,0,4,5,0,0,1,3,6,3,4,6,5,1,2,25,21,17,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.594,5.74,32.942,-3.73,Antibacterial
44,1326.57,7.991,26,31,10,17,21,0,0,0,2,0,45.2,30.7,10.2,12.7,0,6,6,0,0,0,0,1040.698,1152.412,0,0,0,0,0,0,8.86,36754,278259,26.231,4.582,10.62,3.434,7.255,7.368,0.128,0.346,3.04,5.258,-8.721,1.2725,NA,-0.659,-10.564,15.84,NA,-4.096,5522.374,18.8257,7.656,-3.89,-0.615,-1.23,-3.573,4.187,-17.586,3.8,7.454,7.527,35.198,13.593,149.144,3.997,3.949,7.438,44.126,53.645,40.398,385.466,0.719,0,63.497,141.274,0,134.611,69.441,115.878,197.383,0,3.828,53.899,6.554,85.029,41.289,16.99,2.605,2.48,2.298,2.424,7,2,2,4,0,5,0,1,0,24,8,6,0,0,0,-2.493,-9.072,-1.083,0,0,4.593,16.728,0,0,0,0,2,4,9,6,16,20,7,3,16,14,14,14,0,10,14,2,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,8,1,4,0,12,0,0,3,0,0,0,0,11,0,0,0,0,10,85.188,-9.716,94.401,NA,Antibacterial
45,1422.93,7.01,26,31,15,17,16,0,0,0,1,0,50.7,32.5,8.4,7.9,0,4,4,0,1,0,0,654.906,320.533,0,0,0,0,0,0,8.426,38960,253878,37.846,3.276,10.403,3.045,6.521,7.667,0.17,0.458,4.14,7.445,-12.089,1.7366,NA,-3.494,-7.88,22.757,NA,-3.555,11292.639,36.105,8.704,-6.039,-3.525,-3.288,-3.401,3.92,-9.402,3.599,7.483,7.413,46.861,17.531,70.605,3.946,3.847,7.472,70.602,45.804,2.757,0,0,0,32.22,244.118,0,140.688,135.649,191.406,98.692,1.82,3.836,70.944,6.593,56.701,35.776,17.026,2.571,2.424,2.179,2.341,11,0,0,0,0,3,0,1,0,23,8,17,0,0,0,-2.182,-13.613,0.828,0,0,4.56,3.972,0,0,0,0,0,0,3,5,4,3,17,2,1,0,7,3,4,6,26,23,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,3,1,2,0,17,0,0,2,0,0,0,0,6,0,0,0,0,3,16.086,0.048,0.002,2.02,Antibacterial
46,159.2,7.581,11,1,0,1,1,0,0,0,0,0,42.9,47.6,4.8,4.8,0,2,3,1,1,0,0,0,47.069,0,0,0,40.388,0,0,1.581,92,1166,1.764,1.424,8.32,0,5.042,0.831,0.399,1.222,1.387,3.254,-1.464,1.8952,32.661,-1.26,-2.068,7.788,85.984,-1.254,237.886,13.748,2.98,-1.509,-0.731,-0.621,-1.03,3.87,-1.605,3.827,6.269,4.849,4.011,1.91,6.414,3.435,2.978,4.988,0,16.95,0,42.683,0,0,0,64.331,0,7.903,56.429,53.14,0,0,0.765,1.529,4.978,5.394,33.322,0,-1.783,-2,0,0,0,0,0,0,0,1,0,2,0,7,0,0,0,0,0,0.076,0,0.904,0,0,0,4.179,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.215,1.412,1.993,-2.65,Antibacterial
