No.,MW,AMW,nBM,RBN,nDB,nF,nX,C%,N%,O%,nCIC,nCIR,Rbrid,NRS,nBnz,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr06,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr10,D/Dtr11,D/Dtr12,CENT,ICR,Wap,PHI,MAXDN,LOC,MWC07,SRW05,Vindex,Yindex,IC2,CIC1,VE3sign_A,EE_D,VE3sign_D,VE3sign_X,EE_Dt,VE3sign_Dt,H_D/Dt,Chi_D/Dt,J_D/Dt,VE1_D/Dt,VE3sign_D/Dt,SM1_Dz(p),SpMax_B(m),SpMax_B(p),SpMax_B(s),ATS5s,ATSC1m,ATSC1p,ATSC1s,GATS7s,GATS8s,SpMax2_Bh(p),SpMax2_Bh(s),P_VSA_LogP_1,P_VSA_LogP_5,P_VSA_LogP_6,P_VSA_MR_3,P_VSA_MR_4,P_VSA_MR_7,P_VSA_v_4,P_VSA_e_4,P_VSA_i_1,P_VSA_s_1,P_VSA_s_3,P_VSA_s_4,P_VSA_ppp_L,P_VSA_ppp_P,P_VSA_ppp_N,SpMax_EA(dm),SpDiam_AEA(dm),SM15_EA(ed),SM13_EA(dm),SM06_AEA(dm),SM09_AEA(dm),Eig02_EA(dm),nCrs,nCrt,nCconj,nROR,C-005,C-006,C-016,C-025,C-026,H-048,H-051,H-052,H-053,O-060,SdCH2,SssCH2,SdssC,SaasC,SdNH,SsssN,SdsN,SaaN,SaaNH,SaaO,SddssS,NssssC,CATS2D_04_DD,CATS2D_05_DD,CATS2D_08_DD,CATS2D_02_DL,CATS2D_02_AA,CATS2D_09_AA,CATS2D_05_AP,CATS2D_01_AN,CATS2D_02_AL,CATS2D_09_PL,CATS2D_01_LL,CATS2D_03_LL,CATS2D_09_LL,T(N..P),T(N..F),T(N..Cl),T(N..Br),T(O..Cl),T(O..Br),T(S..S),T(S..F),T(S..Cl),T(P..Cl),T(F..Cl),T(Cl..Cl),F02[N-N],F03[C-Cl],F04[C-S],F04[N-O],F04[O-S],F05[O-S],F07[C-Cl],F07[N-O],F08[C-Cl],F08[C-Br],F10[C-S],F10[O-O],MLOGP2,ALOGP,ALOGP2,Class
21,457.05,7.372,1,8,1,0,1,29,3.2,11.3,2,2,0,2,0,0,0,96.091,111.34,0,0,0,0,0,0,1481,2.707,6823,10.08,2.769,1.464,9.379,2.398,0.305,0.879,4.895,2.722,-7.842,157.853,-2.027,-6.924,217.579,-3.157,611.554,1.472,14.7228,4.144,-4.46,-2.304,3.778,3.459,7.427,6.445,16.248,6.211,32.857,1.076,1.015,3.715,6.517,33.237,3.124,77.486,139.05,0,0,0,39.919,32.22,0,46.633,36.361,97.392,0,0,3.379,6.358,36.41,8.717,0.504,-0.403,1.959,6,1,0,1,2,1,0,0,0,1,0,6,0,0,0,3.704,-0.224,0,0,2.012,0,0,0,0,0,0,2,1,0,0,0,1,0,0,5,0,4,2,3,0,0,13,0,39,0,0,0,8,0,0,0,0,1,2,2,1,1,3,2,2,0,1,0,0.184,1.958,3.835,Antibacterial
22,492.341,10.475,14,5,3,0,2,40.4,6.4,10.6,4,5,1,3,1,0,59.185,162.863,97.633,108.043,0,0,0,0,0,1473,2.817,30784,6.693,2.199,0.997,9.844,3.045,0.201,0.567,4.809,1.432,-2.824,175.676,-4.417,-1.581,321.089,-2.846,923.712,2.054,13.9655,4.5,-5.423,-1.96,4.097,13.502,7.436,6.364,4.145,7.217,16.718,1.159,1.374,3.952,7.428,26.476,25.863,17.22,0,0,97.894,0,78.297,32.22,0,70.398,58.029,171.792,0,0,3.152,6.952,39.788,11.663,0.857,0.012,2.377,2,1,1,0,0,0,0,2,2,1,3,6,0,2,0,0,-1.287,1.631,0,1.488,0,3.972,0,5.238,0,1,0,0,0,1,2,0,0,0,6,0,2,3,8,0,0,38,0,88,0,0,0,18,0,0,4,0,6,1,2,3,1,2,2,4,0,1,2,10.264,NA,NA,Antibacterial
23,185.24,7.41,12,2,0,0,0,48,4,4,2,2,0,2,2,0,0,0,87.796,0,0,0,0,0,0,168,2.271,1407,2.585,0.926,0.544,8.256,0,0.314,0.877,2.752,2.442,-1.495,48.451,NA,-2.456,86.894,-1.649,200.052,2.006,10.0307,3.097,-1.727,-1.03,3.697,3.632,4.867,4.507,4.942,2.218,5.856,0.599,1.361,3.757,4.877,0,24.243,0,0,0,0,0,0,0,0,13.244,85.286,85.286,32.897,0,0.86,5.067,30.755,0,-1.414,-2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2.369,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.741,2.644,6.989,Antibacterial
24,444.48,7.937,11,2,5,0,0,39.3,3.6,14.3,4,10,3,1,1,0,0,0,221.13,0,0,0,269.926,0,0,1244,2.491,45481,4.935,3.995,0.937,10.071,0,0.26,0.811,5.097,1.642,-5.022,151.415,-5.335,-1.715,479.378,-4.495,2122.275,3.603,25.2219,4.954,-5.358,-2.468,3.993,3.927,7.451,6.961,10.997,5.341,56.177,1.306,0.954,3.822,7.427,25.618,15.867,0,85.367,0,0,0,0,0,0,30.248,57.171,52.531,32.897,0,1.91,6.365,41.734,8.345,0.901,-0.1,1.048,2,4,7,0,2,0,0,2,1,0,0,4,1,0,0,-0.2,-6.46,-0.55,0,1.442,0,0,0,0,0,2,1,4,0,9,0,2,2,0,13,2,7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0.766,-1.111,1.233,Antibacterial
25,848.06,6.839,6,13,6,0,0,32.3,0.8,14.5,3,3,0,3,0,0,0,0,381.373,0,0,0,0,0,0,9601,3.276,94435,19.085,4.865,1.295,10.116,0,0.232,0.656,5.315,3.544,-4.625,503.502,-4.259,-7.525,NA,-11.515,3933.895,1.953,29.7768,5.91,-2.478,-3.144,3.703,3.496,7.485,7.367,29.81,12.131,68.499,0.954,0.974,3.76,7.47,80.627,14.124,23.542,279.416,0.719,49.329,0,0,0,0,21.684,133.08,103.529,0,1.82,2.589,6.264,39.963,12.986,2.071,1.52,2.443,15,2,4,6,3,0,4,0,0,2,4,13,2,1,0,-0.431,-5.008,0,0,1.721,0,0,0,0,0,2,2,1,0,2,6,13,0,4,14,0,11,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,15,1.971,0.727,0.529,Antibacterial
26,828.12,6.521,6,14,6,0,0,33.1,0.8,11.8,3,3,0,3,0,0,0,0,385.527,0,0,0,0,0,0,8916,3.486,106917,19.92,2.751,1.353,10.031,0,0.221,0.613,5.191,3.803,-4.294,516.739,-2.585,-5.341,NA,-2.795,3782.785,1.936,29.039,5.619,-2.493,-2.976,3.643,3.466,7.44,7.304,31.183,12.73,40.857,1.007,1.065,3.736,7.436,98.277,36.124,23.542,183.049,0.719,49.329,0,0,0,0,36.781,150.731,123.714,0,0,2.443,5.759,38.619,12.698,2.06,1.629,2.443,15,3,4,5,3,0,4,0,0,2,9,16,0,3,0,0.281,-1.789,0,0,1.749,0,0,0,0,0,1,0,0,1,4,5,11,0,0,19,0,11,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,6,0.349,2.958,8.75,Antibacterial
27,667.731,9.405,18,10,7,0,0,35.2,12.7,11.3,5,6,1,4,1,0,99.013,146.347,497.896,0,204.319,0,0,0,0,4637,3.331,66773,11.189,2.728,0.926,9.981,2.398,0.15,0.409,5.431,1.817,-7.126,359.253,-4.757,-5.645,538.27,-2.665,1677.981,1.702,13.9033,6.009,-3.37,-2.659,4.028,13.502,7.5,6.842,10.191,8.983,35.59,1.148,0.992,3.909,7.438,17.222,8.841,16.047,0,0,52.501,0,0,64.439,0,112.662,66.276,117.54,0,0,3.454,6.622,38.326,11.136,1.495,1.122,3.264,1,0,5,0,1,5,0,1,1,1,0,3,0,1,0,1.067,-4.016,0.69,0,3.341,0,11.305,0,0,0,0,0,0,0,3,8,2,0,0,7,0,4,2,3,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,1,1,5,0,6,0,0,3,3,0.76,NA,NA,Antibacterial
28,473.901,9.873,14,6,3,0,1,39.6,6.3,12.5,4,5,1,3,1,0,60.028,165.313,97.55,109.553,0,0,0,0,0,1490,2.889,30276,6.718,2.288,1.144,9.809,3.045,0.197,0.551,4.871,1.454,-2.98,179.965,-5.429,-2.246,320.018,-2.49,905.76,2.012,13.6794,4.488,-4.874,-2.139,4.046,13.502,7.437,6.37,5.745,7.55,16.794,1.077,1.349,3.944,7.429,26.476,36.078,17.22,0,0,58.745,0,39.149,32.22,0,66.897,67.505,142.12,0,0,3.152,6.952,39.765,11.663,1.039,-0.129,2.377,2,1,1,0,0,0,0,2,1,1,3,6,0,2,0,0,-1.483,1.791,0,1.438,0,3.991,0,5.24,0,1,0,0,0,1,2,1,0,0,6,0,4,5,7,0,0,19,0,57,0,0,0,9,0,0,0,0,3,1,3,3,2,1,3,2,0,1,2,7.76,NA,NA,Antibacterial
29,1882.59,6.821,56,52,16,0,0,35.9,7.2,6.2,8,12,4,4,4,0,0,1970.949,2378.329,0,0,3605.118,0,0,0,101978,4.631,465201,43.866,2.81,2.357,10.834,3.714,0.088,0.228,4.666,4.659,-19.174,NA,-3.436,-16.443,NA,-9.666,11003.983,1.215,19.303,9.491,-5.971,-3.509,3.966,3.911,7.462,8.133,63.051,24.122,58.17,1.426,1.056,4.03,7.449,158.854,90.176,55.661,42.683,0,0,0,0,0,0,126.668,357.659,353.784,0,0,2.012,5.888,36.84,11.429,2.789,2.648,2.009,0,0,0,0,0,3,0,8,0,4,0,26,0,0,0,-1.192,-11.379,2.536,0,0,0,0,12.882,0,0,0,0,4,4,26,0,0,0,0,0,0,44,20,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12.192,8.867,78.62,Antibacterial
30,785.97,7.277,26,3,6,0,0,39.8,2.8,10.2,6,31,10,1,2,0,0,125.25,241.772,0,0,356.164,126.597,0,0,4457,2.615,816390,12.001,3.208,0.895,10.396,3.045,0.155,0.441,5.471,2.674,-10.184,433.95,-3.332,-8.452,NA,-7.326,9686.734,4.271,37.8246,6.992,-1.797,-2.773,4.244,4.158,7.436,7.165,23.317,10.687,37.234,0.964,1.157,3.858,7.429,90.31,51.319,25.686,107.366,0,54.691,0,0,0,0,48.921,169.035,154.173,0,0,2.443,6.282,39.934,11.726,2.094,1.593,2.098,5,4,6,2,1,0,4,5,4,2,3,1,6,2,0,0,-1.535,0.159,0,0,0,4.865,0,0,0,1,2,1,1,8,3,3,0,0,24,0,15,16,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,6,3.328,4.993,24.931,Antibacterial
31,554.581,9.903,15,9,9,0,0,39.3,7.1,14.3,4,5,1,3,1,0,79.465,0,391.396,0,161.719,0,0,0,0,2568,3.256,38546,8.701,5.209,1.072,9.814,0,0.178,0.486,5.265,1.438,-3.261,259.265,-2.918,-1.526,394.148,-2.522,1176.233,1.737,13.893,5.299,-9.057,-2.424,4.709,13.502,7.72,6.676,8.743,8.678,51.121,1.193,0.986,4.009,7.61,0,12.681,35.313,0,0,29.459,0,0,39.969,7.75,68.367,91.902,108.11,32.897,0,3.753,7.306,39.239,16.717,1.218,0.758,3.435,1,0,8,0,0,2,2,1,0,3,0,0,0,0,0,0.313,-3.436,0.174,0,2.663,0,0,0,0,-4.292,0,0,0,0,1,5,2,1,0,6,1,8,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,3,1,3,0,3,0,0,0,8,0.051,NA,NA,Antibacterial
32,423.461,9.01,14,5,3,0,0,40.4,6.4,10.6,4,5,1,3,1,0,55.638,153.804,89.899,101.496,0,0,0,0,0,1234,2.833,24220,5.811,2.09,0.998,9.751,3.045,0.201,0.564,4.648,1.638,-3.174,159.589,-4.202,-7.409,286.039,-2.393,801.871,2.044,13.0793,4.426,-4.47,-2.012,4.038,13.502,7.436,6.291,7.397,7.317,12.616,1.023,1.336,3.936,7.428,26.476,18.862,17.22,0,0,19.597,0,0,32.22,0,63.397,76.981,112.448,0,0,3.152,6.952,39.752,11.663,0.85,-0.378,2.377,2,1,1,0,0,0,0,2,0,1,3,6,0,2,0,0,-1.099,1.866,0,1.522,0,4.019,0,5.245,0,1,0,0,0,1,2,0,0,0,6,0,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,2,0,0,1,2,4.916,NA,NA,Antibacterial
33,693.08,9.626,21,5,9,0,1,40.3,2.8,19.4,5,11,3,2,2,0,0,0,470.742,0,0,0,436.288,0,0,4640,2.56,159627,8.404,6.283,0.951,10.377,0,0.214,0.658,5.449,1.642,-8.309,288.08,-2.49,-4.985,NA,-3.77,3683.701,3.054,25.96,5.194,-7.042,-2.913,4.741,4.016,7.768,7.212,11.976,7.18,128.304,1.14,0.942,4.004,7.475,16.793,43.532,0,81.779,0,40.488,0,39.149,1.339,1.339,45.719,57.822,111.934,32.897,2.249,2.925,7.176,41.806,9.246,1.726,1.444,2.048,2,3,10,0,2,0,0,3,5,0,0,1,0,1,3.938,0,-10.817,-5.58,0,1.124,0,0,0,0,-5.367,1,2,3,4,10,4,17,2,5,17,3,7,14,7,0,0,19,0,124,0,0,0,9,0,0,0,0,3,3,4,0,3,3,2,4,0,1,4,2.066,0.108,0.012,Antibacterial
34,585.73,7.231,12,7,6,0,0,35.8,6.2,9.9,4,10,3,1,1,0,0,0,340.763,0,0,0,414.829,0,0,3176,3.035,97953,8.341,3.977,1.495,10.162,0,0.21,0.604,5.166,2.379,-3.477,280.074,-1.928,-1.142,661.074,-3.75,2865.967,2.728,24.5525,5.982,-3.028,-2.61,3.995,3.927,7.451,7.071,17.983,7.178,39.132,1.495,0.851,3.833,7.429,60.061,24.504,0,42.683,0,0,0,0,0,0,45.107,75.786,53.763,32.897,0,1.956,6.359,41.505,9.228,1.601,0.704,1.91,3,3,7,0,4,1,0,2,3,0,0,9,1,0,0,0.053,-6.575,0.275,0,3.223,0,0,0,0,0,2,1,2,1,9,0,4,2,0,11,1,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0.529,-0.384,0.147,Antibacterial
35,492.46,8.347,11,4,5,0,0,37.3,3.4,15.3,4,10,3,1,1,0,0,0,237.577,0,0,0,291.311,0,0,1464,2.503,52269,6.026,3.988,1.139,10.113,0,0.259,0.809,5.209,1.497,-4.931,167.333,-8.523,-1.863,514.19,-3.881,2299.734,3.47,25.6817,5.024,-5.713,-2.525,3.996,3.926,7.451,6.961,13.479,6.245,49.796,1.312,0.932,3.822,7.427,25.618,15.867,23.353,42.683,0,0,0,0,53.596,0,30.248,110.767,52.531,32.897,0,1.91,6.366,41.881,8.345,1.147,0.166,1.048,2,4,7,0,2,0,0,2,1,0,0,4,1,0,0,-0.147,-6.28,-0.314,0,1.466,0,0,0,0,0,2,1,2,0,6,0,2,2,0,13,2,7,12,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0.619,0.646,0.417,Antibacterial
36,457.53,7.625,11,3,5,0,0,38.3,5,11.7,4,10,3,1,1,0,0,0,233.923,0,0,0,283.816,0,0,1384,2.688,51847,5.548,3.876,0.998,10.02,0,0.244,0.743,4.877,1.904,-2.539,167.311,-3.266,-0.929,497.179,-5.634,2165.423,3.416,24.5971,5.181,-4.476,-2.416,3.979,3.91,7.451,6.849,12.417,5.525,39.387,1.68,0.555,3.828,7.427,33.586,21.748,0,42.683,0,0,0,0,0,0,35.54,58.787,36.764,32.897,0,1.91,6.358,41.499,8.345,1.132,0.012,1.048,3,3,7,0,4,0,0,2,2,0,0,0,1,0,0,0.324,-5.605,1.045,0,3.327,0,0,0,0,0,1,1,2,0,6,0,3,2,0,12,1,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,2,0.154,-0.119,0.014,Antibacterial
37,467.6,6.777,0,6,0,0,0,26.1,7.2,13,3,3,0,3,0,0,0,0,333.624,0,0,0,0,0,0,1704,2.903,18888,8.8,2.774,0.931,9.583,0,0.231,0.65,4.386,3.046,-3.163,189.211,-4.574,-1.749,310.034,-4.543,913.04,1.795,15.2583,4.814,-7.427,-2.695,3.593,3.426,6.295,6.619,18.038,5.729,67.098,1.084,0.835,3.663,6.45,0,0,23.542,257.416,0.719,0,0,0,0,0,7.175,0,5.069,164.486,0,1.392,5.593,36.342,0,0.652,0.066,1.392,14,0,0,4,0,2,0,0,0,2,0,0,4,0,0,-0.117,0,0,0,0,0,0,0,0,0,0,7,1,10,4,2,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,20.338,-6.86,47.057,Antibacterial
38,665.77,7.653,3,12,3,0,0,25.3,5.7,18.4,3,3,0,3,0,0,0,0,496.368,0,0,0,0,0,0,4678,3.092,39131,12.94,5.95,1.497,9.901,0,0.226,0.637,5.151,2.773,-3.578,325.584,-4.582,-4.182,469.765,-8.248,1519.851,1.572,18.0744,5.943,-3.308,-3.127,4.715,3.754,7.776,6.956,24.536,7.294,114.838,0.994,0.917,3.74,7.43,17.222,0,48.519,339.196,0.719,3.043,0,0,3.043,3.043,16.043,17.222,11.36,98.692,3.043,2.9,7.009,39.194,9.03,1.315,0.807,2.008,12,1,0,4,1,3,0,0,0,2,0,3,2,0,0,-1.361,-0.93,0,0,0,0,0,0,0,-5.033,1,6,1,8,2,8,7,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,1,0,6,0,0,2,6,26.207,-6.826,46.587,Antibacterial
39,383.52,7.52,4,5,4,0,0,33.3,5.9,9.8,3,4,1,2,0,0,53.754,137.241,0,93.926,0,0,0,0,0,1016,2.657,11693,5.413,2.786,1.251,9.624,3.045,0.249,0.713,4.868,2.213,-3.1,131.865,-1.634,-2.109,215.709,-4.115,604.133,1.887,13.2094,4.332,-1.729,-2.129,4.014,3.796,7.479,6.242,11.798,4.973,20.774,0.859,1.746,3.719,7.429,34.443,0,0,42.683,0,4.307,0,0,32.22,0,51.486,40.692,52.404,0,0.91,3.272,6.479,39.167,9.453,0.474,-0.899,1.985,4,2,3,0,2,1,0,0,0,0,1,3,3,0,0,1.222,-0.727,0,0,2.875,0,0,0,0,0,0,0,0,0,3,3,4,0,2,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,2,0,0,0,1,0.526,-1.342,1.802,Antibacterial
40,476.551,11.083,14,8,4,0,0,32.6,18.6,9.3,4,5,1,3,0,0,60.934,182.043,90.649,0,124.235,0,0,0,0,1588,3.14,22155,7.501,2.178,0.922,9.558,3.045,0.182,0.501,5.037,1.199,-4.195,185.808,-3.495,-3.377,301.858,-7.968,822.209,1.898,12.5275,4.862,-6.487,-2.14,4.28,13.502,7.437,6.22,2.797,8.447,19.925,1.023,0.845,3.9,7.429,8.825,4.962,11.771,0,0,85.827,0,0,95.717,0,123.094,22.345,107.728,0,0,3.454,6.401,38.245,10.996,0.775,0.208,3.264,1,0,3,0,0,3,0,0,0,1,3,0,0,1,0,0.952,-0.151,1.662,0,1.428,0,18.625,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,5,1,1,5,0,3,0,0,1,0,1.141,NA,NA,Antibacterial
41,214.28,8.928,9,3,3,0,0,29.2,16.7,8.3,1,1,0,1,1,0,0,0,48.356,0,0,0,0,0,0,180,2.156,679,2.98,4.648,1.618,8.408,0,0.474,1.423,3.668,1.317,-0.59,45.486,-2.966,-0.413,64.646,-0.721,150,1.488,10.4166,3.298,-1.395,-1.688,4.71,3.965,7.716,5.156,6.758,1.956,31.427,1.343,0.032,3.567,6.999,0,35.979,1.899,0,0,5.807,0,0,5.807,5.807,6.207,37.905,37.905,65.794,0,1.072,6.686,37.872,1.24,-1.66,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.623,0.48,6.804,0,0,0,0,0,-3.731,0,0,0,2,2,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0.034,-0.214,0.046,Antibacterial
42,679.76,7.904,4,12,4,0,0,24.4,8.1,18.6,3,3,0,3,0,0,0,140.222,319.727,0,0,0,0,0,0,4575,2.869,40662,12.844,6.227,1.423,10.015,2.398,0.253,0.739,4.876,2.776,-5.264,307.082,-4.965,-2.179,478.854,-4.072,1639.414,1.651,19.3963,5.566,-2.546,-3.178,4.715,3.755,7.776,7.111,23.607,6.695,128.978,0.927,0.858,3.738,6.999,17.222,33.571,52.317,381.879,0.719,3.043,0,0,3.043,3.043,3.798,17.222,8.825,131.589,3.043,2.9,7.009,40.877,3.074,1.722,0.751,1.392,12,1,0,4,1,2,0,0,0,2,0,3,0,0,0,-1.955,-1.156,0,0,0,7.589,0,0,0,-5.31,1,3,8,6,0,8,11,8,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,3,0,10,0,0,2,7,22.49,-6.265,39.251,Antibacterial
43,751.12,6.107,3,12,3,0,0,34.1,0,8.9,5,5,0,3,0,0,0,149.789,779.554,0,0,0,0,0,0,6949,3.542,184631,13.191,2.62,1.019,10.292,2.398,0.15,0.407,4.551,4.155,-3.649,465.022,-5.488,-4.857,699.749,-3.875,2273.443,1.659,15.765,6.137,-1.955,-2.653,3.763,3.61,7.477,7.067,31.549,13.427,32.463,0.99,1.168,3.808,7.425,88.252,0,0,183.049,0,18.952,0,0,0,0,31.389,107.205,132.55,0,0.91,2.341,6.206,40.971,11.432,1.785,1.489,2.178,15,5,0,5,0,0,2,0,0,0,3,18,4,0,0,5.984,-0.952,0,0,0,0,0,0,0,0,4,0,0,1,6,3,2,0,2,25,0,17,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.594,5.74,32.942,Antibacterial
44,1326.57,7.991,26,31,10,0,0,30.7,10.2,12.7,6,6,0,6,0,0,0,1040.698,1152.412,0,0,0,0,0,0,36754,3.879,278259,26.231,4.582,1.215,10.62,3.434,0.128,0.346,6.137,3.04,-8.721,NA,-0.659,-10.564,NA,-4.096,5522.374,1.373,18.8257,7.656,-3.89,-3.573,4.187,3.8,7.454,7.714,35.198,13.593,149.144,0.99,0.981,3.841,7.438,44.126,53.645,40.398,385.466,0.719,67.142,0,0,63.497,0,134.611,69.441,115.878,197.383,0,3.828,6.554,41.289,16.99,2.497,2.298,2.424,7,2,2,4,0,5,0,1,0,3,8,6,0,0,0,-2.493,-9.072,-1.083,0,0,4.593,16.728,2.701,0,0,2,9,6,16,7,3,18,5,0,10,2,2,1,5,0,0,0,0,0,0,4,0,0,0,0,0,3,0,1,8,1,0,0,11,0,0,3,10,85.188,-9.716,94.401,Antibacterial
45,1422.93,7.01,26,31,15,0,0,32.5,8.4,7.9,4,4,0,4,1,0,0,654.906,320.533,0,0,0,0,0,0,38960,4.029,253878,37.846,3.276,1.311,10.403,3.045,0.17,0.458,5.1,4.14,-12.089,NA,-3.494,-7.88,NA,-3.555,11292.639,1.753,36.105,8.704,-6.039,-3.401,3.92,3.599,7.483,7.919,46.861,17.531,70.605,1.272,1.01,3.82,7.472,70.602,45.804,2.757,0,0,16.786,0,0,32.22,0,140.688,135.649,191.406,98.692,1.82,3.836,6.593,35.776,17.026,2.533,2.179,2.341,11,0,0,0,0,3,0,1,0,0,8,17,0,0,0,-2.182,-13.613,0.828,0,0,4.56,3.972,2.817,0,0,0,3,5,4,17,2,10,1,4,6,5,23,9,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,6,0,0,1,3,16.086,0.048,0.002,Antibacterial
46,159.2,7.581,11,1,0,0,0,47.6,4.8,4.8,2,3,1,1,1,0,0,0,47.069,0,0,0,40.388,0,0,92,1.959,1166,1.764,1.424,0.896,8.32,0,0.399,1.222,3.649,1.387,-1.464,32.661,-1.26,-2.068,85.984,-1.254,237.886,3.173,13.748,2.98,-1.509,-1.03,3.87,3.827,6.269,4.485,4.011,1.91,6.414,2.149,1.723,3.419,4.988,0,16.95,0,42.683,0,16.786,0,0,0,0,7.903,56.429,53.14,0,0,0.765,4.978,33.322,0,-2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.076,0,0.904,0,0,0,4.179,0,0,0,0,0,0,0,1,0,0,0,0,4,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.215,1.412,1.993,Antibacterial
47,322.351,9.768,19,3,2,0,0,42.4,12.1,6.1,3,4,1,2,2,0,0,0,186.938,0,0,0,97.842,0,0,612,2.681,6898,4.389,4.557,0.65,9.18,0,0.251,0.716,3.893,1.834,-1.564,99.125,-4.084,-1.518,192.344,-1.01,551.126,2.168,13.0061,3.838,-1.286,-1.5,4.739,13.504,7.715,5.503,5.907,8.917,16.958,1.769,1.261,4.05,6.999,0,17.643,2.328,0,0,39.378,0,0,5.807,5.807,10.924,84.857,75.81,32.897,0,0,6.723,39.241,0,-0.479,-1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.026,0,1.248,0,8.636,0,0,-3.64,0,0,0,0,2,4,0,0,0,2,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,2.049,NA,NA,Antibacterial
48,1299.77,6.914,19,32,13,0,0,29.8,8.5,9,2,2,0,2,1,0,0,0,287.674,0,0,0,0,0,0,30964,3.92,146559,38.546,6.255,2.414,10.22,0,0.275,0.747,4.753,4.163,-11.443,NA,-1.771,-5.685,NA,-5.334,9059.565,1.722,52.245,7.615,-8.819,-3.421,4.714,3.753,7.776,7.854,48.624,15.795,94.828,1.163,0.907,3.786,7.454,52.951,3.186,24.977,81.779,0,3.043,0,0,3.043,3.043,100.52,100.332,136.467,164.486,3.043,2.9,7.008,35.78,11.094,2.354,2.06,2.011,8,0,0,0,0,6,0,1,0,0,2,10,12,0,0,-0.246,-10.638,0.549,0,0,0,0,0,0,-5.338,0,7,6,9,16,6,2,5,4,3,5,17,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,6,0,0,2,5,22.913,-4.79,22.947,Antibacterial
49,614.75,6.986,0,9,0,0,0,26.1,6.8,14.8,4,4,0,4,0,0,0,118.797,441.898,0,0,0,0,0,0,3612,3.097,63240,11.489,2.938,0.924,9.929,2.398,0.186,0.518,4.298,3.403,-5.218,300.348,-4.695,-3.916,500.065,-5.65,1548.047,1.818,16.359,5.443,-2.98,-3.006,3.632,3.446,6.329,6.923,22.66,7.258,95.253,0.97,1.054,3.692,6.489,0,0,35.313,364.783,1.079,0,0,0,0,0,6.746,0,2.535,197.383,0,1.392,5.669,36.986,0,1.595,0.653,1.392,17,0,0,6,0,3,0,0,0,3,0,0,2,0,0,-0.878,0,0,0,0,0,0,0,0,0,0,5,4,8,2,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,3,41.557,-8.959,80.258,Antibacterial
