No.,MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,X%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,BLI,CENT,ICR,Wap,MAXDN,LOC,X5v,Yindex,IC1,CIC1,CIC5,Chi_D/Dt,J_D/Dt,J_Dz(Z),SpPosA_Dz(e),SM1_Dz(e),ChiA_Dz(p),SpMax_B(m),SpMax_B(s),ATSC1m,ATSC1p,GATS7m,GATS8m,GATS6e,GATS7p,GATS7s,GATS8s,SpMax2_Bh(m),P_VSA_LogP_1,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_8,P_VSA_v_3,P_VSA_v_4,P_VSA_s_1,SpDiam_EA(bo),SpMax_AEA(dm),SM13_EA(dm),SM09_AEA(dm),Eig02_EA(dm),nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nArOH,nOHs,nROR,nArOR,nArX,C-005,C-006,C-011,C-019,C-026,C-028,C-034,H-046,H-048,H-049,H-051,H-052,H-053,O-060,O-061,N-075,F-083,SdCH2,SssCH2,StCH,StsC,SdssC,SaasC,SaaaC,SdNH,SsssN,StN,SaaNH,SaaO,SdsssP,SdS,SssS,SddssS,SsBr,NssssC,NsNH2,NdsN,CATS2D_04_DD,CATS2D_05_DD,CATS2D_07_DD,CATS2D_02_DA,CATS2D_04_DA,CATS2D_07_DA,CATS2D_01_DN,CATS2D_02_DL,CATS2D_01_AA,CATS2D_02_AA,CATS2D_03_AA,CATS2D_04_AA,CATS2D_05_AA,CATS2D_06_AA,CATS2D_07_AA,CATS2D_09_AA,CATS2D_05_AN,CATS2D_01_AL,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_AL,CATS2D_03_PL,CATS2D_05_PL,CATS2D_06_PL,CATS2D_08_PL,CATS2D_03_NL,CATS2D_06_NL,CATS2D_09_NL,CATS2D_03_LL,CATS2D_08_LL,T(N..S),T(N..P),T(N..Cl),T(N..Br),T(N..I),T(O..F),T(O..Cl),T(O..Br),T(S..S),T(S..P),T(S..Cl),T(S..Br),T(P..F),T(P..Cl),T(P..Br),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),T(Br..Br),F02[C-P],F02[C-Si],F02[N-N],F02[N-S],F02[O-S],F03[C-Si],F03[C-X],F03[N-O],F03[O-F],F03[O-X],F03[Cl-Cl],F04[N-N],F04[N-O],F04[O-O],F04[O-S],F04[O-Cl],F05[N-N],F05[N-F],F05[O-S],F05[O-F],F05[O-Cl],F06[C-X],F06[N-F],F06[O-F],F06[O-Cl],F07[N-N],F07[N-O],F07[O-S],F07[O-F],F08[C-S],F08[C-Cl],F08[N-N],F08[O-F],F09[O-O],F09[O-F],F09[O-X],F10[N-N],F10[N-O],F10[O-O],MLOGP2,ALOGP2,BLTF96,Class,Label
845,200.25,7.417,12,0,0,0,0,0,0,48.1,0,7.4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.899,208,2.44,1690,1.385,0.648,1.051,0.833,2.607,2.148,1.556,1.918,10.2277,2.18,2.83,0.401,0.023,3.7,6.315,5.397,2.638,0.735,1.307,1.232,1,0.661,2.42,3.756,0,0,0,0,84.716,0,0,6.697,3,0,-2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.806,0,0,0,2.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.762,10.692,-3.76,Antioxidant,1
825,264.35,6.778,7,1,0,0,0,0,0,38.5,0,10.3,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0.983,377,2.484,3503,2.464,1.419,1.945,0.989,3.074,2.211,0.571,2.26,15.0682,2.4796,3.265,0.686,0.014,3.865,7.477,9.022,4.151,0.779,0.682,1.132,0.938,0.75,1.134,3.635,26.476,0,0,0,61.8,0,0,7.262,3.689,11.051,-1.353,0.86,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,8,0,0,2,7,0,1,0,0,0,0,2.193,0,0,-0.797,3.884,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,6,6,1,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.065,10.947,-3.3,Antioxidant,1
899,230.28,7.428,9,3,0,0,0,0,0,45.2,0,9.7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.901,297,2.469,2319,1.575,0.682,1.126,0.763,3.333,1.621,0.323,1.813,10.8758,2.106,3.265,0.554,0.018,3.68,6.336,6.387,3.103,0.795,1.141,0.724,1.032,0.664,1.494,3.77,0,0,0,0,81.53,0,0,6.657,3.168,0,-1.549,0.68,0,1,1,6,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0.499,0,0,0.277,1.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.414,4.29,-2.71,Antioxidant,1
826,280.5,5.394,3,3,0,0,0,0,0,34.6,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,646,3.284,1313,2.335,3.284,1.286,1,2.361,3.34,0.861,1,19,3.1806,6.276,0.401,0.009,3.33,7.477,12.687,5.602,0.992,0.995,0.813,1.004,0.904,0.954,3.617,8.825,0,0,0,78.054,0,0,5.254,3.596,11.051,-1.366,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,2,0,0,0,0,0,0,0,13.436,0,0,-0.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.891,40.842,-5.28,Antioxidant,1
804,164.201,12.631,2,2,0,2,0,0,3,15.4,0,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.195,38,1.5,71,4.602,1.5,2.843,2.436,2.931,0.769,1.731,1,7,6.5484,2.82,-1.394,0.087,4.694,7.766,3.4,6.422,0,0,3.323,0,0,0,3.836,18.4007847677,10.0758593326,12.8635842248,11.0550745649,107.764315868,1.1048222685,0.8148918999,6.423,5.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409,0,0,0,0,0,0,0,0,0,0,0,0,1.528,-3.685,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853,13.7689722047,-0.61,Antioxidant,1
829,721.183,9.489,32,4,4,0,0,0,4,44.7,5.3,7.9,0,5,20,8,4,0,0,0,0,0,0,0,0,0,2.185,3438,3.081,254533,3.189,1.549,29.614,0.559,3.708,2.54,0.408,2.879,24.9546,2.2463,15.71,-2.406,0.004,5.644,7.615,14.786,336.155,0.703,0.947,0.771,0.76,0.807,1.204,4.176,18.4007847677,10.0758593326,12.8635842248,11.0550745649,107.764315868,1.1048222685,0.8148918999,7.768,3.706,11.911,1.512,2.341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,4,0,0,0,0,4,0,4.05,0.655,0,0,-4.293,5.078,3.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,4,6,10,0,0,22,14,29,0,0,0,0,0,0,0,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,2,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,2,0,4,0,0,0,2,4,5.053,13.7689722047,-3.3,Antioxidant,1
719,416.77,9.472,14,2,2,0,0,1,2,40.9,4.5,9.1,2.3,2,2,0,0,0,0,0,0,0,0,0,0,0,1.064,1000,2.859,7307,1.842,1.137,1.768,0.57,3.426,2.034,0.398,1.563,14.0695,2.1768,4.729,0.798,0.006,5.193,7.244,13.723,5.052,1.343,1.228,0.851,1.358,1.041,0.64,3.911,18.4007847677,10.0758593326,12.8635842248,11.0550745649,107.764315868,1.1048222685,0.8148918999,7.043,3.268,0,-0.472,0.86,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,4,0,0,0,0,2,0,0,0,3,0,0,0,0,0.93,0,0,0,2.589,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,0,0,1,6,10,2,0,0,0,0,0,0,0,3,2,0,0,13,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.084,13.7689722047,-2.62,Antioxidant,1
613,338.49,6.268,4,4,0,0,0,0,0,35.2,0,9.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1,960,3.038,3471,1.923,2.785,1.927,0.852,2.479,3.276,0.857,1.357,16.2788,2.4684,5.58,0.803,0.008,3.882,7.436,13.022,5.669,0.892,0.887,1.132,0.928,0.71,0.807,3.63,30.591,0,0,0,80.527,0,0,6.893,3.869,0,-0.787,0.86,0,0,0,2,2,0,0,0,2,0,0,2,1,0,2,0,0,0,19,0,0,0,2,0,0,0,0,0,0,9.455,0,0,0.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,0,0,0,0,0,2,6,4,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62,10.136,-3.22,Antioxidant,1
771,206.36,7.937,1,1,0,2,0,0,2,30.8,0,7.7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.668,116,2.189,485,2.33,2.223,1.962,0.95,2.466,2.235,0.462,1.416,8.4936,2.1217,3.303,0.492,0.027,4.112,7.477,9.591,3.774,0.921,0.972,1.177,1.117,1.369,2.987,3.588,0,0,0,60.363,74.846,0,0,4.712,4.08,11.051,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,2,2,0,0,0,0,0,6.035,0,0,-0.663,0,0,0,0,0,0,0,0,0,3.917,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2.782,4.988,-2.81,Antioxidant,1
667,304.27,8.949,13,1,0,0,0,0,0,44.1,0,20.6,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0.794,564,2.461,8350,2.938,0.714,1.621,0.819,3.369,1.719,0,2.549,15.2916,2.2704,3.179,1.003,0.011,3.901,7.428,5.356,3.297,0.909,1.322,1.006,0.935,0.897,1.386,3.825,0,0,0,0,64.129,0,0,7.203,3.892,0,-1.179,1.151,0,2,0,0,0,0,4,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.767,-1.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,1,0,6,0,0,0,1,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.007,2.205,-1.32,Antioxidant,1
779,410.5,7.33,15,3,0,0,0,0,0,42.9,0,10.7,0,3,6,2,0,0,2,0,0,0,0,0,0,0,0.905,1364,2.759,22874,2.113,1.538,2.421,0.757,3.419,2.388,1.067,2.582,20.658,2.3558,4.244,0.908,0.008,4.012,7.427,11.75,5.764,1.462,1.235,0.965,1.121,1.807,1.179,3.819,46.184,0,0,0,129.135,0,0,7.468,3.787,0,-0.166,0.86,0,0,0,2,2,0,3,0,0,2,0,1,0,0,0,6,0,0,16,0,0,0,0,0,2,0,0,0,0,0.618,0,0,1.608,0.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,5,0,0,0,1,2,0,0,0,0,0,7,5,6,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.847,34.328,-3.92,Antioxidant,1
763,482.48,8.935,22,10,4,0,0,0,0,48.1,7.4,11.1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0.81,2680,3.35,51277,2.971,0.806,2.163,0.337,3.481,2.274,1.296,1.576,12.2936,1.4993,6.203,1.109,0.003,3.818,7.487,7.163,4.452,1.03,0.824,0.41,1.005,0.698,0.586,3.866,0,0,0,0,168.523,0,0,6.926,3.713,0,0.792,1.437,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.825,3.211,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,6,0,0,0,2,4,0,0,0,0,0,10,14,2,0,0,0,0,2,0,2,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5.119,9.137,-3.31,Antioxidant,1
609,250.32,6.953,7,1,0,0,0,0,0,38.9,0,11.1,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0.95,304,2.171,2985,2.615,0.993,1.738,1.219,2.871,2.299,0.639,2.512,15.9096,2.858,2.686,0.686,0.017,3.92,7.477,8.147,3.806,0.89,1.075,0.552,1.015,1.093,2.055,3.621,35.301,0,0,0,59.265,0,0,7.402,4.135,11.499,-1.576,0.922,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,11,0,0,0,5,0,1,0,0,0,0,1.025,0,0,-0.948,4.198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,4,6,3,0,0,0,0,1,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.978,11.826,-3.09,Antioxidant,1
785,472.83,5.498,7,1,0,0,0,0,0,36,0,3.5,0,2,3,1,0,0,1,0,0,0,0,0,0,0,1.194,2384,3.385,16603,1.929,2.646,3.849,0.558,2.194,4.233,1.097,1.543,18.0073,1.9103,7.163,0.554,0.004,3.919,7.435,21.727,9.565,1.096,0.758,0.848,1.129,1.005,0.624,3.727,79.427,0,0,0,137.727,0,0,7.412,3.739,11.599,0,0.86,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,42,0,0,3,7,0,2,0,0,0,0,13.873,0,0,-0.262,6.148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,9,9,4,0,0,0,0,0,0,0,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.329,109.215,-6.92,Antioxidant,1
775,357.35,8.716,13,7,3,0,0,0,0,41.5,7.3,14.6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.831,1080,3.109,7490,2.995,1.677,1.247,0.583,4.031,1.327,0.293,1.452,13.0707,2.146,4.929,1.062,0.006,3.788,7.484,6.159,3.456,0.923,0.876,0.334,1.015,0.723,0.857,3.832,0,0,0,0,94.516,0,0,6.825,3.713,11.051,-0.815,1.437,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.129,0,0,-3.437,0.889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,1,2,6,0,0,0,1,2,1,1,0,1,0,7,9,1,0,0,0,0,1,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1.056,0.336,-2.26,Antioxidant,1
853,458.4,8.988,19,1,0,0,0,0,0,43.1,0,21.6,0,4,5,1,0,0,1,0,0,0,0,0,0,0,0.789,2020,2.683,31996,2.701,0.664,2.476,0.59,3.328,2.344,0.471,2.232,16.0709,1.9247,4.498,1.312,0.005,3.885,7.433,8.14,4.941,0.909,1.065,0.835,0.952,0.965,1.201,3.886,0,0,0,0,81.384,0,0,7.118,3.73,0,0.183,1.151,0,3,0,0,0,0,8,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,2,0,2,0,0,0,0,-0.129,0,0,-1.034,-5.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,3,0,8,0,1,1,0,1,0,0,0,0,0,6,9,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,1.736,8.375,-0.27,Antioxidant,1
647,321.7,10.053,15,3,0,0,0,1,1,46.9,0,18.8,3.1,3,4,1,0,0,1,0,0,0,0,0,0,0,0.805,596,2.534,8681,1.91,0.891,1.463,0.748,3.34,1.66,0,2.439,14.6325,2.4067,3.069,0.989,0.012,4.061,6.348,4.264,2.898,0.706,1.163,0.865,1.026,0.795,1.538,3.89,18.4007847677,10.0758593326,12.8635842248,11.0550745649,116.871,0,0,7.874,3.853,0,-0.835,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.193,-0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,6,0,0,0,0,0,1,0,0,0,1,4,5,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0.429,13.7689722047,-1.95,Antioxidant,1
811,841.982,8.42,24,14,6,2,0,0,4,37,6,10,0,4,4,0,4,0,0,0,0,0,0,0,0,0,1.57,10135,3.297,100703,5.432,1.996,8.508,0.479,4.092,2.551,0.963,1.49,17.879,1.9002,10.046,-1.684,0.002,4.697,7.861,24.479,162.457,1.025,0.844,0.62,0.671,0.838,0.625,4.724,18.4007847677,10.0758593326,12.8635842248,11.0550745649,107.764315868,1.1048222685,0.8148918999,7.24,4.427,9.067,1.576,1.907,0,0,0,6,4,0,0,0,0,0,0,0,4,0,2,0,0,4,13,0,0,6,0,0,0,0,0,0,7.678,-0.597,0,0,2.462,5.931,0,0,0,0,6.966,0,0,0,0,-9.029,0,0,0,0,3,0,0,4,6,0,0,16,0,6,0,0,0,6,0,0,0,0,4,6,12,0,0,0,0,0,0,0,18,22,130,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,8,0,0.051,13.7689722047,-1.58,Antioxidant,1
665,404.52,8.256,21,3,2,1,0,0,1,46.9,4.1,6.1,0,4,4,0,1,0,0,0,0,0,0,0,0,0,1.003,1359,2.715,14236,2.484,0.506,3.255,0.578,2.823,2.792,1.143,1.885,12.0629,1.8965,4.52,0.735,0.007,4.27,7.443,9.672,4.773,0.892,1.18,1.137,1.001,0.942,0.99,3.964,0,0,0,19.133,181.184,0,0,6.871,4.773,10.059,-0.189,2.166,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0.475,0,0,-0.592,1.952,0,0,2.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,4,0,0,0,0,8,15,6,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14.217,11.792,-4.59,Antioxidant,1
600,162.21,7.373,7,1,2,0,0,0,0,40.9,9.1,4.5,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0.919,106,1.918,917,1.571,0.597,0.719,1.145,3.04,1.419,0.545,2.225,9.6406,2.4113,2.11,0.42,0.026,3.649,7.427,4.549,1.897,0.936,1.034,1.131,0.741,2.183,3.68,3.604,0,0,0,0,59.483,0,0,6.563,3.618,8.228,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1.359,0,0,0.096,1.045,0,0,1.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.338,1.2,-2.69,Antioxidant,1
860,419.308,11.034,4,4,0,0,0,0,1,31.6,0,36.8,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0.85,1207,2.621,5348,3.379,1.233,1.222,0.777,3.994,1.254,0.211,1.406,13.1202,2.3615,4.628,0.939,0.005,3.915,7.44,3.766,8.061,1.466,1.237,0.997,1.818,0.836,1.126,3.857,18.4007847677,10.0758593326,12.8635842248,11.0550745649,107.764315868,1.1048222685,0.8148918999,6.404,3.875,0,-0.801,1.742,0,2,0,4,0,2,0,2,1,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,-0.827,0,0,-7.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,4,0,0,2,4,3,6,4,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,7,13.17,13.7689722047,1.69,Antioxidant,1
783,169.15,8.903,7,1,1,0,0,0,0,36.8,5.3,21.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.767,88,1.555,494,2.458,1.124,0.435,1.705,3.181,1.067,0.632,1.75,10.4989,3.5135,1.97,0.753,0.036,3.832,7.439,3.254,1.524,1.297,0,1.378,0.056,1.354,0,3.317,0,0,0,0,26.843,0,0,7.098,3.52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.791,-1.893,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.001,-1.11,Antioxidant,1
789,472.83,5.498,7,1,0,0,0,0,0,36,0,3.5,0,2,3,1,0,0,1,0,0,0,0,0,0,0,1.194,2384,3.385,16603,1.929,2.646,3.849,0.558,2.194,4.233,1.097,1.543,18.0073,1.9103,7.163,0.554,0.004,3.919,7.435,21.727,9.565,1.096,0.758,0.848,1.129,1.005,0.624,3.727,79.427,0,0,0,137.727,0,0,7.412,3.739,11.599,0,0.86,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,42,0,0,3,7,0,2,0,0,0,0,13.873,0,0,-0.262,6.148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,9,9,4,0,0,0,0,0,0,0,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.329,109.215,-6.92,Antioxidant,1
