No.,MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,X%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,BLI,CENT,ICR,Wap,MAXDN,LOC,X5v,Yindex,IC1,CIC1,CIC5,Chi_D/Dt,J_D/Dt,J_Dz(Z),SpPosA_Dz(e),SM1_Dz(e),ChiA_Dz(p),SpMax_B(m),SpMax_B(s),ATSC1m,ATSC1p,GATS7m,GATS8m,GATS6e,GATS7p,GATS7s,GATS8s,SpMax2_Bh(m),P_VSA_LogP_1,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_8,P_VSA_v_3,P_VSA_v_4,P_VSA_s_1,SpDiam_EA(bo),SpMax_AEA(dm),SM13_EA(dm),SM09_AEA(dm),Eig02_EA(dm),nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nArOH,nOHs,nROR,nArOR,nArX,C-005,C-006,C-011,C-019,C-026,C-028,C-034,H-046,H-048,H-049,H-051,H-052,H-053,O-060,O-061,N-075,F-083,SdCH2,SssCH2,StCH,StsC,SdssC,SaasC,SaaaC,SdNH,SsssN,StN,SaaNH,SaaO,SdsssP,SdS,SssS,SddssS,SsBr,NssssC,NsNH2,NdsN,CATS2D_04_DD,CATS2D_05_DD,CATS2D_07_DD,CATS2D_02_DA,CATS2D_04_DA,CATS2D_07_DA,CATS2D_01_DN,CATS2D_02_DL,CATS2D_01_AA,CATS2D_02_AA,CATS2D_03_AA,CATS2D_04_AA,CATS2D_05_AA,CATS2D_06_AA,CATS2D_07_AA,CATS2D_09_AA,CATS2D_05_AN,CATS2D_01_AL,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_AL,CATS2D_03_PL,CATS2D_05_PL,CATS2D_06_PL,CATS2D_08_PL,CATS2D_03_NL,CATS2D_06_NL,CATS2D_09_NL,CATS2D_03_LL,CATS2D_08_LL,T(N..S),T(N..P),T(N..Cl),T(N..Br),T(N..I),T(O..F),T(O..Cl),T(O..Br),T(S..S),T(S..P),T(S..Cl),T(S..Br),T(P..F),T(P..Cl),T(P..Br),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),T(Br..Br),F02[C-P],F02[C-Si],F02[N-N],F02[N-S],F02[O-S],F03[C-Si],F03[C-X],F03[N-O],F03[O-F],F03[O-X],F03[Cl-Cl],F04[N-N],F04[N-O],F04[O-O],F04[O-S],F04[O-Cl],F05[N-N],F05[N-F],F05[O-S],F05[O-F],F05[O-Cl],F06[C-X],F06[N-F],F06[O-F],F06[O-Cl],F07[N-N],F07[N-O],F07[O-S],F07[O-F],F08[C-S],F08[C-Cl],F08[N-N],F08[O-F],F09[O-O],F09[O-F],F09[O-X],F10[N-N],F10[N-O],F10[O-O],MLOGP2,ALOGP2,BLTF96,Class,Label
3998,446.57,7.835,14,2,2,1,0,0,1,38.6,3.5,10.5,0,3,6,2,0,0,2,0,0,0,0,0,0,0,0.967,1517,2.617,19396,4.054,2.038,3.395,0.612,3.621,2.212,0.623,2.052,16.9305,1.9152,5.072,1.039,0.005,4.065,7.484,12.082,5.694,1.154,0.846,0.874,1.158,0.899,0.95,3.785,17.222,0,0,32.22,142.003,0,0,7.074,4.606,12.136,-0.3,2.413,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0.491,0,0,-3.566,4.464,0,0,3.747,0,0,0,0,0,1.71,0,0,1,0,0,2,1,0,2,4,1,2,0,0,0,0,2,2,0,0,1,0,0,4,7,3,0,0,0,0,0,2,2,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1.34,7.279,-2.37,Pharmaceuticals,7
6580,165.26,6.121,6,0,1,0,0,0,0,37,3.7,3.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.023,110,1.888,474,1.499,1.695,0.679,1.398,2.932,1.823,1.019,1.567,9.4043,2.723,2.447,0.325,0.032,3.584,6.336,6.609,2.658,0.917,0.455,1.117,0.825,1.242,1.148,3.532,17.65,0,0,0,70.752,0,0,6.513,3.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.824,0,0,0,1.226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.133,2.92,-3.5,Pharmaceuticals,7
5088,535.64,8.116,12,6,5,1,0,0,1,34.8,7.6,12.1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0.955,2807,3.048,13962,3.074,0.955,3.576,0.632,3.837,2.208,0.549,1.438,14.0194,2.0605,5.697,1.317,0.004,3.946,7.501,12.945,5.859,1.023,1.053,1.183,0.918,1.312,1.121,3.895,26.476,16.047,0,32.22,135.789,0,0,6.654,4.902,12.029,0.678,2.376,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0.376,0,0,-6.311,0.305,0,0,2.004,0,0,0,0,0,1.06,0,0,1,0,0,1,0,1,5,2,3,2,2,0,3,4,1,5,0,2,0,0,0,1,1,9,0,0,0,0,4,2,2,3,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,3,1,4,0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,1,2,0.472,0.035,-0.81,Pharmaceuticals,7
4540,297.77,11.911,10,4,3,2,0,1,3,28,12,16,4,2,3,1,0,0,1,0,0,0,0,0,0,0,1.287,240,1.954,2608,4.986,1.011,2.709,1.243,3.604,1.04,0.32,2.572,15.4326,4.1678,2.334,1.012,0.027,4.768,7.73,3.586,2.883,1.492,0.617,0.374,0.81,2.076,1.437,4.687,0,23.542,39.149,0,80.752,0,11.615,7.821,4.755,0,-1.664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0.014,0,0,0,-0.513,0,0,0,0,0,0,0,0,0,-7.802,0,0,1,0,0,0,0,4,2,0,0,1,0,2,0,0,0,4,0,0,0,0,0,4,2,1,0,0,0,0,0,0,2,0,18,0,14,0,0,0,20,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0.001,-0.92,Pharmaceuticals,7
5434,426.45,8.362,15,3,2,0,2,0,0,45.1,3.9,7.8,3.9,5,7,2,1,1,1,42.157,0,0,0,114.368,0,0,0.867,1575,2.727,37248,4.428,1.033,3.005,0.581,4.047,1.625,0.368,2.621,15.2879,1.8186,4.09,1.06,0.007,3.972,8.357,8.365,4.927,1.302,1.156,1.236,0.999,1.687,1.339,3.911,8.825,11.771,10.173,0,115.758,0,0,7.369,3.809,12.523,0.058,1.437,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,1,0,7,0,1,0,0,2,0,2.229,0,0,-2.438,3.532,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,0,0,1,3,1,0,1,0,0,0,8,6,9,0,0,0,0,1,1,2,12,7,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,4,0,0,1,0,6.84,13.058,-3.61,Pharmaceuticals,7
5276,255.29,7.978,13,2,1,0,0,0,0,46.9,3.1,9.4,0,3,4,1,2,0,0,0,0,0,63.89,0,0,0,0.886,398,2.465,5267,2.49,0.868,1.584,0.798,3.346,1.654,0.375,2.371,12.4475,2.0744,3.123,0.63,0.015,3.913,7.477,5.594,2.979,0.943,0.886,1.066,1.159,0.28,0.62,3.807,0,5.513,0,0,85.716,0,0,7.235,3.837,11.361,-1.414,0.242,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,1.147,0,0,-0.881,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,6,5,1,0,0,0,0,1,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.009,7.878,-3.09,Pharmaceuticals,7
5221,152.17,8.009,4,4,2,0,0,0,0,36.8,10.5,10.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.839,73,1.868,399,2.194,1.16,0.448,1.648,3.326,0.922,0.356,1.768,9.7236,3.1262,1.973,0.57,0.038,3.711,7.44,3.411,1.369,0.718,0,1.196,0.008,1.309,0,3.328,8.396,11.771,0,0,48.991,0,0,6.276,3.631,2.143,0,0.98,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.345,0,0,0,1.306,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,1.335,-1.33,Pharmaceuticals,7
4190,349.23,9.439,13,1,2,0,0,2,2,45.9,5.4,5.4,5.4,4,7,2,1,0,1,0,0,47.209,0,0,74.871,0,0.935,675,2.119,14780,2.155,0.58,2.827,0.915,3.566,1.644,0.162,3.616,18.8009,2.2078,2.983,0.783,0.012,4.008,7.427,4.64,3.081,1.497,1.193,1.119,1.269,1.01,1.458,3.949,0,0,78.297,0,174.269,0,0,7.283,4.311,9.907,-0.802,1.949,0,1,0,0,0,0,0,0,1,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.395,0,0,-0.076,3.505,0,0,2.006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,1,1,0,1,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,10,2,0,0,20,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.256,13.702,-4.37,Pharmaceuticals,7
6684,500.51,8.342,17,5,4,0,0,0,0,38.3,6.7,15,0,3,3,0,0,0,0,0,107.942,0,0,0,0,0,0.844,2730,3.409,22609,2.941,1.517,2.156,0.466,4.106,1.801,0.4,1.339,12.7238,1.7154,6.54,1.327,0.003,3.8,7.48,10.613,5.118,0.848,1.025,0.937,1.063,0.769,1.035,3.878,0,0,0,0,110.643,0,0,6.89,4.045,12.228,0.806,2.374,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0.049,0,0,-4.286,0.803,0,0,1.067,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,2,5,2,3,0,1,2,0,4,3,1,1,0,0,5,9,4,0,0,2,1,2,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,3,3.524,0.071,0.21,Pharmaceuticals,7
5963,254.3,7.706,14,2,0,0,0,0,0,48.5,0,9.1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.903,422,2.484,2784,2.565,1.144,1.206,0.892,2.952,2.093,0.387,1.753,11.6851,2.367,3.291,0.554,0.017,3.795,7.477,5.908,3.195,1.072,0.994,1.071,0.955,0.9,0.644,3.775,8.825,0,0,0,109.712,0,0,6.955,3.79,11.361,-1.394,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.996,1.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3,6,2,0,0,0,0,2,1,1,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.384,11.128,-4.26,Pharmaceuticals,7
5617,309.82,7.557,11,0,1,0,0,1,1,39,2.4,7.3,2.4,2,3,1,0,0,1,0,0,0,0,0,0,0,0.991,575,2.506,4348,1.582,2.034,1.5,0.775,3.405,1.952,0.573,1.978,14.5089,2.3304,3.764,0.736,0.009,3.928,6.313,9.451,3.969,1.704,1.227,1.377,0.963,1.379,0.988,3.756,17.65,39.919,0,39.919,131.514,0,0,7.532,3.26,0,-1,0.4,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,6,0,1,0,0,0,0,0.94,0,0,0,0.941,1.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,1,2,3,5,0,0,0,0,0,0,0,7,6,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5.005,9.393,-3.29,Pharmaceuticals,7
6269,130.16,6.851,1,1,0,0,0,0,0,31.6,0,15.8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.962,39,1.352,213,2.266,0.872,0.297,2.597,2.641,1.607,1.027,1.925,8.6639,2.9494,1.735,0.554,0.051,3.623,7.433,4.483,1.865,0,0,0,0,0,0,3.085,17.65,0,0,0,29.434,0,0,5.528,3.968,11.925,0,0.513,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0.326,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.105,-1.51,Pharmaceuticals,7
5571,451.95,8.217,19,1,1,0,1,1,1,47.3,1.8,5.5,3.6,5,5,0,0,0,0,0,78.542,0,0,0,0,0,0.922,1842,2.93,31764,2.258,0.575,4.319,0.519,3.48,2.301,0.8,1.918,11.5067,1.5409,4.889,0.875,0.006,3.911,8.201,9.62,5.311,1.056,1.022,0.567,1.083,0.749,1.007,3.976,0,14.96,39.149,0,189.456,0,0,7.079,4.295,8.621,0.31,0.765,1,5,1,0,0,0,1,0,0,0,2,0,0,1,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,1.945,0,0,-0.014,2.759,0,0,1.707,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,5,8,4,0,0,0,0,0,0,0,20,11,0,0,10,0,0,29,30,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,29.688,28.992,-6.02,Pharmaceuticals,7
5417,330.31,8.692,9,3,0,0,0,0,0,44.7,0,18.4,0,5,15,4,2,1,2,0,0,0,46.047,45.815,0,65.951,0.841,640,2.277,40529,2.347,0.757,2.668,0.735,3.574,1.674,0.336,5.113,23.8629,1.9178,3.163,1.003,0.011,3.998,7.448,5.712,3.921,1.166,1.366,1.082,1.297,1.149,1.616,3.776,10.883,11.771,0,0,77.828,0,0,7.452,3.918,0,-0.494,1.674,0,2,1,0,2,2,0,0,1,2,0,1,2,0,0,3,0,0,0,1,0,0,4,1,4,0,0,0,0,2.075,0,0,-0.738,3.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,1,5,1,2,0,0,14,8,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.04,2.688,-3.1,Pharmaceuticals,7
4864,363.54,6.492,13,1,1,0,0,0,0,42.9,1.8,3.6,0,4,5,1,1,1,0,0,0,0,0,117.79,0,0,0.996,1110,3.106,23692,0.844,0.732,3.319,0.432,3.166,2.641,0.884,2.036,12.213,1.3667,5.301,0.489,0.006,3.847,4.841,13.255,5.813,0.935,0.969,0.598,0.935,0.867,0.911,3.857,21.766,0,0,0,137.26,0,0,7.139,3.35,0.273,-0.195,0.916,0,3,1,1,1,0,0,0,0,2,0,2,3,0,0,2,0,0,5,0,0,0,4,0,2,0,0,0,0,8.378,0,0,1.557,5.74,0,0,2.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,4,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16.451,26.018,-4.84,Pharmaceuticals,7
6876,915.25,6.987,17,5,1,1,3,0,1,38.2,0.8,6.9,2.3,6,12,3,1,1,2,0,0,0,0,219.457,0,0,1.044,13778,3.419,252940,3.685,1.08,9.776,0.367,3.773,3.261,0.445,2.1,20.6951,1.345,9.007,1.474,0.001,3.957,8.19,30.695,14.561,1.114,1.003,0.981,1.007,1.016,0.904,3.941,18.4007847677,10.0758593326,12.8635842248,11.0550745649,246.382,0,0,7.196,4.875,20.011,1.634,2.454,2,5,5,3,1,1,1,2,0,0,0,0,6,2,0,1,0,0,20,2,0,2,12,0,1,0,0,0,0,5.539,0,0,-1.848,2.082,0,0,0,0,0,0,0,0,0.406,0,0,4,0,0,1,0,2,0,0,3,0,6,0,1,1,1,2,1,0,0,0,0,10,15,11,0,0,0,0,0,0,0,32,39,12,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,4,0,0,3,0,5,5,0,0,3,0,1,0,0,0,3,14.606,13.7689722047,-4.64,Pharmaceuticals,7
6181,369.33,8.394,13,1,2,0,0,0,1,45.5,4.5,0,2.3,4,7,2,0,0,0,0,0,45.754,0,0,148.847,0,1.056,705,2.305,17233,0.497,0.503,3.355,0.773,3.238,2.221,0.654,3.598,18.7096,2.0028,3.315,0.352,0.014,6.88,4.782,8.197,4.183,0.655,1.908,1.018,0.96,0.713,1.166,4.006,8.396,0,45.954,45.954,146.868,0,0,7.267,3.403,0.054,-0.867,0.68,0,4,0,0,2,0,0,0,0,0,1,1,2,0,0,1,1,0,4,0,1,0,4,0,0,0,1,0,0,6.752,0,0,2.988,6.612,0,0,2.419,0,0,0,0,0,0,0,3.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,3,0,0,0,0,0,0,0,21,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.719,23.36,-4.87,Pharmaceuticals,7
6497,275.4,7.65,14,2,1,1,0,0,1,41.7,2.8,5.6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1.132,404,2.379,2188,4.433,0.697,2.006,0.957,2.782,2.387,0.986,1.635,10.9004,3.0577,3.082,0.532,0.017,4.71,7.716,10.315,3.865,0.768,0.668,1.19,0.838,0.846,0.487,3.851,17.65,0,0,0,122.957,0,5.807,7.706,4.692,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1.202,0,0,0,0,0,0,0,0,0,-3.516,0,1,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.16,9.62,-3.82,Pharmaceuticals,7
5922,646.9,6.469,4,4,0,0,0,0,0,36,0,10,0,6,16,4,0,0,4,0,0,0,0,0,0,0,1.014,4096,3.249,338595,3.119,0.844,9.86,0.442,3.01,3.634,0.593,3.325,24.2262,1.3827,6.521,1.243,0.003,3.867,7.48,24.774,11.202,1.069,0.939,0.731,1.113,1.046,0.858,3.882,61.776,11.771,0,0,104.562,0,0,6.735,4.217,11.998,1.236,2.341,6,14,3,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,39,1,0,1,2,0,0,0,0,0,0,6.979,0,0,-0.878,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,0,2,3,0,2,1,0,1,1,0,1,0,1,1,0,0,5,10,13,0,0,0,0,2,5,6,61,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.617,15.628,-3.74,Pharmaceuticals,7
4936,524.96,5.357,6,6,0,0,0,0,0,36.7,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.249,3840,3.813,11866,1.739,4.04,3.194,0.531,2.403,4.212,1.26,1.142,21.6897,2.1976,9.662,0.401,0.003,3.666,7.431,24.244,10.876,1.285,0.841,0.909,1.252,1.663,0.926,3.736,52.951,0,0,0,177.422,0,0,6.676,3.685,11.656,0.619,0.828,1,3,0,6,4,1,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,2,0,0,1,0,0,0,0,21.818,0,0,5.302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,37,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.673,151.125,-8.59,Pharmaceuticals,7
5746,235.36,6.194,7,1,1,0,0,0,0,36.8,2.6,5.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.041,325,2.469,1140,2.027,2.202,0.793,1.006,2.884,2.364,1.264,1.322,11.2348,2.6423,3.539,0.489,0.012,3.579,7.434,9.092,3.751,1.172,0.455,0.572,1.284,1.037,0.678,3.651,35.301,6.763,0,0,95.165,0,0,6.456,3.764,10.13,-1.772,0.366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0.806,0,0,-0.36,1.205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.066,10.436,-3.65,Pharmaceuticals,7
5551,268.38,6.709,11,0,0,0,0,0,0,45,0,5,0,4,10,3,1,1,2,0,0,0,0,44.303,0,0,0.981,368,2.522,15139,1.49,0.627,3.24,0.794,3.27,2.052,0.319,4.541,20.8868,1.9495,3.014,0.401,0.017,3.952,6.313,9.277,4.355,1.002,1.183,0.668,1.04,1.109,1.659,3.803,8.825,0,0,0,77.862,0,0,7.537,3.745,0,-1.155,0,1,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,10,0,0,0,2,0,0,0,0,0,0,4.107,0,0,0,3.182,2.384,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.961,13.518,-4.33,Pharmaceuticals,7
4698,151.23,6.301,6,0,1,0,0,0,0,37.5,4.2,4.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.023,95,2.231,423,1.335,1.705,0.641,1.231,3.099,1.485,0.698,1.664,9.1506,2.6091,2.424,0.325,0.036,3.635,6.313,5.744,2.235,0.983,0.783,1.395,0.897,1.327,1.427,3.386,8.396,0,0,0,54.127,0,0,6.614,2.816,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1.988,0,0,0,1.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.654,2.021,-2.77,Pharmaceuticals,7
