MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,Wap,MAXDN,LOC,X3v,X5v,Yindex,IC1,CIC3,J_D/Dt,J_Dz(Z),SM1_Dz(e),ChiA_Dz(p),SM1_Dz(p),SpMax_B(m),SpMax_B(s),nCp,nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nRCONHR,nOHs,nROR,nArOR,nArX,Hy,MLOGP,MLOGP2,ALOGP2,Class,Label
314.38,7.668,15,3,4,0,0,0,0,39,9.8,7.3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5277,2.453,1.412,3.308,1.247,0.612,3.247,1.092,11.8629,2.2768,0.829,0.008,-1.946,3.847,7.815,2,0,0,0,0,0,0,0,0,0,0,0,-0.241,2.959,8.755,16.527,Colorants,2
417.28,9.935,17,3,6,0,0,2,2,42.9,14.3,4.8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8736,2.595,1.709,4.256,1.713,0.628,3.606,1,13.8816,2.4271,1.008,0.006,-1.889,4.09,7.815,0,0,0,0,0,0,0,0,0,0,0,2,-0.636,2.998,8.989,30.718,Colorants,2
74.04,10.577,2,2,0,0,0,0,0,28.6,0,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.093,0.971,0.101,0,3.916,2.522,0.401,4,3.6271,0.554,0.129,-1.526,3.427,7.537,0,0,0,0,0,0,0,0,0,0,0,0,0.492,-1.329,1.768,0.187,Colorants,2
960.884,11.173,38,14,6,4,0,0,8,39.5,7,16.3,6,8,2,0,0,2,0,0,0,0,0,0,0,0,659803,6.281,1.253,110.572,67.294,0.286,4.26,1.041,17.3938,1.4853,-2.492,0.002,-2.78,4.761,7.868,2,0,0,0,4,0,0,0,0,0,0,0,2.748,0.319,0.102,12.91399506,Colorants,2
368.86,9.707,13,6,2,1,0,1,2,50,5.3,5.3,3,3,0,1,0,0,0,0,74.327,0,0,0,0,0,9503,1.856,0.9,4.725,2.143,0.587,3.951,0.336,11.6084,2.0087,0.718,0.009,-1.39,4.017,7.428,0,0,0,0,6,2,0,0,0,1,0,1,-0.317,2.689,7.232,7.675,Colorants,2
755.762,10.077,38,9,9,2,0,0,4,42.7,12,9.3,6,8,2,0,0,2,0,0,0,0,0,0,0,0,379216,6.022,0.967,15.491,7.371,0.274,3.789,0.602,15.4426,1.3952,-1.743,0.002,-2.498,4.741,7.859,0,0,0,0,2,0,0,0,0,0,0,0,3.586,0.742,0.55,12.91399506,Colorants,2
680.662,9.724,36,6,8,1,0,0,3,44.3,11.4,8.6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,186732,5.483,0.971,9.641,4.171,0.261,3.433,1.28,12.971,1.3598,-1.819,0.002,-2.375,4.735,7.859,0,0,0,0,0,0,0,0,0,0,0,0,2.128,2.18,4.754,12.91399506,Colorants,2
399.29,39.929,3,3,0,0,0,0,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,5.564,1.761,4.661,1.175,2.318,3.122,0.2,9,11.9009,0.46,0.033,-1.965,17.328,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.438,41.452,12.91399506,Colorants,2
335.43,8.386,14,3,5,1,0,0,1,35,12.5,7.5,2,2,0,1,0,0,0,0,74.51,0,0,0,0,0,4977,2.503,1.452,4.035,1.403,0.679,3.778,0.438,12.0727,2.5736,0.916,0.008,-1.975,4.247,7.815,3,0,0,0,0,0,0,0,0,0,0,0,-0.155,2.205,4.861,13.493,Colorants,2
336.42,9.092,24,1,0,1,0,0,1,62.2,0,2.7,6,33,7,0,0,7,0,0,0,0,0,0,0,104.428,103843,1.532,0.372,6.362,4.317,0.645,2.357,0.818,27.3647,1.9744,0.276,0.015,-0.592,4.197,7.427,0,0,0,0,0,0,0,0,0,0,0,0,-0.909,5.315,28.245,31.785,Colorants,2
481.17,11.736,16,3,5,0,0,0,2,41.5,12.2,4.9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7263,2.471,1.571,4.777,1.844,0.639,3.564,0.701,13.3723,2.4557,0.906,0.007,-1.715,6.893,7.815,1,0,0,0,0,0,0,0,0,0,0,2,-0.646,3.822,14.608,36.971,Colorants,2
536.423,10.518,20,8,0,1,0,0,4,45.1,0,17.6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16094,5.052,1.396,23.41,23.759,0.814,4.118,0.265,16.4451,2.8591,-2.346,0.007,-2.155,4.729,7.721,2,0,0,0,2,4,0,0,0,0,0,0,-0.245,2.61,6.813,12.91399506,Colorants,2
695.633,11.404,35,7,3,3,0,0,6,42.6,4.9,16.4,5,7,2,0,0,2,0,0,0,0,0,0,0,0,114620,5.935,1.231,26.101,25.322,0.454,3.556,0.537,18.3694,2.1155,-2.266,0.004,-2.384,4.755,7.863,0,0,0,0,0,0,0,0,0,0,0,0,0.292,1.46,2.133,12.91399506,Colorants,2
1029.944,11.318,52,13,7,4,0,0,8,44,7.7,14.3,8,12,4,0,0,4,0,0,0,0,0,0,0,0,1508867,6.097,1.157,111.674,68.119,0.253,3.808,0.739,18.7717,1.3739,-2.5,0.001,-2.743,4.774,7.868,0,0,0,0,2,0,0,0,0,0,0,0,0.728,1.38,1.905,12.91399506,Colorants,2
977.08,7.402,9,9,0,0,0,0,0,33.3,0,18.2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,197131,3.189,0.758,11.214,4.361,0.263,3.231,1.985,18.8096,1.3669,1.934,0.001,-3.395,3.667,7.435,6,0,16,0,10,4,2,0,12,6,0,0,8.958,-4.741,22.48,7.409,Colorants,2
348.4,8.295,17,3,6,0,0,0,0,42.9,14.3,4.8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7325,2.563,1.596,3.675,1.423,0.629,3.492,0.625,13.2815,2.3835,0.842,0.006,-1.946,3.896,7.815,1,0,0,0,0,0,0,0,0,0,0,0,-0.684,2.538,6.443,19.914,Colorants,2
689.6,8.841,30,6,6,0,0,2,2,43.6,7.7,7.7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,76823,2.749,0.887,7.393,2.939,0.349,3.722,1.295,14.4311,1.6076,1.315,0.002,-2.435,4.006,7.446,2,0,0,0,0,0,0,2,0,0,2,2,0.148,2.165,4.686,53.258,Colorants,2
502.462,11.166,24,7,2,2,0,0,4,44.4,4.4,15.6,4,6,2,0,0,2,0,0,0,0,0,0,0,0,38768,6.056,1.178,12.787,6.144,0.564,3.641,0.389,16.9755,2.2508,-1.899,0.006,-2.075,4.746,7.86,0,0,0,0,2,0,0,0,0,0,0,0,-0.202,2.173,4.72,12.91399506,Colorants,2
288.27,8.735,13,1,0,0,0,0,0,45.5,0,18.2,3,4,1,0,0,1,0,0,0,0,0,0,0,0,7493,2.409,0.702,3.402,1.61,0.783,3.36,0.545,14.7001,2.2146,0.908,0.012,-2.104,3.922,7.426,0,0,2,0,0,0,0,0,0,0,1,0,1.921,0.678,0.459,4.122,Colorants,2
472.531,8.751,22,4,2,1,0,0,2,44.4,3.7,9.3,4,7,2,0,0,2,0,0,0,0,0,0,0,0,40083,5.096,1.27,8.372,3.89,0.605,3.698,0.681,18.9518,2.0925,-1.203,0.007,-1.929,4.731,7.721,1,0,0,0,0,0,0,0,0,0,0,0,0.862,3.146,9.895,12.91399506,Colorants,2
661.672,10.672,29,7,4,3,0,0,5,40.3,6.5,14.5,4,5,1,1,1,0,0,0,110.159,0,0,213.703,0,0,66241,6.068,1.2,11.84,5.964,0.444,4.283,0.379,15.6286,2.0243,-1.764,0.003,-2.413,4.767,7.863,2,0,0,0,0,0,0,1,0,0,1,0,-0.207,0.638,0.407,12.91399506,Colorants,2
736.782,10.093,34,10,3,3,0,0,5,43.8,4.1,12.3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,90843,5.799,1.107,16.199,7.707,0.409,3.665,0.765,14.7464,1.8038,-1.788,0.003,-2.358,4.749,7.863,1,0,0,0,4,2,0,0,0,0,0,0,0.774,2.007,4.028,12.91399506,Colorants,2
813.792,10.047,36,12,7,2,0,0,4,43.2,8.6,12.3,6,8,2,0,0,2,0,0,0,0,0,0,0,0,394137,6.08,1.189,12.082,5.532,0.277,3.9,1.022,15.6308,1.3259,-1.658,0.002,-2.678,4.745,7.863,0,0,0,0,4,0,0,0,0,0,0,0,2.044,0.538,0.29,12.91399506,Colorants,2
502.842,12.571,22,5,2,2,0,1,5,40,5,20,3,4,1,0,0,1,0,0,0,0,0,0,0,0,21621,5.936,1.253,12.233,5.831,0.599,3.789,0.25,16.5639,2.6237,-1.828,0.006,-2.194,4.746,7.859,0,0,0,0,0,0,0,0,0,0,0,1,0.449,0.881,0.777,12.91399506,Colorants,2
415.401,10.132,25,3,2,1,0,0,2,48.8,4.9,12.2,4,6,2,0,0,2,0,0,0,0,0,0,0,0,28196,5.69,0.871,5.877,2.977,0.588,3.111,0.82,17.1877,2.2456,-1.203,0.007,-1.929,4.745,7.859,0,0,0,0,0,0,0,0,0,0,0,0,-0.268,2.579,6.65,12.91399506,Colorants,2
270.34,7.724,20,1,0,0,0,0,0,57.1,0,2.9,5,22,6,0,0,6,0,0,0,0,0,0,0,100.161,38557,1.359,0.418,4.89,3.145,0.772,2.814,0.865,24.3974,2.1003,0.22,0.02,-0.788,4.145,7.426,0,0,3,0,0,0,0,0,0,0,0,0,-0.938,4.876,23.771,19.951,Colorants,2
839.862,9.881,40,10,13,2,0,0,4,40,15.3,8.2,6,7,1,0,0,1,0,0,0,0,0,0,0,0,342390,6.274,0.941,15.937,7.364,0.299,3.718,1.303,15.389,1.5124,-1.641,0.002,-2.678,4.749,7.859,0,0,0,0,2,0,0,0,0,0,0,0,6.739,-0.432,0.187,12.91399506,Colorants,2
228.42,5.191,1,1,0,0,0,0,0,31.8,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,1.673,2.953,2.745,0.975,1.25,1.706,1.607,15,3.3078,0.401,0.011,-1.224,3.366,7.431,2,0,0,0,0,0,1,0,0,0,0,0,-0.856,4.701,22.095,27.145,FlavorsandFragrances,3
104.19,7.442,1,1,0,1,0,0,1,28.6,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.543,0.918,0.952,0,3.971,2.404,0.679,5,3.7096,0.276,0.127,-0.592,3.617,7.428,2,0,0,0,0,0,0,0,0,0,0,0,0.158,0.655,0.429,0.418,FlavorsandFragrances,3
147.29,8.664,2,2,1,2,0,0,2,29.4,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0.662,2,1.509,0.387,1.574,2.409,0.633,7,3.5199,0.247,0.054,0.171,3.844,5.142,0,0,0,0,0,0,0,0,0,0,0,0,-0.591,2.539,6.446,2.853,FlavorsandFragrances,3
226.29,7.3,13,1,0,0,0,0,0,48.4,0,6.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2062,1.929,0.481,2.476,0.974,0.685,2.553,1.081,10.1166,1.9652,0.401,0.012,-1.224,3.671,7.432,0,0,0,0,0,0,0,0,0,0,0,0,-0.865,3.77,14.212,12.889,FlavorsandFragrances,3
134.2,6.71,6,0,2,0,0,0,0,40,10,0,2,3,1,1,1,0,0,0,14.972,0,0,28.157,0,0,698,0.705,0.664,2.087,0.81,1.635,2.722,0.638,13.0474,2.6307,0.244,0.052,-0.788,3.745,4.865,1,0,2,1,0,0,0,0,0,0,0,0,-0.768,0.652,0.425,1.129,FlavorsandFragrances,3
162.2,7.373,8,2,0,0,0,0,0,45.5,0,9.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,510,2.001,1.925,1.413,0.489,1.124,2.731,0.705,9.2816,2.7496,0.401,0.031,-1.224,3.617,7.433,0,0,0,0,2,0,1,0,0,0,0,0,-0.807,2.3,5.291,4.636,FlavorsandFragrances,3
114.18,8.783,5,0,0,1,0,0,1,38.5,0,7.7,1,1,0,1,0,0,0,0,15.767,0,0,0,0,0,117,0.789,0.917,1.295,0.159,2.704,3.181,0.366,7.5531,3.6778,0.276,0.107,-0.592,3.873,4.996,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.833,0.694,2.071,FlavorsandFragrances,3
200.36,5.273,1,1,0,0,0,0,0,31.6,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,1.685,2.753,2.245,0.71,1.35,1.782,1.343,13,3.3299,0.401,0.014,-1.224,3.365,7.431,2,0,0,0,0,0,1,0,0,0,0,0,-0.835,3.253,10.583,18.47,FlavorsandFragrances,3
196.32,5.774,3,3,0,0,0,0,0,35.3,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,1.806,2.753,1.637,0.493,1.35,2.536,1.125,13,3.6203,0.401,0.015,-1.224,3.398,7.431,2,0,0,0,4,0,1,0,0,0,0,0,-0.835,3.049,9.296,11.618,FlavorsandFragrances,3
150.24,6.01,6,0,0,0,0,0,0,40,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,383,1.335,1.16,1.733,0.545,1.648,2.672,1.651,9.346,3.0395,0.22,0.046,-0.788,3.695,6.313,3,1,0,0,0,0,0,0,0,0,0,0,-0.294,2.813,7.914,8.779,FlavorsandFragrances,3
172.3,5.384,1,1,0,0,0,0,0,31.3,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,1.821,2.189,1.918,0.692,1.868,1.873,1.071,11,3.7306,0.401,0.021,-1.224,3.394,7.435,3,0,0,0,0,0,1,0,0,0,0,0,-0.807,2.681,7.186,10.007,FlavorsandFragrances,3
208.33,5.952,6,0,0,0,0,0,0,37.1,0,5.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,919,1.423,2.471,2.143,0.82,0.874,2.62,0.808,10.3256,2.3726,0.401,0.012,-1.224,3.556,4.598,2,0,0,0,0,0,0,0,0,2,0,0,-0.846,2.915,8.496,8.163,FlavorsandFragrances,3
262.43,5.832,3,3,0,0,0,0,0,37.8,0,4.4,2,3,1,1,0,1,0,0,38.055,52.745,0,0,0,0,3554,1.835,1.314,4.858,2.706,1.025,2.54,1.023,15.4046,2.3193,0.401,0.014,-1.224,3.643,7.435,5,0,4,3,1,3,1,0,0,0,0,0,-0.879,3.941,15.532,17.781,FlavorsandFragrances,3
149.26,5.741,3,2,1,0,0,0,0,38.5,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0.509,2.187,1.402,0.332,1.684,2.437,1.328,10,3.662,0.129,0.036,-0.47,3.455,6.82,3,0,0,0,2,2,0,0,0,0,0,0,-0.877,2.545,6.478,11.679,FlavorsandFragrances,3
186.33,5.324,1,1,0,0,0,0,0,31.4,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,1.69,2.565,1.995,0.563,1.427,1.826,1.243,12,3.3495,0.401,0.016,-1.224,3.365,7.431,2,0,0,0,0,0,1,0,0,0,0,0,-0.822,2.972,8.834,14.757,FlavorsandFragrances,3
86.15,5.384,1,1,0,0,0,0,0,31.3,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.079,1.459,0.876,0,3.135,2.092,0.719,5,3.0175,0.22,0.11,-0.788,3.198,7.436,2,0,0,0,0,0,0,0,0,0,0,0,-0.767,1.064,1.133,1.969,FlavorsandFragrances,3
128.21,8.013,5,0,0,1,0,0,1,37.5,0,6.3,1,1,0,1,0,0,0,0,19.876,0,0,0,0,0,168,0.613,1.5,1.44,0.444,1.667,2.852,0.422,7.3192,3.2243,0.276,0.071,-0.592,3.751,4.947,0,0,0,0,0,0,0,0,0,0,0,0,-0.71,0.943,0.889,3.147,FlavorsandFragrances,3
100.18,5.273,1,1,0,0,0,0,0,31.6,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1.226,1.95,0.698,0.171,1.73,2.431,0.671,6,2.8435,0.22,0.07,-0.788,3.104,6.266,2,0,0,0,2,0,0,0,0,0,0,0,-0.088,1.442,2.08,2.069,FlavorsandFragrances,3
186.33,5.324,1,1,0,0,0,0,0,31.4,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,1.69,2.565,1.995,0.622,1.427,1.826,1.186,12,3.3237,0.401,0.016,-1.224,3.365,7.431,2,0,0,0,0,0,1,0,0,0,0,0,-0.822,2.972,8.834,14.757,FlavorsandFragrances,3
148.3,5.932,0,0,0,1,0,0,1,28,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1.161,1.891,2.533,0.721,2.272,2.11,0.7,8,3.7287,0.276,0.05,-0.592,3.684,6.266,2,0,0,0,0,0,0,0,0,0,0,0,-0.107,1.94,3.765,2.808,FlavorsandFragrances,3
138.23,5.76,3,3,0,0,0,0,0,37.5,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,1.218,2.322,1.161,0.313,1.372,2.631,0.448,9,3.2099,0.22,0.038,-0.788,3.302,7.438,1,0,0,0,4,0,0,0,0,0,0,0,-0.864,2.242,5.026,7.583,FlavorsandFragrances,3
192.23,7.393,8,2,0,0,0,0,0,42.3,0,11.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,758,2.061,2.305,1.462,0.52,0.964,2.869,0.644,9.9789,2.6331,0.554,0.014,-1.526,3.59,7.431,0,0,0,0,1,0,1,0,0,0,1,0,-0.766,2.024,4.096,5.527,FlavorsandFragrances,3
238.41,5.544,3,3,0,0,0,0,0,34.9,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,1.77,2.587,2.342,0.628,1.407,2.46,1.303,16,4.0103,0.401,0.011,-1.224,3.431,7.431,5,0,0,0,2,2,1,0,0,0,0,0,-0.865,3.84,14.749,21.978,FlavorsandFragrances,3
206.31,6.252,7,1,0,0,0,0,0,39.4,0,6.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,901,1.862,1.697,2.396,0.83,1.168,2.74,1.577,10.8997,2.8485,0.401,0.022,-1.224,3.701,7.431,3,1,0,0,0,0,1,0,0,0,0,0,-0.846,3.23,10.436,9.738,FlavorsandFragrances,3
88.12,6.294,1,1,0,0,0,0,0,28.6,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1.877,1.459,0.348,0,2.636,2.093,0.822,5,3.4032,0.401,0.063,-1.224,3.344,7.435,2,0,0,0,0,0,1,0,0,0,0,0,-0.614,0.586,0.344,0.137,FlavorsandFragrances,3
176.23,7.049,8,2,0,0,0,0,0,44,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,625,1.966,2.123,1.498,0.527,1.04,2.849,0.7,9.623,2.6823,0.401,0.024,-1.224,3.617,7.433,1,0,0,0,2,0,1,0,0,0,0,0,-0.822,2.592,6.717,6.26,FlavorsandFragrances,3
99.17,9.015,5,0,1,1,0,0,1,36.4,9.1,0,1,1,0,1,0,0,0,0,12.467,0,0,0,0,0,79,0.556,0.862,1.26,0.183,2.803,2.845,0.432,7.0256,3.7809,0.19,0.156,-0.188,4.083,4.735,1,0,0,0,0,0,0,0,0,0,0,0,-0.614,0.156,0.024,0.323,FlavorsandFragrances,3
100.18,5.273,1,1,0,0,0,0,0,31.6,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1.319,1.95,0.727,0.171,1.73,2.536,0.566,6,2.8441,0.22,0.069,-0.788,3.111,6.269,2,0,0,0,2,0,0,0,0,0,0,0,-0.088,1.442,2.08,2.476,FlavorsandFragrances,3
172.3,5.384,1,1,0,0,0,0,0,31.3,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,1.714,2.522,1.715,0.504,1.446,1.873,1.047,11,3.2931,0.401,0.018,-1.224,3.363,7.431,2,0,0,0,0,0,1,0,0,0,0,0,-0.807,2.681,7.186,11.46,FlavorsandFragrances,3
150.24,6.01,6,0,0,0,0,0,0,40,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,383,1.965,1.16,1.758,0.598,1.648,2.703,1.371,9.346,3.0414,0.22,0.046,-0.788,3.695,6.288,3,0,0,0,0,0,0,0,0,0,0,0,-0.294,2.545,6.478,5.263,FlavorsandFragrances,3
182.29,5.88,3,3,0,0,0,0,0,35.5,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,1.882,2.47,1.675,0.376,1.547,2.628,0.718,12,3.8727,0.401,0.017,-1.224,3.544,7.433,3,0,0,0,3,1,1,0,0,0,0,0,-0.822,2.768,7.661,11.316,FlavorsandFragrances,3
202.33,5.62,1,1,0,0,0,0,0,30.6,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1.941,2.522,2.147,0.757,1.421,2.177,0.917,13,3.3742,0.554,0.015,-1.526,3.355,7.435,2,0,0,0,0,0,1,0,1,0,0,0,-0.235,2.136,4.564,5.153,FlavorsandFragrances,3
226.4,5.39,1,1,0,0,0,0,0,33.3,0,4.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1178,1.654,2.625,3.335,1.556,0.778,1.692,1.661,11.0286,1.9576,0.401,0.013,-1.224,3.444,7.431,1,0,4,0,0,0,1,0,0,0,0,0,-0.856,4.309,18.564,23.303,FlavorsandFragrances,3
208.28,6.719,7,1,0,0,0,0,0,38.7,0,9.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,891,2.131,2.071,2.052,0.626,1.109,3.146,0.758,11.0761,2.7437,0.554,0.016,-1.526,3.743,7.433,2,0,0,0,0,0,0,0,0,0,0,0,-0.265,3.17,10.048,8.991,FlavorsandFragrances,3
194.25,6.937,7,1,0,0,0,0,0,39.3,0,10.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,780,1.86,2.305,1.647,0.549,0.891,2.816,0.911,9.9322,2.4851,0.554,0.013,-1.526,3.577,7.431,1,0,0,0,0,0,1,0,0,0,1,0,-0.766,2.11,4.451,5.383,FlavorsandFragrances,3
204.29,6.59,8,2,0,0,0,0,0,41.9,0,6.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,898,1.916,2.471,1.93,0.687,0.908,2.896,0.758,10.4188,2.4753,0.401,0.015,-1.224,3.667,7.432,1,0,0,0,2,0,0,0,0,0,0,0,-0.846,3.413,11.645,12.124,FlavorsandFragrances,3
102.15,6.009,1,1,0,0,0,0,0,29.4,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1.859,1.557,0.509,0.144,2.107,2.133,0.795,6,3.2969,0.401,0.047,-1.224,3.346,7.435,2,0,0,0,0,0,1,0,0,0,0,0,-0.668,0.996,0.991,0.799,FlavorsandFragrances,3
206.31,6.252,7,1,0,0,0,0,0,39.4,0,6.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,898,1.882,2.471,2.241,0.799,0.908,2.641,0.894,10.4188,2.3743,0.401,0.014,-1.224,3.666,7.432,1,0,0,0,0,0,0,0,0,0,0,0,-0.846,3.498,12.239,15.417,FlavorsandFragrances,3
124.15,7.303,6,1,0,0,0,0,0,41.2,0,11.8,1,1,0,1,0,0,0,0,22.967,0,0,0,0,0,219,1.692,1.233,1.087,0.316,1.875,2.822,0.559,7.9975,3.2201,0.401,0.055,-1.224,3.782,7.43,2,0,0,0,0,0,0,0,0,0,0,0,-0.742,0.586,0.344,1.233,FlavorsandFragrances,3
124.2,5.914,3,3,0,0,0,0,0,38.1,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1.226,2.281,0.892,0.223,1.46,2.677,0.417,8,3.2548,0.22,0.049,-0.788,3.302,7.438,1,0,0,0,4,0,0,0,0,0,0,0,-0.848,1.925,3.704,5.279,FlavorsandFragrances,3
156.25,5.787,2,2,0,0,0,0,0,33.3,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,1.874,1.859,1.303,0.259,2.055,2.436,1.075,10,4.133,0.401,0.025,-1.224,3.546,7.433,4,0,0,0,1,1,1,0,0,0,0,0,-0.79,2.27,5.152,7.613,FlavorsandFragrances,3
116.18,5.809,1,1,0,0,0,0,0,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1.771,1.906,0.756,0.186,2.049,2.071,0.775,7,3.4216,0.401,0.038,-1.224,3.359,7.431,2,0,0,0,0,0,1,0,0,0,0,0,-0.71,1.373,1.886,2.435,FlavorsandFragrances,3
132.18,6.294,1,1,0,0,0,0,0,28.6,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,2.007,1.837,0.767,0.144,2.179,2.485,0.643,8,3.6633,0.554,0.034,-1.526,3.393,7.431,2,0,0,0,0,0,1,0,1,0,0,0,-0.001,0.538,0.289,0.105,FlavorsandFragrances,3
188.25,6.491,1,1,0,0,0,0,0,31,0,13.8,1,1,0,1,0,0,0,0,38.333,0,0,0,0,0,533,2.036,1.946,1.845,0.646,1.364,2.349,0.699,9.4347,2.7322,0.686,0.018,-1.758,3.553,7.431,3,0,2,0,0,0,1,0,0,2,0,0,-0.673,0.748,0.559,0.312,FlavorsandFragrances,3
182.34,5.21,0,0,0,0,0,0,0,34.3,0,2.9,2,3,2,2,0,0,0,0,53.963,0,0,0,0,0,1032,1.664,1.099,5.338,2.489,2.034,1.98,1.315,11.1381,2.4834,0.22,0.036,-0.788,3.753,6.28,4,2,3,2,0,0,0,0,0,0,0,0,-0.352,3.075,9.455,8.06,FlavorsandFragrances,3
170.28,5.676,1,1,0,0,0,0,0,33.3,0,6.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,500,1.676,1.925,2.304,1.087,1.195,1.888,1.209,9.3254,2.3774,0.401,0.021,-1.224,3.414,7.431,1,0,6,0,0,0,1,0,0,0,0,0,-0.807,2.289,5.238,9.015,FlavorsandFragrances,3
172.3,5.384,1,1,0,0,0,0,0,31.3,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,1.829,2.189,2.066,0.758,1.869,1.986,1.071,11,3.7179,0.401,0.021,-1.224,3.365,7.435,3,0,0,0,0,0,1,0,0,0,0,0,-0.807,2.681,7.186,9.228,FlavorsandFragrances,3
130.21,5.661,1,1,0,0,0,0,0,30.4,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1.767,1.837,1.325,0.177,2.471,2.032,0.794,8,3.6851,0.401,0.042,-1.224,3.433,7.431,2,0,0,0,0,0,1,0,0,0,0,0,-0.742,1.727,2.981,4.256,FlavorsandFragrances,3
168.31,5.26,2,2,0,0,0,0,0,34.4,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0.989,2.585,1.845,0.673,1.242,2.219,0.961,11,2.9121,0.22,0.024,-0.788,3.121,7.436,1,0,0,0,2,0,0,0,0,0,0,0,-0.888,2.933,8.605,13.612,FlavorsandFragrances,3
136.26,5.241,2,2,0,0,0,0,0,38.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,314,0.566,1.185,2.335,0.977,1.597,2.437,0.904,8.9537,2.4954,0,0.05,0,3.454,4.363,2,0,3,1,1,2,0,0,0,0,0,0,-0.96,3.267,10.673,12.269,FlavorsandFragrances,3
144.29,4.81,0,0,0,0,0,0,0,30,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1.417,1.761,1.487,0.385,2.162,1.817,2.167,9,3.387,0.22,0.039,-0.788,3.205,6.269,4,0,0,0,0,0,0,0,1,0,0,0,-0.257,2.591,6.714,8.019,FlavorsandFragrances,3
236.44,5.254,0,0,0,0,0,0,0,35.6,0,2.2,3,6,3,2,0,1,0,0,52.717,37.611,42.729,0,0,0,4386,1.112,1,7.234,4.796,1.306,1.915,1.017,15.7155,2.0887,0.22,0.021,-0.788,3.742,4.515,4,2,5,4,0,0,0,0,0,1,0,0,-0.923,4.116,16.94,12.714,FlavorsandFragrances,3
