MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,Wap,MAXDN,LOC,X3v,X5v,Yindex,IC1,CIC3,J_D/Dt,J_Dz(Z),SM1_Dz(e),ChiA_Dz(p),SM1_Dz(p),SpMax_B(m),SpMax_B(s),nCp,nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nRCONHR,nOHs,nROR,nArOR,nArX,Hy,MLOGP,MLOGP2,ALOGP2,Class,Label
307.48,6.029,7,1,1,0,0,0,0,35.3,2,5.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2688,1.555,2.827,3.62,1.473,0.741,2.944,0.898,13.9835,2.3713,0.63,0.008,-1.649,3.734,6.321,2,0,0,0,0,0,0,0,0,0,1,0,0.259,3.373,11.375,25.314,Pharmaceuticals,6
218.33,6.421,7,1,2,0,0,0,0,38.2,5.9,2.9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1529,1.898,0.875,3.216,1.686,1.1,3.148,0.61,10.4996,2.2639,0.42,0.021,-1.224,3.657,7.438,0,0,4,0,0,0,0,0,0,0,0,0,1.189,1.597,2.549,1.761,Pharmaceuticals,6
153.15,8.508,7,1,1,0,0,0,0,38.9,5.6,16.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,397,2.386,1.455,1.25,0.394,1.707,3.17,0.111,9.7062,3.2403,0.63,0.038,-1.649,3.739,7.431,0,0,0,0,0,0,0,0,0,0,0,0,1.661,1.241,1.541,0.043,Pharmaceuticals,6
220.34,6.121,7,1,0,0,0,0,0,38.9,0,5.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1048,2.404,1.602,2.732,1.033,1.173,2.91,1.063,11.3237,2.8367,0.401,0.021,-1.224,3.686,7.477,3,0,0,0,0,0,0,0,0,0,0,0,-0.352,3.494,12.208,16.308,Pharmaceuticals,6
380.58,6.041,2,2,0,0,0,0,0,34.9,0,7.9,3,6,3,1,1,1,0,0,44.066,0,77.08,79.647,104.275,0,14057,2.309,1.335,9.111,5.539,1.08,2.629,0.854,20.5809,2.2915,0.803,0.009,-1.946,3.768,7.433,6,3,7,3,0,0,1,0,1,0,0,0,0.194,2.746,7.539,8.046,Pharmaceuticals,6
326.47,6.529,4,3,0,0,0,0,0,42,0,6,4,10,3,1,1,2,0,0,34.198,0,0,55.942,0,0,22767,2.265,0.961,7.888,5.245,0.783,3.038,0.645,21.4203,1.7323,0.554,0.011,-1.526,3.767,7.431,1,1,7,5,1,1,0,0,0,0,0,0,-0.424,3.123,9.756,12.182,Pharmaceuticals,6
887.24,13.242,12,6,3,0,0,0,3,34.3,4.5,14.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11096,2.291,2.438,8.036,3.281,1.03,3.381,1.4,24.2069,3.6582,1.364,0.003,-2.548,10.702,7.443,4,0,0,0,0,0,4,0,0,0,0,3,0.926,2.401,5.767,0.733,Pharmaceuticals,6
523.69,6.983,16,4,3,0,0,0,0,38.7,4,8,3,3,0,1,0,0,0,0,134.254,0,0,0,0,0,15645,2.406,1.045,6.102,2.742,0.576,3.357,1.204,14.2628,1.9053,1.062,0.003,-2.303,3.758,7.446,4,0,1,0,0,0,2,0,0,0,0,0,-0.374,2.528,6.39,17.803,Pharmaceuticals,6
380.48,7.765,25,2,4,0,0,0,0,49,8.2,2,4,5,1,0,0,1,0,0,0,0,0,0,0,0,26211,1.561,0.506,4.706,1.982,0.431,2.886,0.837,13.3148,1.7601,0.587,0.006,-1.526,3.941,6.313,2,0,0,0,0,0,0,0,0,0,0,0,-0.405,4.572,20.9,66.948,Pharmaceuticals,6
244.3,8.725,3,3,2,1,0,0,1,32.1,7.1,14.3,2,2,0,2,0,0,0,0,88.487,0,0,0,0,0,1691,2.65,1,3.756,1.522,1.063,3.308,0.286,10.4487,2.2958,0.847,0.016,-1.888,3.809,7.477,0,0,4,0,0,0,0,1,0,0,0,0,0.634,-0.61,0.372,0.563,Pharmaceuticals,6
189.66,7.903,5,0,1,0,0,1,1,33.3,4.2,8.3,1,1,0,1,0,0,0,0,34.395,0,0,0,0,0,500,1.186,1.66,1.495,0.526,1.249,2.867,0.98,9.14,2.9083,0.61,0.023,-1.337,3.761,5.103,1,0,0,0,0,0,0,0,0,0,0,0,-0.646,0.23,0.053,3.16,Pharmaceuticals,6
518.96,9.105,26,2,4,0,1,1,1,47.4,7,7,5,8,2,0,0,0,0,0,0,86.382,0,0,283.028,0,87276,2.762,0.86,6.119,3.125,0.466,4.048,0.412,18.2223,1.716,1.119,0.004,-2.317,4.007,8.201,0,0,0,0,0,0,0,0,0,0,2,2,0.189,3.147,9.903,35.153,Pharmaceuticals,6
791.15,14.128,9,3,3,0,0,0,3,32.1,5.4,14.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6366,2.494,2.218,7.285,3.183,1.27,3.712,0.706,21.4384,3.9702,1.229,0.005,-2.341,10.702,7.432,2,0,0,0,0,0,0,1,2,1,0,3,3.353,0.213,0.046,0.711,Pharmaceuticals,6
416.42,8.328,11,5,2,0,0,0,0,40,4,16,4,10,3,0,0,3,0,0,0,0,0,0,0,0,39291,4.06,0.858,6.554,3.768,0.808,4.311,0.255,24.6226,2.0758,1.178,0.008,-2.468,3.991,7.451,1,0,2,4,2,2,0,0,0,0,0,0,6.065,-1.317,1.735,4.319,Pharmaceuticals,6
420.52,8.947,12,6,4,2,0,0,2,29.8,8.5,14.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4073,5.155,2.337,4.827,1.968,1.094,4.09,0.458,17.6018,3.9641,1.23,0.007,-2.399,4.692,7.815,1,0,0,0,0,0,0,0,0,0,0,0,1.165,1.68,2.821,4.721,Pharmaceuticals,6
184.31,5.585,0,0,0,0,0,0,0,33.3,0,6.1,2,3,2,2,0,0,0,0,53.648,0,0,0,0,0,1104,1.847,0.799,5.237,2.435,2.073,2.285,1.372,11.584,2.5386,0.401,0.034,-1.224,3.783,6.287,4,2,3,2,0,0,0,0,1,0,0,0,0.455,1.913,3.66,1.022,Pharmaceuticals,6
215.35,6.947,0,0,1,1,0,0,1,32.3,3.2,6.5,3,4,3,1,0,0,0,0,28.343,0,0,0,0,0,2483,1.482,0.673,5.254,3.75,1.261,2.495,0.928,11.41,2.1571,0.532,0.022,-1.283,3.849,7.233,1,0,2,2,0,0,0,0,0,1,0,0,-0.696,-2.086,4.352,12.91399506,Pharmaceuticals,6
289.43,7.421,14,2,1,1,0,0,1,41,2.6,5.1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2755,4.363,0.68,4.678,2.183,0.775,2.988,0.93,10.9731,2.6278,0.532,0.014,-1.283,4.707,7.716,2,0,0,0,0,0,0,0,0,0,0,0,-0.32,3.106,9.647,13.72,Pharmaceuticals,6
429.47,7.953,11,5,3,0,0,0,0,38.9,5.6,13,4,10,3,0,0,3,0,0,0,0,0,0,0,0,43417,3.888,0.945,6.626,3.983,0.76,4.206,0.509,24.1181,2.0282,1.144,0.008,-2.416,3.974,7.451,0,0,3,3,2,2,0,0,0,0,0,0,5.053,-0.826,0.682,1.056,Pharmaceuticals,6
328.35,8.209,14,3,2,0,0,0,0,42.5,5,12.5,3,6,2,0,0,2,0,0,0,0,0,0,0,0,11456,3.058,1.534,3.991,2.192,0.849,4.022,0.25,18.0941,2.3854,0.92,0.01,-2.104,3.976,7.485,0,0,4,0,2,0,0,0,1,0,0,0,1.819,0.643,0.413,2.831,Pharmaceuticals,6
184.27,10.237,3,3,2,2,0,0,2,16.7,11.1,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,4.81,1.761,2.297,0.878,1.952,3.503,0.444,9,6.3196,0.769,0.05,-1.612,4.694,7.766,0,0,0,0,0,0,0,0,0,0,0,0,3.126,-1.284,1.65,0.327,Pharmaceuticals,6
311.41,7.077,8,2,1,0,0,0,0,43.2,2.3,6.8,5,24,7,1,3,3,0,0,20.561,0,37.931,124.044,156.526,60.21,45235,1.394,0.886,6.157,4.26,0.865,3.363,0.597,23.9101,1.9594,0.63,0.012,-1.649,3.981,4.89,0,1,4,0,3,1,0,0,0,1,2,0,-0.815,2.315,5.36,3.7,Pharmaceuticals,6
191.17,10.062,9,3,5,0,0,0,0,36.8,26.3,10.5,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1694,2.177,1.02,1.576,0.633,1.201,3.577,0.105,14.4861,2.8909,0.781,0.025,-1.856,3.885,7.438,0,0,0,0,0,0,0,0,0,0,0,0,1.592,-0.663,0.439,0.311,Pharmaceuticals,6
288.47,5.887,2,2,0,0,0,0,0,38.8,0,4.1,4,10,3,1,1,2,0,0,28.728,0,0,46.808,0,0,16523,1.255,0.665,8.191,5.503,0.828,2.168,0.96,21.3509,1.659,0.401,0.014,-1.224,3.701,7.426,2,2,9,4,0,0,0,0,0,0,0,0,-0.891,3.696,13.659,9.749,Pharmaceuticals,6
308.35,7.906,15,3,0,0,0,0,0,48.7,0,10.3,3,4,1,0,0,1,0,0,0,0,0,0,0,0,7191,2.281,1.029,3.862,1.968,0.849,3.373,0.625,14.5513,2.1981,0.686,0.013,-1.758,3.888,7.434,1,0,0,0,1,1,1,0,0,0,0,0,-0.369,3.204,10.264,7.087,Pharmaceuticals,6
297.38,7.253,8,2,1,0,0,0,0,43.9,2.4,7.3,5,24,7,1,3,3,0,0,18.998,0,35.515,116.241,147.144,56.398,40592,1.396,0.832,5.703,3.927,0.885,3.502,0.525,23.8272,1.9666,0.63,0.013,-1.649,3.977,4.89,0,1,4,0,3,1,0,0,0,1,2,0,-0.354,2.083,4.338,1.926,Pharmaceuticals,6
385.54,6.885,22,1,1,0,0,0,0,46.4,1.8,3.6,4,6,2,1,1,1,0,0,57.227,0,0,109.307,0,0,26322,1.591,1.33,5.792,2.992,0.623,3.175,0.71,16.7495,1.9423,0.489,0.008,-1.386,4.07,7.427,2,0,0,0,0,0,0,0,0,0,1,0,-0.888,4.901,24.018,42.981,Pharmaceuticals,6
192.24,7.394,7,1,2,0,0,0,0,38.5,7.7,7.7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1419,1.666,0.673,2.191,0.943,1.072,3.335,0.769,10.7886,2.4165,0.57,0.022,-1.526,3.707,7.426,0,0,0,0,0,0,0,0,0,1,0,0,0.547,0.48,0.231,0.032,Pharmaceuticals,6
310.29,8.619,10,4,2,0,0,0,0,36.1,5.6,19.4,2,2,0,1,0,0,0,0,70.59,0,0,0,0,0,4240,2.871,1.028,3.308,1.27,0.711,3.892,0.444,11.9969,2.2186,1.099,0.007,-2.361,3.833,7.815,0,0,3,0,0,0,0,0,1,0,0,0,0.483,0.481,0.231,0.592,Pharmaceuticals,6
234.32,6.695,7,1,0,0,0,0,0,40,0,8.6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1642,2.971,0.922,3.736,1.944,1.212,2.99,1.093,10.7909,2.3943,0.554,0.02,-1.526,3.748,7.479,0,0,5,1,0,0,0,0,0,0,0,0,0.353,2.266,5.136,8.813,Pharmaceuticals,6
202.09,9.623,6,0,1,0,0,2,2,42.9,4.8,0,2,2,0,0,0,0,0,25.036,0,0,0,0,0,0,813,1.025,0.73,3.014,1.062,1.297,3.196,0.19,9.2379,2.6036,0.443,0.041,-0.194,4.07,4.989,0,0,2,0,0,0,0,0,0,0,0,2,-0.164,2.981,8.885,6.792,Pharmaceuticals,6
176.15,8.808,0,0,0,0,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,6.637,1.686,1.259,0.322,2.821,2.077,0.875,10,4.4047,0.941,0.025,-2.461,3.678,8.531,2,0,0,0,0,0,0,0,0,0,0,0,-0.526,3.451,11.912,10.282,Pharmaceuticals,6
302.45,6.301,3,3,0,0,0,0,0,39.6,0,6.3,4,10,3,1,1,2,0,0,30.538,0,0,49.881,0,0,18170,1.825,0.688,7.686,4.984,0.846,2.785,0.656,21.7645,1.7593,0.554,0.013,-1.526,3.761,7.427,2,2,8,3,1,1,0,0,1,0,0,0,-0.399,2.763,7.636,4.804,Pharmaceuticals,6
218.22,8.393,12,1,0,0,0,0,0,46.2,0,15.4,2,3,1,0,0,1,0,0,0,0,0,0,0,0,2389,2.675,1.453,2.158,1.023,0.877,3.123,0.462,13.5337,2.5084,0.686,0.017,-1.758,3.89,7.477,0,0,0,0,0,0,0,0,0,0,1,0,0.451,1.683,2.831,4.512,Pharmaceuticals,6
362.92,7.407,19,1,0,0,0,1,1,49,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6280,1.009,1.112,4.483,2.295,0.706,2.76,1.302,11.6371,2.1833,0.376,0.01,-0.697,3.84,4.735,2,0,0,0,0,2,0,0,0,0,1,0,-0.913,5.877,34.539,46.857,Pharmaceuticals,6
392.55,6.887,15,3,4,0,0,0,0,40.4,7,3.5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,14511,1.82,0.841,4.989,2.325,0.425,3.476,0.996,12.088,1.5515,0.715,0.004,-1.758,3.758,7.427,0,0,0,0,1,0,0,0,0,0,0,0,0.194,2.542,6.463,12.39,Pharmaceuticals,6
444.82,5.295,7,1,0,0,0,0,0,35.7,0,2.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7276,1.257,3.118,7.339,2.938,0.705,2.381,1.759,19.6582,2.4178,0.401,0.005,-1.224,3.895,6.312,8,0,0,0,1,1,0,0,0,0,1,0,-0.527,6.732,45.315,123.015,Pharmaceuticals,6
224.28,7.734,16,0,2,0,0,0,0,48.3,6.9,3.4,3,4,1,1,1,0,0,0,30.999,0,0,58.87,0,0,4253,1.573,0.481,2.814,1.311,0.809,2.821,0.676,12.9743,2.2136,0.42,0.018,-1.224,3.999,6.325,0,0,0,0,0,0,0,0,0,0,0,0,-0.314,3.49,12.18,12.496,Pharmaceuticals,6
224.28,7.734,13,1,2,0,0,0,0,48.3,6.9,3.4,3,6,2,0,0,0,0,0,0,29.045,0,0,96.251,0,5671,1.946,0.604,3.053,1.559,1.09,2.97,0.483,20.4737,2.3987,0.42,0.023,-1.224,3.86,7.427,0,0,1,0,0,0,0,1,0,0,0,0,1.136,1.88,3.534,2.258,Pharmaceuticals,6
310.86,7.065,7,1,2,0,0,1,1,36.4,4.5,4.5,2,3,1,0,0,1,0,0,0,0,0,0,0,0,4574,1.969,1.938,3.969,1.953,0.838,3.034,0.989,15.1285,2.2507,0.682,0.011,-1.483,3.92,7.431,2,0,1,0,0,0,0,0,0,0,0,0,-0.75,3.287,10.805,17.648,Pharmaceuticals,6
493.54,8.091,21,3,1,0,2,0,0,45.9,1.6,8.2,4,4,0,0,0,0,0,99.804,0,0,0,0,0,0,25475,2.144,1.066,6.092,3.206,0.51,3.457,0.91,12.401,1.6783,1.097,0.004,-2.475,3.842,8.203,2,0,1,1,0,0,2,0,0,0,0,2,-0.772,5.664,32.077,25.219,Pharmaceuticals,6
118.96,16.994,1,0,0,0,0,0,1,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.84,1,0.401,0,3.132,2.522,0.687,3,3.2508,0.136,0.31,0.353,6.866,5.328,1,0,0,0,0,0,0,0,0,0,0,0,-0.646,1.881,3.539,4.767,Pharmaceuticals,6
419.56,7.628,10,4,1,1,1,0,1,40,1.8,7.3,3,3,0,0,0,0,61.828,0,0,0,0,0,0,0,7811,2.13,1.505,6.056,3.365,0.721,3.575,0.537,12.3403,2.1292,0.919,0.007,-2.098,3.889,8.201,2,0,4,1,1,1,1,0,0,0,0,1,-0.751,2.686,7.217,12.186,Pharmaceuticals,6
416.42,7.711,13,1,2,0,0,0,1,40.7,3.7,1.9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5066,1.94,0.902,6.289,3.452,0.845,2.965,1.477,11.6569,2.1291,0.512,0.009,-1.091,6.872,7.427,0,1,3,0,0,0,0,0,0,0,0,0,-0.408,0.137,0.019,12.91399506,Pharmaceuticals,6
341.79,9.238,19,2,3,0,1,1,1,48.6,8.1,2.7,4,7,2,1,0,1,0,0,39.061,48.008,0,0,77.676,0,18626,2.01,0.622,4.414,2.291,0.779,3.662,0.237,18.468,2.1853,0.781,0.012,-1.783,4.075,8.201,1,0,0,0,0,0,0,0,0,0,0,2,-0.74,1.952,3.811,12.221,Pharmaceuticals,6
469.46,8.858,18,6,7,0,0,0,0,37.7,13.2,13.2,3,4,1,0,0,1,0,0,0,0,0,0,0,0,24480,3.022,1.698,4.664,1.934,0.489,4.393,0.34,14.4526,1.8295,1.306,0.004,-2.61,3.881,7.48,0,0,0,0,0,0,0,0,0,0,0,0,3.262,0.43,0.184,0.003,Pharmaceuticals,6
314.49,7.147,12,0,2,1,0,0,1,40.9,4.5,2.3,3,6,2,0,0,2,0,0,0,0,0,0,0,0,10112,0.753,1.517,4.95,2.929,0.792,3.052,0.779,17.83,2.2635,0.466,0.011,-1.101,4.072,4.753,0,0,0,0,0,0,0,0,0,0,1,0,-0.807,2.932,8.597,16.476,Pharmaceuticals,6
263.19,8.225,6,0,2,0,0,2,2,34.4,6.3,3.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1047,1.974,1.781,2.831,1.104,1.229,3.501,0.922,11.9006,3.0355,0.664,0.019,-1.103,4.051,6.272,2,0,0,0,0,0,0,0,1,0,0,2,2.198,2.477,6.136,4.689,Pharmaceuticals,6
211.71,7.561,7,1,1,0,0,1,1,39.3,3.6,3.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,707,1.592,1.876,2.267,0.785,1.276,3.217,0.697,10.3398,2.8897,0.466,0.025,-0.958,3.721,7.426,2,0,0,0,0,0,0,0,0,0,0,0,-0.235,2.415,5.83,6.523,Pharmaceuticals,6
421.32,10.276,21,3,2,1,0,2,3,46.3,4.9,7.3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11431,4.322,0.834,5.531,2.551,0.585,3.54,0.214,12.5908,2.1127,0.919,0.008,-1.614,4.718,7.717,0,0,0,0,0,0,0,0,0,0,0,2,-0.272,3.199,10.233,18.197,Pharmaceuticals,6
353.4,7.853,13,1,1,0,0,0,0,44.4,2.2,11.1,5,15,4,2,2,1,0,0,69.781,0,0,113.409,0,0,53145,1.581,0.465,5.18,2.711,0.592,3.328,0.656,24.8431,1.6788,0.863,0.009,-2.028,3.881,7.426,0,0,2,0,0,0,0,0,0,0,4,0,-0.76,2.169,4.703,8.723,Pharmaceuticals,6
853.99,7.557,25,7,1,0,0,0,0,41.6,0.9,12.4,7,13,4,0,0,1,0,107.146,0,0,376.854,0,0,278.262,319169,3.641,0.911,13.48,7.646,0.438,3.8,1.063,21.1883,1.5022,1.524,0.002,-2.912,3.909,7.443,6,2,7,3,0,2,3,0,2,1,0,0,1.193,2.322,5.393,9.789,Pharmaceuticals,6
416.76,5.343,6,0,0,0,0,0,0,35.9,0,2.6,2,3,1,0,0,1,0,0,0,0,0,0,0,0,11365,1.314,2.635,7.349,3.469,0.541,2.28,1.744,16.1511,1.7516,0.401,0.005,-1.224,3.866,6.312,7,0,2,1,0,0,0,0,0,0,1,0,-0.514,6.042,36.503,98.591,Pharmaceuticals,6
414.54,6.909,5,5,0,0,0,0,0,40,0,10,5,17,4,1,1,3,22.2,0,43.84,50.415,0,72.158,84.052,0,63636,2.791,1.326,9.229,6.08,0.629,3.44,0.484,20.622,1.5648,0.908,0.007,-2.104,3.919,7.438,4,2,5,5,3,1,1,0,0,1,0,0,-0.382,2.127,4.523,3.413,Pharmaceuticals,6
113.08,10.28,7,2,1,0,0,0,0,36.4,9.1,27.3,1,1,0,1,0,0,0,0,19.667,0,0,0,0,0,159,2.583,1.25,0.686,0.095,2.073,2.664,0.182,7.4138,3.6471,0.63,0.055,-1.649,3.859,7.815,0,0,0,0,0,0,0,0,0,0,0,0,-0.473,0.403,0.162,0.908,Pharmaceuticals,6
198.24,7.08,6,0,0,0,0,0,0,35.7,0,14.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,754,1.559,1.305,1.907,0.792,1.632,2.796,1.546,11.81,3.6416,0.686,0.022,-1.758,3.797,6.269,1,0,0,0,0,0,0,0,0,0,3,0,-0.166,0.825,0.68,1.384,Pharmaceuticals,6
481.6,7.895,16,4,3,1,1,0,1,36.1,4.9,9.8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10519,4.568,2.005,5.974,2.215,0.83,3.98,0.672,16.863,2.8358,1.187,0.006,-2.464,4.71,8.201,2,0,0,0,2,0,0,0,2,0,0,1,0.922,2.007,4.027,9.131,Pharmaceuticals,6
253.25,8.733,8,2,5,0,0,0,0,31,17.2,13.8,2,3,1,0,0,1,0,0,0,0,0,0,0,0,3048,2.774,1.44,2.317,0.848,0.986,4.021,0.138,14.5191,2.5653,0.984,0.014,-2.175,3.883,7.431,1,0,0,0,0,0,0,0,2,0,0,0,4.167,-1.279,1.636,2.163,Pharmaceuticals,6
607.8,8.442,28,5,3,2,0,0,2,47.2,4.2,5.6,6,7,1,1,0,0,0,89.731,124.351,0,184.52,0,0,0,69447,2.258,0.445,9.562,4.89,0.396,3.664,1.181,13.1957,1.4381,0.933,0.003,-1.919,4.163,7.437,1,0,1,0,3,1,1,1,0,0,0,0,-0.415,4.092,16.745,27.286,Pharmaceuticals,6
242.39,6.06,6,0,0,0,0,0,0,42.5,0,2.5,4,8,6,0,0,0,0,0,0,0,146.945,0,0,0,8152,0.79,0.695,5.717,4.54,0.909,2.539,1.42,13.0007,1.8254,0.22,0.019,-0.788,3.758,4.717,0,1,6,3,0,0,0,0,0,0,1,0,-0.927,4.278,18.3,17.835,Pharmaceuticals,6
322.39,7.676,15,3,2,0,0,0,0,45.2,4.8,7.1,3,3,0,1,0,0,0,0,67.178,0,0,0,0,0,6876,2.158,1.195,4,1.958,0.827,2.983,1.387,12.486,2.1813,0.701,0.009,-1.758,3.85,7.444,1,0,0,1,0,0,0,0,0,0,0,0,-0.782,2.836,8.043,4.755,Pharmaceuticals,6
476.921,10.839,19,3,2,2,0,1,4,40.9,4.5,13.6,4,5,1,3,1,0,0,0,249.149,0,0,128.675,0,0,25065,5.124,0.653,8.155,4.1,0.519,4.278,0.352,13.4136,1.9617,-1.031,0.007,-2.014,4.735,7.718,2,0,0,0,0,0,0,0,0,0,1,1,-0.594,2.643,6.984,12.91399506,Pharmaceuticals,6
199.29,8.665,12,0,1,1,0,0,1,52.2,4.3,0,3,6,2,0,0,2,0,0,0,0,0,0,0,0,3516,0.462,0,3.415,1.985,1.009,2.263,1.043,17.8615,2.7435,0.19,0.035,-0.188,4.046,4.662,0,0,0,0,0,0,0,0,0,0,0,0,-0.305,2.859,8.174,13.458,Pharmaceuticals,6
158.17,8.787,12,1,2,0,0,0,0,50,11.1,5.6,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1166,1.306,0.896,1.588,0.684,1.222,2.642,0.444,13.748,2.9274,0.42,0.039,-1.224,3.897,7.438,0,0,0,0,0,0,0,0,0,0,0,0,-0.727,0.535,0.286,2.197,Pharmaceuticals,6
596.06,8.279,16,4,3,0,1,1,1,37.5,4.2,12.5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,34653,4.007,1.571,6.517,2.984,0.488,4.156,0.594,15.4016,1.8226,1.424,0.003,-2.744,3.978,8.201,1,0,1,0,0,0,0,1,0,1,1,2,2.232,0.925,0.856,2.671,Pharmaceuticals,6
281.23,9.698,9,3,1,0,2,0,0,44.8,3.4,13.8,3,4,1,0,0,1,26.333,0,0,0,0,0,0,0,4832,3.116,0.953,3.066,1.513,1.013,3.975,0.345,14.5867,2.4498,1.011,0.014,-2.369,3.978,8.239,0,0,3,0,0,1,0,0,0,0,0,2,0.459,1.574,2.478,3.114,Pharmaceuticals,6
351.25,9.493,15,3,7,0,0,2,2,37.8,18.9,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5363,1.654,1.335,3.301,1.248,0.568,3.48,0.649,11.7665,2.2063,0.869,0.007,-1.572,4.262,5.748,0,0,0,0,0,0,0,0,0,0,0,0,3.709,3.144,9.883,12.91399506,Pharmaceuticals,6
308.84,7.353,8,2,2,0,0,1,1,38.1,4.8,4.8,2,3,1,1,1,0,0,0,44.568,0,0,85.865,0,0,4377,2.321,1.976,4.053,1.92,0.867,3.123,0.988,14.544,2.2886,0.682,0.011,-1.483,4.021,7.498,2,0,0,0,0,0,0,0,0,0,0,0,-0.75,2.643,6.987,11.557,Pharmaceuticals,6
272.22,9.722,11,5,4,0,1,0,0,32.1,14.3,17.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1629,3.08,1.617,2.257,0.806,1.38,3.682,0.527,14.0179,3.7457,1.13,0.013,-2.446,3.977,8.201,1,0,0,0,0,0,0,0,0,0,0,1,1.407,1.648,2.717,1.162,Pharmaceuticals,6
342.4,9.011,17,4,2,1,0,0,1,44.7,5.3,10.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5210,4.579,1.768,4.21,1.846,0.652,3.338,0.421,12.7012,2.6095,0.847,0.009,-1.888,4.709,7.716,0,0,0,0,2,0,0,0,0,0,0,0,1.039,2.246,5.043,6.219,Pharmaceuticals,6
483.6,6.909,0,0,5,0,0,0,0,25.7,7.1,14.3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,20545,2.811,0.926,6.562,2.996,0.653,3.063,0.88,15.6459,2.0073,1.424,0.004,-2.773,3.604,6.325,2,0,14,0,0,0,0,0,5,4,0,0,13.141,-5.21,27.147,55.248,Pharmaceuticals,6
324.6,16.23,10,4,1,2,0,3,5,30,5,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,986,5.088,1.125,4.754,2.285,1.683,3.322,0.6,12.6104,5.7052,1.063,0.033,-1.617,4.943,7.734,0,0,0,0,0,0,0,0,0,0,0,1,0.818,1.287,1.657,2.454,Pharmaceuticals,6
279.38,6.814,9,3,3,0,0,0,0,34.1,7.3,7.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1898,2.436,2.021,3.368,1.07,1.188,3.137,1.147,14.3877,3.2501,0.767,0.011,-1.856,3.914,7.815,4,0,0,0,0,0,0,1,0,0,0,0,-0.222,2.519,6.344,7.476,Pharmaceuticals,6
300.76,8.846,14,2,2,0,0,1,1,47.1,5.9,5.9,3,4,1,0,0,0,0,0,0,51.243,0,0,82.589,0,7110,2.753,0.665,3.66,1.775,0.95,3.382,0.456,16.7562,2.4131,0.682,0.015,-1.483,3.966,7.428,0,0,0,0,0,0,0,0,0,0,0,1,-0.291,3.359,11.285,9.273,Pharmaceuticals,6
205.101,9.767,2,2,1,0,0,0,2,19,4.8,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,4.238,2.117,4.399,1.104,1.857,3.559,0.286,11,4.9348,-1.29,0.026,-1.818,4.422,7.441,0,0,0,0,0,0,0,0,0,0,0,0,0.994,-1.101,1.211,12.91399506,Pharmaceuticals,6
201.67,8.067,6,0,1,0,0,1,1,36,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,651,1.594,1.758,1.936,0.729,1.247,3.397,0.35,10.4268,2.9431,0.61,0.026,-1.337,3.822,6.314,0,0,0,0,0,0,0,0,0,0,0,0,0.605,1.365,1.862,3.198,Pharmaceuticals,6
162.21,7.373,7,1,2,0,0,0,0,40.9,9.1,4.5,2,2,0,1,0,0,0,0,28.853,0,0,0,0,0,917,1.371,0.597,1.857,0.709,1.145,3.097,0.671,9.6406,2.3501,0.42,0.032,-1.224,3.668,5.024,0,0,1,0,0,0,0,0,0,1,0,0,0.59,1.261,1.59,2.164,Pharmaceuticals,6
