No.,MW,AMW,nBM,H%,C%,N%,O%,X%,nCsp3,nCIR,TRS,Rbrid,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr10,D/Dtr11,D/Dtr12,Wap,S3K,SRW09,X2v,X5v,EE_Dt,J_D/Dt,EE_Dz(v),ChiA_Dz(p),ATSC1m,ATSC1s,P_VSA_LogP_1,P_VSA_LogP_2,P_VSA_LogP_3,P_VSA_LogP_4,P_VSA_LogP_5,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_7,P_VSA_MR_8,P_VSA_m_4,P_VSA_m_5,P_VSA_v_3,P_VSA_e_3,P_VSA_e_6,P_VSA_s_3,SpMax_EA(ed),SM13_EA(bo),SM07_EA(dm),H-052,SssCH2,SsssCH,SaaN,SsOH,SssO,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_AL,CATS2D_01_LL,CATS2D_09_LL,T(N..S),T(N..P),T(N..F),T(N..Cl),T(N..Br),T(N..I),T(O..P),T(O..Cl),T(O..Br),T(S..F),T(F..Cl),T(Cl..Cl),F03[C-N],MLOGP2,ALOGP2,Class,Label
38,665.77,7.653,3,49.4,25.3,5.7,18.4,0,21,3,18,0,0,0,0,0,0,0,0,0,0,39131,8.654,0,12.028,3.833,469.765,18.0744,392.087,0.002,24.536,114.838,17.222,128.041,316.969,118.162,0,48.519,0,3.043,0,3.043,0,37.027,134.713,0,16.043,13.572,19.415,4.715,3,-1.361,-20.747,0,72.064,31.572,1,4,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,10,26.207,46.587,Antibacterial,0
39,383.52,7.52,4,49,33.3,5.9,9.8,0,12,4,14,1,0,53.754,137.241,93.926,0,0,0,0,0,11693,3.208,7.774,8.783,4.186,215.709,13.2094,132.135,0.009,11.798,20.774,34.443,10.889,60.694,132.745,0,0,0,4.307,32.22,32.22,0,85.93,24.259,0,51.486,13.603,18.262,5.298,3,1.222,-2.008,0,19.527,0,3,4,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0.526,1.802,Antibacterial,0
40,476.551,11.083,14,30.2,32.6,18.6,9.3,0,6,5,20,1,0,60.934,182.043,0,124.235,0,0,0,0,22155,4.952,7.096,10.199,4.902,301.858,12.5275,187.017,0.006,2.797,19.925,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,15.96364885,3.129470516,104.3282589,26.42963314,3.005480922,28.89713982,12.789,18.398,5.376,0,0.952,-1.07,18.625,0,5.055,6,4,4,0,0,180,0,0,0,0,0,0,0,0,0,0,0,7,1.141,12.98464698,Antibacterial,0
41,214.28,8.928,9,41.7,29.2,16.7,8.3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,679,2.883,0,4.271,1.019,64.646,10.4166,40.173,0.03,6.758,31.427,0,32.897,93.015,44.313,35.979,1.899,0,5.807,0,5.807,0,49.919,113.871,0,6.207,12.489,20.14,0.94,0,0,0,0,0,0,0,4,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0.034,0.046,Antibacterial,0
42,679.76,7.904,4,47.7,24.4,8.1,18.6,0,19,3,17,0,0,0,140.222,0,0,0,0,0,0,40662,8.177,7.209,11.57,3.869,478.854,19.3963,369.774,0.002,23.607,128.978,17.222,131.589,359.652,88.313,33.571,52.317,0,3.043,0,3.043,0,24.782,183.171,0,3.798,15.233,19.465,1.941,3,-1.955,-23.283,0,83.031,32.277,1,1,3,0,0,76,0,0,0,0,0,0,0,0,0,0,0,9,22.49,39.251,Antibacterial,0
43,751.12,6.107,3,56.9,34.1,0,8.9,0,38,5,29,0,0,0,149.789,0,0,0,0,0,0,184631,8.001,7.066,17.915,7.351,699.749,15.765,528.944,0.002,31.549,32.463,88.252,25.345,147.003,154.016,0,0,0,18.952,0,0,0,138.593,0,0,31.389,14.991,18.044,6.479,18,5.984,-6.202,0,43.962,33.479,19,22,15,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,7.594,32.942,Antibacterial,0
44,1326.57,7.991,26,45.2,30.7,10.2,12.7,0,31,6,33,0,0,0,1040.698,0,0,0,0,0,0,278259,17.433,7.6,23.764,7.368,198.409634,18.8257,117.4183376,0.001,35.198,149.144,44.126,246.709,400.743,414.429,53.645,40.398,0,67.142,63.497,63.497,0,204.771,388.15,0,134.611,15.282,19.348,8.685,6,-2.493,-32.061,16.728,88.81,23.93,9,9,10,2,5,560,0,0,0,0,0,0,0,0,0,0,0,29,85.188,94.401,Antibacterial,0
45,1422.93,7.01,26,50.7,32.5,8.4,7.9,0,42,4,41,0,0,0,654.906,0,0,0,0,0,0,253878,29.386,7.14,26.997,7.667,198.409634,36.105,117.4183376,0.001,46.861,70.605,70.602,339.939,47.381,545.739,45.804,2.757,0,16.786,32.22,32.22,0,276.337,347.166,0,140.688,9.878,17.963,8.843,17,-2.182,-18.213,3.972,19.76,0,4,13,21,23,30,291,0,0,0,0,0,0,0,0,0,0,0,31,16.086,0.002,Antibacterial,0
46,159.2,7.581,11,42.9,47.6,4.8,4.8,0,1,3,12,1,0,0,0,0,0,0,40.388,0,0,1166,1.324,0,2.689,0.831,85.984,13.748,25.592,0.042,4.011,6.414,0,0,90.065,28.557,16.95,0,0,16.786,0,0,0,64.331,16.786,0,7.903,9.22,19.063,0,0,0.076,0,4.179,8.869,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.215,1.993,Antibacterial,0
47,322.351,9.768,19,33.3,42.4,12.1,6.1,0,0,4,18,1,0,0,0,0,0,0,97.842,0,0,6898,3.146,0,8.27,2.66,192.344,13.0061,84.719,0.012,5.907,16.958,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,15.96364885,3.129470516,104.3282589,26.42963314,3.005480922,28.89713982,13.68,20.577,0,0,0,0,8.636,0,0,2,10,7,5,6,12,0,0,0,0,0,0,0,0,0,0,0,9,2.049,12.98464698,Antibacterial,0
48,1299.77,6.914,19,52.1,29.8,8.5,9,0,39,2,29,0,0,0,0,0,0,0,0,0,0,146559,30.883,0,23.595,6.116,198.409634,52.245,117.4183376,0.001,48.624,94.828,52.951,408.187,132.204,372.658,3.186,24.977,0,3.043,0,3.043,0,203.895,362.604,0,100.52,9.997,19.479,6.939,10,-0.246,-19.003,0,20.111,8.804,2,10,18,17,17,201,0,0,0,0,0,0,0,0,0,0,0,27,22.913,22.947,Antibacterial,0
49,614.75,6.986,0,52.3,26.1,6.8,14.8,0,23,4,23,0,0,0,118.797,0,0,0,0,0,0,63240,6.78,7.002,11.247,3.897,500.065,16.359,366.855,0.002,22.66,95.253,0,204.129,299.862,65.999,0,35.313,0,0,0,0,0,7.825,197.383,0,6.746,11.115,16.39,0,0,-0.878,-24.051,0,72.977,34.648,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,41.557,80.258,Antibacterial,0
50,473.901,9.873,14,35.4,39.6,6.3,12.5,2.1,7,5,20,1,0,60.028,165.313,109.553,0,0,0,0,0,30276,4.051,7.854,10.234,4.067,320.018,13.6794,186.648,0.005,5.745,16.794,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,15.96364885,3.129470516,104.3282589,26.42963314,3.005480922,28.89713982,14.099,19.249,6.257,6,0,-1.991,3.991,0,9.339,6,5,4,4,7,12,0,0,19,0,0,0,57,0,0,0,0,8,7.76,12.98464698,Antibacterial,0
51,734.05,6.221,2,56.8,31.4,0.8,11,0,35,3,26,0,0,0,0,0,0,0,0,0,0,52896,9.584,0,16.472,4.909,198.409634,27.5028,410.149,0.002,30.331,43.652,115.928,10.138,214.136,117.614,14.124,23.542,0,0,0,0,0,139.11,3.124,0,22.463,13.694,17.648,6.534,19,0.629,-14.465,0,57.61,37.054,16,12,15,6,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0.019,2.73,Antibacterial,0
52,1999.55,7.632,40,46.9,33.6,8.8,9.5,0,48,25,123,28,0,0,178.68,0,0,0,0,0,0,8312150,37.427,6.605,37.807,12.607,198.409634,76.6528,117.4183376,0,56.352,125.011,26.476,493.512,202.838,734.468,9.557,0,0,0,96.659,96.659,0,423.364,458.907,0,254.744,10.564,18.252,7.905,24,-10.115,-37.585,0,32.401,0,4,10,26,29,34,718,0,0,0,0,0,0,0,0,0,0,0,32,78.092,34.238,Antibacterial,0
53,1449.4,8.235,38,42.6,37.5,5.1,13.6,1.1,28,75,86,17,0,0,0,0,0,0,0,0,301.508,15414512,16.701,0,26.529,8.833,198.409634,40.7431,117.4183376,0.001,33.345,130.839,43.697,181.462,398.021,438.735,88.517,23.542,78.297,78.297,0,78.297,0,342.868,191.87,0,96.963,12.606,19.957,7.142,8,-2.077,-31.796,0,114.079,38.298,8,15,27,18,31,0,0,0,188,0,0,0,506,0,0,0,10,19,32.393,0.04,Antibacterial,0
54,492.48,8.347,11,40.7,37.3,3.4,18.6,0,9,10,24,3,0,0,0,0,0,0,300.152,0,0,55239,3.096,0,9.179,4.305,531.486,26.4745,174.544,0.006,11.168,78.684,25.618,32.897,159.575,229.742,15.867,13.716,0,0,0,0,0,82.189,36.022,0,28.143,16.284,19.726,4.699,3,0,-6.921,0,63.579,8.965,7,11,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3.663,2.934,Antibacterial,0
55,612.69,7.659,17,45,38.8,2.5,13.8,0,12,5,24,1,0,0,0,0,0,0,220.412,0,0,86261,7.12,0,11.218,3.38,569.047,17.0559,360.631,0.003,16.325,37.9,55.009,53.442,99.9,197.454,59.414,18.534,0,12.233,0,0,0,162.591,50.908,0,50.364,13.153,19.394,5.235,6,0.397,-4.979,0,32.083,27.868,7,8,12,12,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0.387,11.561,Antibacterial,0
56,367.84,9.68,10,36.8,39.5,7.9,10.5,2.6,4,4,16,1,0,44.808,0,0,95.429,0,0,0,0,8925,3.079,0,6.904,3.014,208.768,12.8624,121.789,0.008,5.018,28.617,0,54.932,47.381,134.695,3.186,11.771,39.149,45.406,32.22,71.368,0,139.411,54.032,0,52.881,12.723,18.103,5.593,0,0.273,-2.2,0,9.201,0,1,2,3,6,2,11,0,0,18,0,0,0,21,0,0,0,0,4,0.964,0.112,Antibacterial,0
57,709.13,5.813,4,59,33.6,0,7.4,0,35,2,10,0,0,0,381.377,0,0,0,0,0,0,34045,14.144,7.535,17.129,4.854,620.478,19.5989,568.24,0.002,30.987,31.594,88.252,27.88,156.479,163.7,0,0,0,28.429,0,0,0,150.604,0,0,33.923,13.531,17.284,5.889,19,7.562,-2.239,0,51.904,12.746,10,7,5,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,9.857,45.602,Antibacterial,0
58,1373.55,8.639,12,45.3,23.9,6.3,21.4,0,34,6,36,0,0,0,0,0,0,0,0,0,0,543576,19.525,0,25.673,8.577,198.409634,18.2024,117.4183376,0.001,49.576,233.247,25.618,291.304,307.1,331.051,0,162.15,0,70.297,0,40.858,0,125.48,299.199,0,38.614,14.303,21.091,0,7,-1.939,-26.199,0,55.526,90.18,3,9,2,2,0,945,0,0,0,0,0,0,0,0,0,0,0,18,18.016,61.238,Antibacterial,0
59,835.22,6.141,1,57.4,30.9,1.5,10.3,0,41,5,32,2,0,0,0,0,0,0,0,0,0,123198,11.383,0,18.577,6.31,198.409634,27.0061,531.952,0.002,35.629,39.021,126.811,23.915,189.463,120.335,14.124,35.313,0,0,0,0,0,158.637,21.135,0,31.107,13.952,17.606,6.159,20,2.104,-12.394,0,47.955,55.731,15,11,18,6,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0.027,3.495,Antibacterial,0
60,337.39,7.668,8,45.5,36.4,6.8,9.1,2.3,8,3,17,0,0,0,71.571,0,0,0,0,0,0,8999,4.058,6.804,5.789,1.857,196.454,11.6541,136.332,0.007,8.912,12.656,8.825,38.743,28.429,65.994,28.759,21.723,0,0,0,0,0,80.963,24.259,14.96,43.709,10.335,18.016,5.691,0,2.942,-0.441,0,0,10.456,4,3,3,1,1,0,0,15,0,0,0,0,0,0,0,0,0,6,0.795,0.8,Antibacterial,0
61,1141.64,6.561,22,52.9,34.5,6.9,5.7,0,38,8,52,2,0,0,289.696,0,0,0,0,0,0,433154,20.21,7.298,23.707,6.866,198.409634,38.7053,117.4183376,0.001,41.238,32.765,70.602,254.966,94.762,298.496,6.371,0,0,0,0,0,0,257.619,216.129,0,92.255,10.899,17.857,6.884,26,3.119,-13.04,0,0,0,4,12,32,28,42,0,0,0,0,0,0,0,0,0,0,0,0,22,0.383,11.113,Antibacterial,0
62,749.12,6.041,1,58.1,30.6,1.6,9.7,0,37,3,27,0,0,0,0,0,0,0,0,0,0,56416,10.331,0,17.165,5.14,198.409634,28.6977,431.508,0.002,32.491,40.427,124.324,12.244,214.136,87.336,17.249,23.542,0,0,0,0,0,144.479,6.249,0,19.435,13.687,17.548,6.159,23,1.623,-12.067,0,58.137,37.528,16,11,12,5,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0.021,4.318,Antibacterial,0
63,1141.5,6.754,17,52.1,35.5,1.2,11.2,0,36,5,54,2,0,0,0,0,0,0,0,0,0,339816,23.915,0,21.604,6.387,198.409634,38.405,117.4183376,0.001,40.04,87.276,45.755,63.312,597.765,176.24,27.942,11.771,0,150.678,0,0,0,277.693,50.908,0,61.006,12.338,17.755,7.056,7,-3.67,-21.02,0,109.61,28.939,17,7,19,22,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0.807,1.402,Antibacterial,0
64,339.46,7.715,4,47.7,34.1,6.8,9.1,0,10,4,14,1,0,45.951,117.932,80.302,0,0,0,0,0,8489,2.791,7.67,7.778,3.62,181.895,12.3487,108.418,0.01,9.941,21.918,17.65,12.405,42.683,105.223,34.796,0,0,4.307,32.22,32.22,0,71.4,37.921,0,53.75,13.068,18.058,4.633,3,2.948,-1.242,0,19.221,0,5,2,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,3,1.923,0.854,Antibacterial,0
65,478.92,8.552,11,41.1,39.3,3.6,14.3,1.8,9,10,24,3,0,0,0,0,0,0,280.052,0,0,48737,2.906,0,9.153,4.38,496.259,25.5263,152.149,0.007,10.449,53.51,25.618,35.432,71.112,227.821,15.867,39.919,0,0,39.919,39.919,0,124.214,36.022,0,30.248,15.969,19.706,4.27,4,-0.148,-3.283,0,43.98,5.282,8,9,7,7,1,0,0,0,17,0,0,0,51,0,0,0,0,5,0.436,0.102,Antibacterial,0
66,862.19,6.387,4,55.6,31.9,0.7,11.9,0,39,3,26,0,0,0,0,0,0,0,0,0,0,88635,12.69,0,18.241,5.452,198.409634,30.536,565.912,0.002,33.876,44.037,124.753,19.8,171.453,182.287,36.124,23.542,0,0,0,0,0,171.979,3.124,0,46.507,13.694,17.694,7.397,22,0.046,-15.579,0,46.8,48.77,21,17,21,7,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0.055,6.007,Antibacterial,0
67,515.59,9.915,14,32.7,36.5,17.3,9.6,0,5,7,26,2,0,69.327,188.011,0,140.874,152.634,0,0,0,56366,4.315,7.391,9.32,3.989,410.063,13.3342,242.987,0.004,6.211,26.229,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,63.272,0,153.234,126.758,0,96.257,12.768,18.896,4.838,0,0.547,-1.605,7.857,0,4.707,6,5,3,1,0,113,0,0,0,0,0,0,0,0,0,0,0,13,0.26,12.98464698,Antibacterial,0
68,508.56,7.824,19,43.1,43.1,0,13.8,0,9,11,30,3,0,0,0,0,0,0,310.069,0,0,111532,3.754,0,9.496,3.86,601.256,23.3028,185.52,0.006,12.777,35.5,39.417,15.767,184.908,86.019,69.804,0,0,9.476,0,0,0,156.036,0,0,43.995,13.849,20.608,0,6,0,-4.879,0,43.27,23.053,10,14,9,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.889,7.907,Antibacterial,0
69,655.88,7.716,8,48.2,32.9,5.9,10.6,0,18,4,12,1,103.522,110.394,137.385,196.959,0,0,0,0,0,53681,9.712,8.494,13.68,4.875,530.304,15.5605,450.793,0.002,19.198,45.476,17.65,108.999,9.476,304.367,16.786,0,0,16.54,64.439,64.439,0,141.457,103.715,0,105.712,14.218,18.458,6.347,5,4.918,-2.679,0,28.073,6.061,7,8,8,7,7,113,0,0,0,0,0,0,0,0,0,0,0,5,1.769,0.794,Antibacterial,0
70,545.7,7.276,2,52,25.3,6.7,14.7,0,19,3,18,0,0,0,0,0,0,0,0,0,0,25818,7.097,0,10.678,3.519,364.306,15.7818,293.514,0.003,22.81,72.022,17.222,145.89,146.236,88.313,0,48.519,0,3.043,0,3.043,0,35.285,149.6,0,14.302,13.572,19.397,0,7,1.507,-9.94,0,30.796,32.137,2,6,0,1,0,57,0,0,0,0,0,0,0,0,0,0,0,9,7.173,17.756,Antibacterial,0
71,478.92,8.552,11,41.1,39.3,3.6,14.3,1.8,9,10,24,3,0,0,0,0,0,0,279.675,0,0,49545,2.906,0,9.486,4.428,496.033,25.5487,150.495,0.007,9.914,61.932,25.618,35.432,104.319,218.885,19.367,0,39.149,39.149,0,39.149,0,117.897,36.022,0,34.178,15.947,19.833,4.699,4,-0.279,-3.77,0,54.155,0,4,6,5,5,2,0,0,0,19,0,0,0,58,0,0,0,0,5,0.816,0.097,Antibacterial,0
72,3354.64,7.309,48,50.1,31.2,9.2,8.1,0,96,10,92,4,0,0,2082.274,0,0,0,0,0,0,19498662,66.103,7.486,66.041,20.464,198.409634,45.9357,117.4183376,0,106.754,157.88,182.06,850.651,52.16,1189.787,51.666,5.513,0,51.318,225.537,225.537,0,733.753,811.096,0,475.351,11.056,18.78,8.111,40,-7.606,-56.136,8.053,20.883,0,3,22,32,25,34,6609,0,0,0,0,0,0,0,0,0,0,0,63,241.598,67.623,Antibacterial,0
73,615.73,7.077,0,51.7,26.4,5.7,16.1,0,23,4,23,0,0,0,118.797,0,0,0,0,0,0,63240,6.78,7.002,11.193,3.867,500.065,16.359,367.053,0.002,22.182,100.698,0,169.126,342.545,65.999,0,35.313,0,0,0,0,0,5.719,164.486,0,4.64,11.115,16.39,0,0,-1.421,-24.867,0,82.312,34.406,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,41.557,75.153,Antibacterial,0
74,493.581,10.502,10,34,31.9,14.9,10.6,0,8,4,15,1,0,63.939,94.252,0,130.401,0,0,0,0,16970,5.067,6.529,9.7,4.561,293.877,14.5519,189.858,0.006,4.606,23.05,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,15.96364885,3.129470516,104.3282589,26.42963314,3.005480922,28.89713982,15.911,18.746,6.364,0,0.999,-0.615,11.265,0,10.497,4,7,5,0,0,136,0,0,0,0,0,0,0,0,0,0,0,7,0.992,12.98464698,Antibacterial,0
75,748.08,6.182,2,57,31.4,0.8,10.7,0,36,3,26,0,0,0,0,0,0,0,0,0,0,54614,9.651,0,16.631,5.158,198.409634,28.0062,419.186,0.002,31.172,39.9,126.811,10.138,171.453,128.614,14.124,23.542,0,0,0,0,0,149.993,3.124,0,22.463,13.7,17.686,6.534,19,0.962,-13.409,0,45.555,43.868,18,14,17,6,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0.001,4.246,Antibacterial,0
76,415.47,8.479,6,42.9,32.7,6.1,16.3,0,9,3,10,1,0,59.712,0,0,122.947,0,0,0,0,9596,5.407,0,7.435,3.025,248.716,15.4943,187.29,0.005,9.225,51.118,8.825,67.128,0,232.268,14.185,11.771,0,2.757,32.22,32.22,0,78.503,54.032,0,69.678,12.761,17.939,6.984,2,0.387,-2.485,0,18.151,4.843,6,3,4,2,1,14,0,0,0,0,0,0,0,0,0,0,0,4,6.106,1.963,Antibacterial,0
77,1002.54,5.932,3,58.6,32,0.6,8.9,0,51,3,26,0,0,0,0,0,0,0,0,0,0,110753,18.401,0,22.419,6.831,198.409634,30.1352,117.4183376,0.001,43.604,40.055,115.928,52.748,214.136,149.95,25.124,23.542,0,0,0,0,0,188.912,3.124,0,72.265,13.702,17.665,7.056,17,16.84,-15.777,0,59.222,43.318,19,13,20,20,24,0,0,0,0,0,0,0,0,0,0,0,0,2,8.159,59.838,Antibacterial,0
78,435.49,9.678,11,37.8,28.9,11.1,17.8,0,6,2,9,0,0,84.472,97.469,0,0,0,0,0,0,5123,4.733,6.555,8.448,1.79,185.308,12.5179,170.885,0.005,9.045,58.968,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,38.303,0,88.761,88.612,0,47.611,13.31,19.904,6.343,9,0,-2.387,3.968,9.08,4.931,4,4,5,0,2,50,0,0,0,0,0,0,0,0,0,0,0,9,17.093,12.98464698,Antibacterial,0
79,843.19,6.34,4,55.6,32.3,1.5,10.5,0,37,4,34,0,0,0,0,0,0,0,0,0,0,128237,13.393,0,17.809,5.779,198.409634,25.2775,592.301,0.002,33.836,42.514,97.42,17.742,209.717,157.676,17.249,35.313,0,49.329,0,0,0,172.761,6.249,0,24.933,12.607,16.827,6.159,21,1.96,-13.25,0,45.067,49.99,16,14,13,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0.085,4.2,Antibacterial,0
80,350.44,8.344,5,42.9,35.7,9.5,9.5,0,9,6,19,2,0,44.906,158.066,78.649,85.006,0,0,0,0,15387,2.274,8.089,7.96,4.088,218.87,12.8272,109.913,0.01,8.086,16.954,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,32.22,0,87.045,24.688,0,52.158,13.603,18.326,4.539,3,1.472,-1.56,0,9.844,0,3,4,2,1,0,14,0,0,0,0,0,0,0,0,0,0,0,4,4.737,12.98464698,Antibacterial,0
81,389.47,7.49,9,46.2,38.5,5.8,7.7,1.9,10,5,21,1,38.954,0,0,0,0,0,116.828,0,0,17145,3.463,7.252,7.526,3.019,280.534,15.1159,138.702,0.007,10.879,15.048,19.279,23.397,27.487,99.017,43.498,26.731,0,0,0,0,0,84.445,24.259,14.96,46.642,12.57,19.384,0.346,8,5.031,0.341,0,9.409,5.626,8,5,9,3,3,0,0,14,0,0,0,0,0,0,0,0,0,8,2.565,4.263,Antibacterial,0
82,710.82,7.643,2,49.5,24.7,6.5,18.3,0,23,4,23,0,0,0,136.549,0,0,0,0,0,0,75171,8.548,7.002,12.84,4.348,565.737,17.1106,441.298,0.002,26.354,133.426,0,171.232,362.626,119.077,0,35.313,0,3.043,0,3.043,0,10.868,185.111,0,6.746,11.175,19.383,0,0,-1.496,-27.386,0,82.608,38.673,0,2,1,0,0,58,0,0,0,0,0,0,0,0,0,0,0,8,37.842,93.486,Antibacterial,0
83,482.29,9.1,1,43.4,26.4,3.8,22.6,3.8,13,6,18,2,0,0,0,0,0,0,216.766,0,0,20268,4.761,0,7.436,2.824,369.511,20.3538,237.261,0.003,14.585,45.519,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,69.586,0,103.231,36.022,0,7.668,15.113,17.43,6.257,3,-0.101,-7.731,0,21.318,42.892,5,4,4,1,1,0,0,0,50,0,0,0,171,0,0,0,0,4,1.157,12.98464698,Antibacterial,0
84,261.27,8.428,9,38.7,45.2,3.2,9.7,3.2,4,7,18,3,0,0,0,0,0,0,167.497,0,69.801,7521,1.742,0,4.933,2.13,193.223,18.606,60.642,0.017,4.904,20.828,8.825,14.116,18.952,99.017,24.559,26.731,0,0,0,0,0,69.372,3.124,14.96,32.547,12.084,18.991,0.188,5,1.495,0.096,0,9.081,0,8,4,5,4,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4.941,5.041,Antibacterial,0
85,539.601,8.565,12,41.3,36.5,7.9,11.1,0,11,5,21,1,0,82.529,104.175,149.21,0,0,0,0,0,27057,5.37,7.413,11.583,5.011,370.265,13.4941,277.406,0.003,11.099,20.623,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,15.96364885,3.129470516,104.3282589,26.42963314,3.005480922,28.89713982,14.097,18.104,6.568,9,0.535,-3.353,0,0,5.013,2,3,8,6,6,30,0,0,0,0,0,0,0,0,0,0,0,8,0.153,12.98464698,Antibacterial,0
86,347.43,8.474,10,41.5,39,7.3,9.8,0,5,4,16,1,0,44.808,0,0,95.429,0,0,0,0,8925,2.982,0,6.824,2.957,208.768,12.8624,121.963,0.008,7.55,21.242,8.825,54.932,47.381,131.194,6.371,11.771,0,2.757,32.22,32.22,0,108.773,54.032,0,52.566,12.723,18.103,5.593,0,0.507,-2.031,0,9.285,0,2,3,3,7,4,11,0,0,0,0,0,0,0,0,0,0,0,5,0.964,0.17,Antibacterial,0
87,429.53,8.591,6,46,26,6,18,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2184,14.522,0,8.761,1.537,167.59,26,191.449,0.005,14.578,61.272,10.883,33.65,3.538,266.766,6.249,0,42.696,0,46.235,46.235,0,80.192,24.259,0,23.074,10.76,19.475,7.165,0,-2.135,0,0,26.499,4.583,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,2.948,1.073,ChelatingAgentsLigands,1
88,699.972,9.722,16,40.3,36.1,4.2,13.9,0,10,2,12,0,0,0,0,0,0,0,0,0,0,28168,17.386,0,156.53,78.858,502.04,21.1454,369.053,0.002,25.911,37.143,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,15.96364885,3.129470516,104.3282589,26.42963314,3.005480922,28.89713982,10.304,18.582,7.376,2,-0.334,0,0,0,17.513,4,8,21,9,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0.847,12.98464698,ChelatingAgentsLigands,1
89,303.36,7.223,3,50,28.6,7.1,14.3,0,9,1,4,0,0,64.719,0,0,0,0,0,0,0,1921,5.589,0,5.046,1.148,124.704,12.4369,121.676,0.008,9.633,42.091,0,46.818,18.011,206.214,3.124,0,0,0,0,0,0,16.65,54.032,0,16.65,9.889,15.772,7.085,0,2.141,-2.403,0,26.593,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11.45,3.261,ChelatingAgentsLigands,1
90,142.12,8.883,3,37.5,37.5,0,25,0,1,1,6,0,0,0,0,0,0,0,0,0,0,320,1.518,0,1.754,0.308,42.235,9.3387,23.917,0.04,2.57,27.41,0,11.534,52.16,89.205,0,11.771,0,14.72,0,0,0,31.387,0,0,10.377,8.301,16.695,0,0,-0.338,0,0,17.09,4.588,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.305,2.137,ChelatingAgentsLigands,1
91,803.076,8.543,7,46.8,31.9,0,17,0,26,11,29,4,0,0,111.048,150.444,0,0,384.133,222.864,0,178251,9.16,7.368,25.771,11.128,198.409634,20.0933,395.264,0.002,31.286,84.418,17.76914724,18.86790974,65.89339604,67.136505,25.11558895,9.299079817,10.02392171,19.91250739,9.895755111,15.96364885,3.129470516,104.3282589,26.42963314,3.005480922,28.89713982,16.399,20.226,6.725,4,2.781,-12.243,0,32.209,32.896,5,6,16,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4.094,12.98464698,ChelatingAgentsLigands,1
92,248.3,7.303,8,47.1,41.2,0,11.8,0,5,3,12,1,0,0,0,0,0,0,75.708,0,0,3149,2.869,0,4.233,1.27,149.811,14.5876,71.594,0.014,7.203,14.527,0,10.138,80.588,78.205,19.429,0,0,5.243,0,0,0,66.849,0,0,28.944,10.791,18.416,0,4,3,0,0,18.477,5.541,4,4,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.216,4.021,ChelatingAgentsLigands,1
