,MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr05,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,Wap,MAXDN,LOC,X3v,X5v,Yindex,IC1,CIC3,J_D/Dt,J_Dz(Z),SM1_Dz(e),ChiA_Dz(p),SM1_Dz(p),SpMax_B(m),SpMax_B(s),nCp,nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nRCONHR,nOHs,nROR,nArOR,nArX,Hy,MLOGP,MLOGP2,ALOGP2,Class,Label
40,214.28,8.928,9.0,3.0,4.0,1.0,0.0,0.0,1.0,29.2,16.7,8.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.0,4.648,1.618,2.816,1.019,1.423,3.268,0.583,10.4166,4.4431,0.749,0.03,-1.688,4.71,7.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.587,-0.186,0.034,0.046,Antibacterial,0
41,679.76,7.904,4.0,4.0,7.0,1.0,0.0,0.0,1.0,24.4,8.1,18.6,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,140.222,0.0,0.0,0.0,0.0,0.0,40662.0,6.227,1.423,7.973,3.869,0.739,3.65,0.827,19.3963,2.4793,1.789,0.002,-3.178,4.715,7.776,3.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,13.141,-4.742,22.49,39.251,Antibacterial,0
42,751.12,6.107,3.0,3.0,0.0,0.0,0.0,0.0,0.0,34.1,0.0,8.9,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,149.789,0.0,0.0,0.0,0.0,0.0,184631.0,2.62,1.019,14.446,7.351,0.407,2.787,1.051,15.765,1.4671,1.312,0.002,-2.653,3.763,7.477,10.0,0.0,15.0,5.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.235,2.756,7.594,32.942,Antibacterial,0
43,1326.57,7.991,26.0,10.0,17.0,2.0,0.0,0.0,2.0,30.7,10.2,12.7,6.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,1040.698,0.0,0.0,0.0,0.0,0.0,278259.0,4.582,1.215,17.294,7.368,0.346,4.335,0.499,18.8257,1.4753,2.159,0.001,-3.573,4.187,7.454,7.0,0.0,7.0,2.0,0.0,0.0,0.0,3.0,5.0,4.0,0.0,0.0,19.129,-9.23,85.188,94.401,Antibacterial,0
44,1422.93,7.01,26.0,15.0,17.0,1.0,0.0,0.0,1.0,32.5,8.4,7.9,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,654.906,0.0,0.0,0.0,0.0,0.0,253878.0,3.276,1.311,18.638,7.667,0.458,3.525,1.531,36.105,1.9212,1.996,0.001,-3.401,3.92,7.483,9.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,13.202,-4.011,16.086,0.002,Antibacterial,0
45,159.2,7.581,11.0,0.0,1.0,0.0,0.0,0.0,0.0,47.6,4.8,4.8,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.0,1.424,0.896,1.853,0.831,1.222,3.006,0.19,13.748,2.7826,0.325,0.042,-1.03,3.87,6.269,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.244,1.488,2.215,1.993,Antibacterial,0
46,322.351,9.768,19.0,2.0,4.0,1.0,0.0,0.0,2.0,42.4,12.1,6.1,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6898.0,4.557,0.65,6.973,2.66,0.716,3.21,0.606,13.0061,2.774,-1.334,0.012,-1.5,4.739,7.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438,1.431,2.049,12.9139950622,Antibacterial,0
47,1299.77,6.914,19.0,13.0,16.0,1.0,0.0,0.0,1.0,29.8,8.5,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146559.0,6.255,2.414,14.769,6.116,0.747,3.392,1.961,52.245,3.0453,2.011,0.001,-3.421,4.714,7.776,11.0,0.0,8.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,16.296,-4.787,22.913,22.947,Antibacterial,0
48,614.75,6.986,0.0,0.0,6.0,0.0,0.0,0.0,0.0,26.1,6.8,14.8,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,118.797,0.0,0.0,0.0,0.0,0.0,63240.0,2.938,0.924,8.371,3.897,0.518,3.056,1.171,16.359,1.7565,1.616,0.002,-3.006,3.632,6.329,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,15.405,-6.446,41.557,80.258,Antibacterial,0
49,473.901,9.873,14.0,3.0,3.0,1.0,0.0,1.0,3.0,39.6,6.3,12.5,4.0,5.0,1.0,2.0,0.0,0.0,0.0,60.028,165.313,109.553,0.0,0.0,0.0,0.0,30276.0,2.288,1.144,7.403,4.067,0.551,4.131,0.506,13.6794,1.7806,-1.007,0.005,-2.139,4.046,7.437,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.201,2.786,7.76,12.9139950622,Antibacterial,0
50,734.05,6.221,2.0,2.0,1.0,0.0,0.0,0.0,0.0,31.4,0.8,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52896.0,3.244,0.881,11.822,4.909,0.774,2.775,1.026,27.5028,2.4342,1.469,0.002,-2.845,3.672,7.432,10.0,0.0,12.0,7.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,2.007,-0.139,0.019,2.73,Antibacterial,0
51,1999.55,7.632,40.0,22.0,23.0,3.0,0.0,0.0,3.0,33.6,8.8,9.5,8.0,25.0,28.0,1.0,0.0,0.0,0.0,0.0,178.68,0.0,0.0,0.0,0.0,0.0,8312150.0,4.309,1.021,26.718,12.607,0.37,3.645,1.66,76.6528,1.6011,2.356,0.0,-3.776,3.823,7.49,4.0,0.0,23.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,20.021,-8.837,78.092,34.238,Antibacterial,0
52,1449.4,8.235,38.0,8.0,9.0,0.0,0.0,2.0,2.0,37.5,5.1,13.6,10.0,75.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.508,15414512.0,3.679,1.099,18.363,8.833,0.327,4.275,0.745,40.7431,1.372,2.149,0.001,-3.55,4.004,7.478,5.0,0.0,15.0,1.0,0.0,0.0,0.0,6.0,5.0,3.0,3.0,2.0,14.058,-5.691,32.393,0.04,Antibacterial,0
53,492.48,8.347,11.0,5.0,2.0,0.0,0.0,0.0,0.0,37.3,3.4,18.6,4.0,10.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55239.0,4.395,1.128,7.208,4.305,0.839,4.3,0.411,26.4745,2.1979,1.383,0.006,-2.734,4.004,7.452,1.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.91,-1.914,3.663,2.934,Antibacterial,0
54,612.69,7.659,17.0,5.0,2.0,0.0,0.0,0.0,0.0,38.8,2.5,13.8,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86261.0,2.851,1.235,7.326,3.38,0.44,4.101,0.657,17.0559,1.7593,1.383,0.003,-2.734,3.937,7.446,5.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.888,0.622,0.387,11.561,Antibacterial,0
55,367.84,9.68,10.0,4.0,3.0,1.0,0.0,1.0,2.0,39.5,7.9,10.5,3.0,4.0,1.0,0.0,0.0,0.0,0.0,44.808,0.0,0.0,95.429,0.0,0.0,0.0,8925.0,2.926,0.882,5.614,3.014,0.664,4.028,0.388,12.8624,1.9424,0.986,0.008,-1.948,4.054,7.479,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.901,0.982,0.964,0.112,Antibacterial,0
56,709.13,5.813,4.0,4.0,0.0,0.0,0.0,0.0,0.0,33.6,0.0,7.4,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,381.377,0.0,0.0,0.0,0.0,0.0,34045.0,2.448,3.198,11.893,4.854,0.462,2.806,1.136,19.5989,1.8193,1.169,0.002,-2.468,3.618,7.477,10.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.926,3.14,9.857,45.602,Antibacterial,0
57,1373.55,8.639,12.0,12.0,10.0,5.0,0.0,0.0,5.0,23.9,6.3,21.4,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543576.0,7.148,1.868,16.446,8.577,0.314,3.832,1.668,18.2024,1.6747,2.409,0.001,-3.825,4.808,7.779,3.0,0.0,20.0,2.0,4.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,16.608,-4.244,18.016,61.238,Antibacterial,0
58,835.22,6.141,1.0,1.0,2.0,0.0,0.0,0.0,0.0,30.9,1.5,10.3,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123198.0,2.888,1.298,13.454,6.31,0.618,2.828,1.037,27.0061,2.0551,1.554,0.002,-2.944,3.671,7.431,10.0,0.0,13.0,7.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,1.922,-0.164,0.027,3.495,Antibacterial,0
59,337.39,7.668,8.0,2.0,3.0,0.0,1.0,0.0,0.0,36.4,6.8,9.1,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,71.571,0.0,0.0,0.0,0.0,0.0,8999.0,2.205,1.195,4.047,1.857,0.605,3.471,0.699,11.6541,1.8621,0.998,0.007,-2.277,3.807,8.201,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.219,0.892,0.795,0.8,Antibacterial,0
60,1141.64,6.561,22.0,10.0,12.0,0.0,0.0,0.0,0.0,34.5,6.9,5.7,5.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,289.696,0.0,0.0,0.0,0.0,0.0,433154.0,2.549,1.193,15.305,6.866,0.447,3.171,2.216,38.7053,1.7207,1.633,0.001,-3.006,3.716,7.449,10.0,0.0,14.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.823,-0.619,0.383,11.113,Antibacterial,0
61,749.12,6.041,1.0,1.0,2.0,0.0,0.0,0.0,0.0,30.6,1.6,9.7,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56416.0,3.049,0.877,12.208,5.14,0.766,2.729,1.031,28.6977,2.4288,1.443,0.002,-2.809,3.653,7.431,10.0,0.0,13.0,6.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,1.988,0.143,0.021,4.318,Antibacterial,0
62,1141.5,6.754,17.0,11.0,2.0,0.0,0.0,0.0,0.0,35.5,1.2,11.2,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339816.0,3.538,0.787,14.555,6.387,0.365,3.671,1.08,38.405,1.6058,1.785,0.001,-3.219,3.711,7.435,3.0,0.0,23.0,2.0,14.0,0.0,2.0,0.0,9.0,3.0,0.0,0.0,7.653,-0.898,0.807,1.402,Antibacterial,0
63,339.46,7.715,4.0,4.0,3.0,1.0,0.0,0.0,1.0,34.1,6.8,9.1,3.0,4.0,1.0,2.0,0.0,0.0,0.0,45.951,117.932,80.302,0.0,0.0,0.0,0.0,8489.0,2.745,1.102,6.182,3.62,0.734,3.617,0.398,12.3487,2.1806,0.905,0.01,-1.975,3.991,7.479,2.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.118,1.387,1.923,0.854,Antibacterial,0
64,478.92,8.552,11.0,5.0,2.0,0.0,0.0,1.0,1.0,39.3,3.6,14.3,4.0,10.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48737.0,3.984,0.998,7.479,4.38,0.816,4.266,0.505,25.5263,2.1466,1.241,0.007,-2.452,4.008,7.451,1.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.216,-0.66,0.436,0.102,Antibacterial,0
65,862.19,6.387,4.0,4.0,1.0,0.0,0.0,0.0,0.0,31.9,0.7,11.9,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88635.0,3.293,1.48,12.902,5.452,0.732,2.874,1.016,30.536,2.4872,1.626,0.002,-3.035,3.678,7.437,11.0,0.0,12.0,7.0,0.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,1.249,0.234,0.055,6.007,Antibacterial,0
66,515.59,9.915,14.0,9.0,9.0,2.0,0.0,0.0,2.0,36.5,17.3,9.6,5.0,7.0,2.0,2.0,1.0,0.0,0.0,69.327,188.011,0.0,140.874,152.634,0.0,0.0,56366.0,3.13,0.965,7.261,3.989,0.434,4.669,0.207,13.3342,1.5602,1.285,0.004,-2.452,4.195,7.61,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.018,0.51,0.26,12.9139950622,Antibacterial,0
67,508.56,7.824,19.0,2.0,0.0,0.0,0.0,0.0,0.0,43.1,0.0,13.8,5.0,11.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111532.0,3.154,0.945,7.29,3.86,0.616,3.851,0.508,23.3028,1.9887,1.169,0.006,-2.468,4.089,7.433,2.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.471,1.374,1.889,7.907,Antibacterial,0
68,655.88,7.716,8.0,8.0,5.0,2.0,0.0,0.0,2.0,32.9,5.9,10.6,3.0,4.0,1.0,1.0,0.0,0.0,103.522,110.394,137.385,196.959,0.0,0.0,0.0,0.0,53681.0,2.907,2.629,10.08,4.875,0.412,3.941,0.465,15.5605,1.63,1.399,0.002,-2.64,3.973,7.484,2.0,1.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.574,-1.33,1.769,0.794,Antibacterial,0
69,545.7,7.276,2.0,2.0,5.0,1.0,0.0,0.0,1.0,25.3,6.7,14.7,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25818.0,5.831,1.252,7.079,3.519,0.599,3.455,0.68,15.7818,2.0454,1.498,0.003,-2.822,4.715,7.775,2.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,8.729,-2.678,7.173,17.756,Antibacterial,0
70,478.92,8.552,11.0,5.0,2.0,0.0,0.0,1.0,1.0,39.3,3.6,14.3,4.0,10.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49545.0,4.104,0.927,7.371,4.428,0.808,4.215,0.469,25.5487,2.1203,1.241,0.007,-2.452,4.065,7.452,1.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.072,-0.903,0.816,0.097,Antibacterial,0
71,3354.64,7.309,48.0,38.0,42.0,7.0,0.0,0.0,7.0,31.2,9.2,8.1,8.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,2082.274,0.0,0.0,0.0,0.0,0.0,19498662.0,3.509,1.668,47.161,20.464,0.226,3.495,2.238,45.9357,1.2829,2.798,0.0,-4.217,3.906,7.504,23.0,0.0,24.0,0.0,4.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.656,-15.543,241.598,67.623,Antibacterial,0
72,615.73,7.077,0.0,0.0,5.0,0.0,0.0,0.0,0.0,26.4,5.7,16.1,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,118.797,0.0,0.0,0.0,0.0,0.0,63240.0,2.954,0.924,8.319,3.867,0.518,3.058,1.069,16.359,1.7575,1.637,0.002,-3.035,3.632,6.331,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,14.348,-6.446,41.557,75.153,Antibacterial,0
73,493.581,10.502,10.0,4.0,7.0,3.0,0.0,0.0,4.0,31.9,14.9,10.6,3.0,4.0,1.0,1.0,0.0,0.0,0.0,63.939,94.252,0.0,130.401,0.0,0.0,0.0,16970.0,2.822,1.865,8.133,4.561,0.644,4.02,0.373,14.5519,2.3534,-0.916,0.006,-2.208,4.047,7.437,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.073,0.996,0.992,12.9139950622,Antibacterial,0
74,748.08,6.182,2.0,2.0,1.0,0.0,0.0,0.0,0.0,31.4,0.8,10.7,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54614.0,3.215,0.924,12.269,5.158,0.789,2.74,1.123,28.0062,2.4792,1.469,0.002,-2.845,3.673,7.432,10.0,0.0,12.0,7.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,0.0,1.306,0.036,0.001,4.246,Antibacterial,0
75,415.47,8.479,6.0,6.0,3.0,1.0,0.0,0.0,1.0,32.7,6.1,16.3,2.0,3.0,1.0,0.0,0.0,0.0,0.0,59.712,0.0,0.0,122.947,0.0,0.0,0.0,9596.0,2.978,2.274,5.592,3.025,0.694,3.73,0.342,15.4943,2.2119,1.241,0.005,-2.485,3.973,7.481,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.644,-2.471,6.106,1.963,Antibacterial,0
76,1002.54,5.932,3.0,3.0,1.0,0.0,0.0,0.0,0.0,32.0,0.6,8.9,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110753.0,3.46,2.38,15.828,6.831,0.525,2.635,1.612,30.1352,2.033,1.576,0.001,-2.976,3.675,7.434,10.0,0.0,12.0,7.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,1.758,2.856,8.159,59.838,Antibacterial,0
77,435.49,9.678,11.0,6.0,5.0,2.0,0.0,0.0,2.0,28.9,11.1,17.8,2.0,2.0,0.0,1.0,0.0,0.0,0.0,84.472,97.469,0.0,0.0,0.0,0.0,0.0,5123.0,5.915,1.488,5.451,1.79,0.819,4.285,0.645,12.5179,2.6821,1.336,0.005,-2.551,4.734,7.86,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.75,-4.134,17.093,12.9139950622,Antibacterial,0
78,843.19,6.34,4.0,4.0,2.0,0.0,0.0,0.0,0.0,32.3,1.5,10.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128237.0,2.751,0.98,12.379,5.779,0.518,3.108,1.015,25.2775,1.8854,1.554,0.002,-2.944,3.627,7.437,6.0,0.0,19.0,3.0,4.0,0.0,1.0,0.0,3.0,7.0,0.0,0.0,1.245,-0.292,0.085,4.2,Antibacterial,0
79,350.44,8.344,5.0,5.0,4.0,1.0,0.0,0.0,1.0,35.7,9.5,9.5,4.0,6.0,2.0,3.0,0.0,0.0,0.0,44.906,158.066,78.649,85.006,0.0,0.0,0.0,15387.0,2.99,0.99,6.557,4.088,0.671,3.759,0.322,12.8272,1.9874,0.959,0.01,-2.055,4.021,7.61,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.177,2.177,4.737,12.9139950622,Antibacterial,0
80,389.47,7.49,9.0,3.0,3.0,0.0,1.0,0.0,0.0,38.5,5.8,7.7,4.0,5.0,1.0,0.0,0.0,1.0,38.954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17145.0,2.974,0.993,5.43,3.019,0.713,3.692,0.635,15.1159,2.0362,0.998,0.007,-2.277,3.978,8.201,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.282,1.601,2.565,4.263,Antibacterial,0
81,710.82,7.643,2.0,2.0,6.0,1.0,0.0,0.0,1.0,24.7,6.5,18.3,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,136.549,0.0,0.0,0.0,0.0,0.0,75171.0,5.951,1.183,8.938,4.348,0.527,3.346,0.995,17.1106,1.8642,1.807,0.002,-3.203,4.713,7.775,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,15.007,-6.152,37.842,93.486,Antibacterial,0
82,482.29,9.1,1.0,1.0,2.0,0.0,0.0,2.0,2.0,26.4,3.8,22.6,3.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20268.0,3.489,1.967,5.437,2.824,0.734,3.519,0.609,20.3538,2.3265,1.538,0.003,-2.786,4.267,7.425,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.895,-1.076,1.157,12.9139950622,Antibacterial,0
83,261.27,8.428,9.0,3.0,1.0,0.0,1.0,0.0,0.0,45.2,3.2,9.7,3.0,7.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.801,7521.0,2.945,0.954,3.706,2.13,1.05,3.898,0.282,18.606,2.4224,0.784,0.017,-1.994,3.94,8.201,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.249,2.223,4.941,5.041,Antibacterial,0
84,539.601,8.565,12.0,6.0,5.0,1.0,0.0,0.0,2.0,36.5,7.9,11.1,4.0,5.0,1.0,1.0,0.0,0.0,0.0,82.529,104.175,149.21,0.0,0.0,0.0,0.0,27057.0,2.635,1.019,8.736,5.011,0.518,3.74,0.619,13.4941,1.7115,-0.885,0.003,-2.405,4.033,7.5,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.296,0.391,0.153,12.9139950622,Antibacterial,0
85,347.43,8.474,10.0,4.0,3.0,1.0,0.0,0.0,1.0,39.0,7.3,9.8,3.0,4.0,1.0,0.0,0.0,0.0,0.0,44.808,0.0,0.0,95.429,0.0,0.0,0.0,8925.0,2.795,0.882,5.525,2.957,0.664,3.925,0.476,12.8624,1.9233,0.905,0.008,-1.975,3.974,7.479,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.86,0.982,0.964,0.17,Antibacterial,0
86,429.53,8.591,6.0,6.0,3.0,2.0,0.0,0.0,2.0,26.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2184.0,3.831,2.636,5.225,1.537,1.699,3.289,1.201,26.0,5.4421,1.328,0.005,-2.551,4.915,7.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.954,-1.717,2.948,1.073,ChelatingAgentsLigands,1
87,699.972,9.722,16.0,4.0,3.0,0.0,0.0,0.0,4.0,36.1,4.2,13.9,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28168.0,3.137,2.11,327.393,78.858,0.664,3.909,1.018,21.1454,2.6676,-2.921,0.002,-2.394,4.967,7.614,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.276,0.921,0.847,12.9139950622,ChelatingAgentsLigands,1
88,303.36,7.223,3.0,3.0,3.0,0.0,0.0,0.0,0.0,28.6,7.1,14.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,64.719,0.0,0.0,0.0,0.0,0.0,0.0,1921.0,2.798,2.603,3.582,1.148,0.928,3.091,1.042,12.4369,2.5015,1.062,0.008,-2.303,3.549,7.481,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,-3.384,11.45,3.261,ChelatingAgentsLigands,1
89,142.12,8.883,3.0,3.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,2.213,1.185,1.022,0.308,1.699,3.625,0.125,9.3387,3.1122,0.686,0.04,-1.758,3.696,7.43,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.839,-1.142,1.305,2.137,ChelatingAgentsLigands,1
90,803.076,8.543,7.0,7.0,0.0,2.0,0.0,0.0,4.0,31.9,0.0,17.0,5.0,11.0,4.0,1.0,0.0,2.0,0.0,0.0,111.048,150.444,0.0,0.0,222.864,0.0,178251.0,6.47,1.581,23.434,11.128,0.526,3.622,0.577,20.0933,1.8124,-1.965,0.002,-2.862,4.794,7.866,4.0,2.0,13.0,4.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.819,2.023,4.094,12.9139950622,ChelatingAgentsLigands,1
91,248.3,7.303,8.0,2.0,0.0,0.0,0.0,0.0,0.0,41.2,0.0,11.8,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3149.0,2.047,1.821,2.906,1.27,0.872,3.441,0.353,14.5876,2.225,0.686,0.014,-1.758,3.862,7.429,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.374,1.488,2.216,4.021,ChelatingAgentsLigands,1
92,332.86,7.565,15.0,0.0,2.0,0.0,0.0,1.0,1.0,40.9,4.5,4.5,3.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,35.088,0.0,0.0,143.881,0.0,0.0,10827.0,1.542,1.87,4.048,1.96,0.648,3.407,0.688,15.903,2.0285,0.682,0.008,-1.483,4.075,5.081,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.278,2.357,5.554,15.344,ChelatingAgentsLigands,1
93,263.29,7.978,18.0,0.0,1.0,0.0,0.0,0.0,1.0,51.5,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3099.0,1.631,0.0,5.259,3.143,0.871,1.911,1.444,10.8772,3.0338,0.046,0.024,-0.081,4.155,4.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.879,4.322,18.681,25.966,ChelatingAgentsLigands,1
94,180.22,8.192,16.0,0.0,2.0,0.0,0.0,0.0,0.0,54.5,9.1,0.0,3.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3511.0,0.689,0.0,2.345,1.183,1.09,2.3,1.182,18.5973,2.7371,0.244,0.037,-0.788,4.01,4.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.835,1.898,3.604,4.851,ChelatingAgentsLigands,1
