No.,MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,X%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,BLI,CENT,ICR,Wap,MAXDN,LOC,X5v,Yindex,IC1,CIC1,CIC5,Chi_D/Dt,J_D/Dt,J_Dz(Z),SpPosA_Dz(e),SM1_Dz(e),ChiA_Dz(p),SpMax_B(m),SpMax_B(s),ATSC1m,ATSC1p,GATS7m,GATS8m,GATS6e,GATS7p,GATS7s,GATS8s,SpMax2_Bh(m),P_VSA_LogP_1,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_8,P_VSA_v_3,P_VSA_v_4,P_VSA_s_1,SpDiam_EA(bo),SpMax_AEA(dm),SM13_EA(dm),SM09_AEA(dm),Eig02_EA(dm),nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nArOH,nOHs,nROR,nArOR,nArX,C-005,C-006,C-011,C-019,C-026,C-028,C-034,H-046,H-048,H-049,H-051,H-052,H-053,O-060,O-061,N-075,F-083,SdCH2,SssCH2,StCH,StsC,SdssC,SaasC,SaaaC,SdNH,SsssN,StN,SaaNH,SaaO,SdsssP,SdS,SssS,SddssS,SsBr,NssssC,NsNH2,NdsN,CATS2D_04_DD,CATS2D_05_DD,CATS2D_07_DD,CATS2D_02_DA,CATS2D_04_DA,CATS2D_07_DA,CATS2D_01_DN,CATS2D_02_DL,CATS2D_01_AA,CATS2D_02_AA,CATS2D_03_AA,CATS2D_04_AA,CATS2D_05_AA,CATS2D_06_AA,CATS2D_07_AA,CATS2D_09_AA,CATS2D_05_AN,CATS2D_01_AL,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_AL,CATS2D_03_PL,CATS2D_05_PL,CATS2D_06_PL,CATS2D_08_PL,CATS2D_03_NL,CATS2D_06_NL,CATS2D_09_NL,CATS2D_03_LL,CATS2D_08_LL,T(N..S),T(N..P),T(N..Cl),T(N..Br),T(N..I),T(O..F),T(O..Cl),T(O..Br),T(S..S),T(S..P),T(S..Cl),T(S..Br),T(P..F),T(P..Cl),T(P..Br),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),T(Br..Br),F02[C-P],F02[C-Si],F02[N-N],F02[N-S],F02[O-S],F03[C-Si],F03[C-X],F03[N-O],F03[O-F],F03[O-X],F03[Cl-Cl],F04[N-N],F04[N-O],F04[O-O],F04[O-S],F04[O-Cl],F05[N-N],F05[N-F],F05[O-S],F05[O-F],F05[O-Cl],F06[C-X],F06[N-F],F06[O-F],F06[O-Cl],F07[N-N],F07[N-O],F07[O-S],F07[O-F],F08[C-S],F08[C-Cl],F08[N-N],F08[O-F],F09[O-O],F09[O-F],F09[O-X],F10[N-N],F10[N-O],F10[O-O],MLOGP2,ALOGP2,BLTF96,Class
2100,371.17,10.605,8,2,0,0,4,2,2,42.9,0,5.7,17.1,2,2,0,0,0,0,48.669,0,0,0,0,0,0,0.917,678,2.509,4489,3.257,1.12,1.751,0.799,3.494,1.635,0.843,1.534,12.2706,2.3571,3.987,1.151,0.008,4.05,8.252,2.296,3.588,0.446,1.284,0.723,0.717,0.718,1.287,3.95,17.65,138.138,0,78.297,170.169,0,0,7.243,4.091,11.656,-1,1.2,1,0,2,1,0,1,0,0,0,0,4,0,1,0,0,4,0,0,7,0,0,1,0,0,1,0,0,0,0,-0.914,0,0,-0.767,-7.274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,44,24,0,0,0,0,0,0,0,0,84,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,28.162,22.095,-5.9,Pesticides
2101,344.41,8.01,7,7,2,1,0,0,2,32.6,4.7,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.304,744,2.959,1362,3.781,2.868,1.057,1.472,3.49,1.936,0.733,1,21,5.6055,4.612,0.807,0.008,4.699,7.429,14.412,5.522,0.68,0.666,0.962,0.739,0.985,0.84,3.705,17.65,11.771,41.159,41.159,170.845,0,11.66,6.462,3.462,0,-1,0.88,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,3.515,0.634,0,0,-0.7,0,0,7.634,0,0,0,0,-2.976,5.109,0,0,0,0,0,0,0,1,0,2,2,2,0,3,0,3,0,0,1,0,2,0,0,0,4,2,1,0,0,0,0,0,0,0,2,2,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2.777,4.461,-2.81,Pesticides
2102,211.3,6.603,6,1,3,0,0,0,0,31.3,9.4,6.3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.974,232,1.909,849,2.059,1.698,0.693,1.409,2.875,2.125,1.243,1.487,11.1549,3.4283,2.593,0.645,0.015,3.845,7.433,7.68,2.522,1.223,1.38,0.791,0.585,1.96,0.315,3.523,43.268,6.763,0,0,67.078,0,0,6.685,3.772,10.263,-1.955,0.655,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,6,0,1,0,1,0,0,0,0,0,-0.392,1.325,0,0,1.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,2,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298,2.505,-2.36,Pesticides
2103,460.82,10.24,18,1,4,0,5,1,1,42.2,8.9,4.4,13.3,3,3,0,1,0,0,0,0,0,0,0,0,0,0.819,1686,2.877,16579,6.977,1.558,1.876,0.607,3.945,1.547,0.461,1.69,13.9421,2.1338,4.678,1.339,0.005,4.008,8.531,3.645,4.012,0.953,0.933,0.849,1.194,0.853,0.952,3.907,0,0,46.908,0,155.716,0,0,7.296,4.652,14.368,-0.322,1.51,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3,0,-2.474,0,0,-0.872,1.107,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1,2,2,1,1,1,1,1,0,0,5,10,6,0,1,4,1,0,0,0,7,4,0,0,27,0,0,81,13,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,21.116,19.086,-5.3,Pesticides
2104,333.9,7.104,12,1,3,0,0,1,1,38.3,6.4,2.1,2.1,2,2,0,1,0,0,0,0,0,0,0,0,0,1.026,685,2.714,4727,1.871,1.025,1.533,0.702,3.284,2.27,1.166,1.533,12.262,2.1914,4.284,0.626,0.009,4.056,7.428,10.5,4.426,0.848,1.022,1.219,0.882,1.533,0.659,3.9,43.697,2.757,39.149,0,145.481,0,0,7.289,3.685,0,-1,0.473,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,12,0,0,2,0,0,0,0,1,0,0,1.167,0,0,-0.204,3.925,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0,12,5,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.907,20.951,-4.32,Pesticides
2105,172.01,13.232,7,0,1,0,0,2,2,53.8,7.7,0,15.4,1,1,0,0,0,0,0,0,0,0,0,0,0,1.005,64,1.485,320,1.328,1.185,0.433,1.96,2.661,1.039,0.615,1.941,9.7043,3.7768,1.629,0.443,0.068,4.046,6.82,0.766,0.457,0,0,1.829,0,0,0,3.582,0,0,78.297,0,133.515,0,0,7.04,4.098,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,1.135,0,0,0,8.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.735,9.228,-3.9,Pesticides
2106,406.29,9.234,17,0,3,0,0,2,2,43.2,6.8,6.8,4.5,4,4,0,2,0,0,0,0,0,0,0,0,0,0.917,1133,2.922,11406,2.275,0.528,2.226,0.538,3.637,1.822,0.381,1.805,10.8324,1.8167,4.133,0.945,0.006,3.976,4.996,5.954,3.863,1.26,1.246,0.633,1.101,1.154,1.21,3.971,8.825,0,78.297,0,198.065,0,0,7.09,4.129,8.166,-0.253,0.86,0,2,0,0,0,0,0,0,2,1,2,0,2,0,0,4,0,0,0,0,2,0,3,0,1,0,2,0,0,0.808,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,2,1,1,0,0,7,7,5,0,0,0,0,0,0,0,6,1,0,0,57,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,18.872,19.192,-5.08,Pesticides
2107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Pesticides
2108,235.07,10.685,7,1,0,0,0,2,2,40.9,0,13.6,9.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.987,184,2.217,742,2.712,1.618,0.75,1.318,3.482,0.978,0.216,1.553,10.8731,3.3352,2.488,0.77,0.019,4.011,7.477,1.726,1.958,1.151,2.805,0.868,0.828,1.609,0.905,3.617,8.825,0,78.297,0,128.706,0,0,6.884,3.779,11.499,0,0.922,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,-1.045,1.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10.172,-3.64,Pesticides
2109,212.26,7.581,13,1,0,0,0,0,0,50,0,7.1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.904,256,2.453,1772,1.954,0.5,0.867,0.766,2.363,2.444,0.643,1.773,10.0496,2.1271,3.023,0.401,0.014,3.681,7.432,5.101,2.667,1.051,1.052,1.511,1.013,1.178,0.568,3.801,0,0,0,0,112.917,0,0,6.673,3.664,0,-1.936,0.636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.314,0,0,-0.288,1.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.347,10.686,-4.38,Pesticides
2110,1013.82,28.162,8,8,0,0,0,0,10,11.1,0,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.458,1896,3.531,3588,4.834,3.289,20.46,1.188,3.705,1.465,0.264,1,29,20.3645,7.72,1.264,0.005,7.272,7.436,127.368,36.514,1.394,0.822,0.998,1.709,0.901,0.65,7.173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.599,3.812,11.744,-0.515,2.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,-0.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,18,2,14,3,4,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,9,78.22,NaN,-3.81,Pesticides
2111,437.17,14.572,13,1,4,1,6,2,3,40,13.3,3.3,26.7,2,2,0,1,0,0,0,0,0,0,0,0,0,0.892,940,2.473,6355,6.499,1.246,2.002,0.968,4.057,0.85,0.65,1.617,14.5512,3.4392,3.56,1.426,0.009,4.405,8.518,3.103,2.677,1.082,0.803,1.068,1.232,1.002,1.536,4.127,0,0,92.181,19.133,166.447,0,0,7.471,5.453,23.238,-1,3.825,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1.283,0,-5.999,0,0,0,8.909,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,1,3,1,0,0,0,0,0,0,4,0,0,4,1,0,0,0,0,2,0,13,0,38,0,0,39,14,0,0,0,12,0,0,0,0,78,0,0,4,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,3,0,0,0,1,9,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.019,31.127,-3.64,Pesticides
2112,324.82,9.554,14,2,4,1,0,1,2,38.2,11.8,5.9,2.9,2,2,0,1,0,0,0,0,0,0,0,0,0,1.056,546,2.244,3444,4.824,1.27,2.281,1.143,3.66,1.427,0.949,1.772,12.995,3.622,2.866,0.844,0.015,4.759,7.716,6.686,3.039,1.653,1.371,1.339,1.11,1.731,0.693,3.996,25.618,44.977,0,39.149,139.37,0,5.569,7.883,4.089,0,-1,0.4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1.761,0,1.481,0,0,1.004,9.117,0,0,0,0,0,-3.907,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,3,0,0,0,0,0,2,4,10,0,0,0,0,0,0,0,6,0,7,0,15,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.794,9.416,-3.44,Pesticides
2113,424.46,9.432,19,3,10,1,0,0,1,28.9,22.2,11.1,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0.899,1347,2.85,12161,5.281,0.929,1.897,0.613,4.136,1.356,0.778,1.682,13.0324,2.4875,4.263,1.304,0.006,4.726,7.717,8.288,3.169,1.288,1.008,1.034,1.233,1.303,1.663,3.881,38.559,15.804,0,0,85.329,0,5.807,7.814,4.732,6.319,-0.416,0.86,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,0,0,0,0,0,-1.112,-0.239,0,0,0,0,0,0,0,0,0,-4.365,0,0,0,0,0,0,0,6,7,2,0,0,4,7,2,13,9,11,4,6,0,0,8,4,1,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,2,0,0,0,7,10,3,0,0,7,0,0,0,0,0,0,0,0,4,2,2,0,2,0,4,0,0,0,0,4,2,0,1.991,0.112,-2.59,Pesticides
2114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Pesticides
2115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Pesticides
2116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Pesticides
2117,369.43,9.722,11,5,5,2,0,0,2,23.7,13.2,18.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.178,700,2.509,2583,5.52,2.093,1.205,1.087,3.642,1.606,0.974,1.306,15.0135,4.3287,3.619,1.269,0.008,4.87,7.739,9.668,3.012,0.781,0.828,0.966,1.103,1.086,0.942,4.493,37.353,15.804,0,0,74.01,0,11.376,7.76,4.387,6.319,-1,0.86,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,-1.268,-0.192,0,0,0.007,0,0,0,0,0,0,-8.672,0,0,0,0,0,0,0,7,9,0,0,0,0,9,0,12,0,10,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,11,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,4,0.054,0,-1.59,Pesticides
2118,306.44,6.81,17,0,2,0,0,0,0,44.4,4.4,2.2,0,3,4,1,0,0,1,0,0,0,0,0,0,0,0.955,675,2.752,9623,1.061,0.777,1.618,0.528,3.061,2.431,1.006,2.065,12.9042,1.7744,4.17,0.42,0.008,3.907,5.026,9.863,4.387,1.071,0.83,1.039,1.118,0.886,0.668,3.899,26.476,4.815,0,0,133.934,0,0,7.43,3.538,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,9,0,1,0,2,0,1,0,2,0,0,1.471,0,0,0,3.28,1.866,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.606,27.207,-5.52,Pesticides
2119,361.5,6.573,6,6,0,0,0,0,0,38.2,0,9.1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.023,1098,2.911,3526,2.106,2.543,1.502,1.021,3.207,2.575,0.737,1.233,16.0278,3.0452,4.826,0.803,0.006,3.733,7.435,12.463,5.786,1.173,0.933,0.809,1.181,1.048,0.941,3.723,NaN,NaN,NaN,NaN,128.281,0,0,6.465,3.907,11.909,-1,1.674,0,2,0,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,3,0,0,2,0,0,0,0,0.766,0,0,1.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,4,0,0,0,8,12,8,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.901,NaN,-3.93,Pesticides
2120,329.5,6.217,6,6,0,0,0,0,0,39.6,0,5.7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.058,860,2.907,2980,1.928,2.373,1.478,1.046,3.213,2.515,0.864,1.269,15.228,3.003,4.582,0.554,0.007,3.733,7.432,12.289,5.67,1.324,0.859,0.928,1.15,1.358,0.787,3.695,NaN,NaN,NaN,NaN,135.45,0,0,6.476,3.906,11.909,-1,1.277,0,2,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,0,1,0,0,0,3.618,0.81,0,0,2.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,6,8,8,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.19,NaN,-4.59,Pesticides
