No.,MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,X%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,BLI,CENT,ICR,Wap,MAXDN,LOC,X5v,Yindex,IC1,CIC1,CIC5,Chi_D/Dt,J_D/Dt,J_Dz(Z),SpPosA_Dz(e),SM1_Dz(e),ChiA_Dz(p),SpMax_B(m),SpMax_B(s),ATSC1m,ATSC1p,GATS7m,GATS8m,GATS6e,GATS7p,GATS7s,GATS8s,SpMax2_Bh(m),P_VSA_LogP_1,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_8,P_VSA_v_3,P_VSA_v_4,P_VSA_s_1,SpDiam_EA(bo),SpMax_AEA(dm),SM13_EA(dm),SM09_AEA(dm),Eig02_EA(dm),nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nArOH,nOHs,nROR,nArOR,nArX,C-005,C-006,C-011,C-019,C-026,C-028,C-034,H-046,H-048,H-049,H-051,H-052,H-053,O-060,O-061,N-075,F-083,SdCH2,SssCH2,StCH,StsC,SdssC,SaasC,SaaaC,SdNH,SsssN,StN,SaaNH,SaaO,SdsssP,SdS,SssS,SddssS,SsBr,NssssC,NsNH2,NdsN,CATS2D_04_DD,CATS2D_05_DD,CATS2D_07_DD,CATS2D_02_DA,CATS2D_04_DA,CATS2D_07_DA,CATS2D_01_DN,CATS2D_02_DL,CATS2D_01_AA,CATS2D_02_AA,CATS2D_03_AA,CATS2D_04_AA,CATS2D_05_AA,CATS2D_06_AA,CATS2D_07_AA,CATS2D_09_AA,CATS2D_05_AN,CATS2D_01_AL,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_AL,CATS2D_03_PL,CATS2D_05_PL,CATS2D_06_PL,CATS2D_08_PL,CATS2D_03_NL,CATS2D_06_NL,CATS2D_09_NL,CATS2D_03_LL,CATS2D_08_LL,T(N..S),T(N..P),T(N..Cl),T(N..Br),T(N..I),T(O..F),T(O..Cl),T(O..Br),T(S..S),T(S..P),T(S..Cl),T(S..Br),T(P..F),T(P..Cl),T(P..Br),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),T(Br..Br),F02[C-P],F02[C-Si],F02[N-N],F02[N-S],F02[O-S],F03[C-Si],F03[C-X],F03[N-O],F03[O-F],F03[O-X],F03[Cl-Cl],F04[N-N],F04[N-O],F04[O-O],F04[O-S],F04[O-Cl],F05[N-N],F05[N-F],F05[O-S],F05[O-F],F05[O-Cl],F06[C-X],F06[N-F],F06[O-F],F06[O-Cl],F07[N-N],F07[N-O],F07[O-S],F07[O-F],F08[C-S],F08[C-Cl],F08[N-N],F08[O-F],F09[O-O],F09[O-F],F09[O-X],F10[N-N],F10[N-O],F10[O-O],MLOGP2,ALOGP2,BLTF96,Class
86,347.43,8.474,10,4,3,1,0,0,1,39,7.3,9.8,0,3,4,1,0,0,0,0,44.808,0,95.429,0,0,0,0.975,774,2.685,8925,2.795,0.882,2.957,0.664,3.925,1.432,0.409,1.979,12.8624,1.9233,4.186,0.905,0.008,3.974,7.479,7.55,3.822,1.129,1.034,1.108,0.913,1.142,0.702,3.859,8.825,11.771,0,32.22,108.773,0,0,6.917,4.61,11.11,-0.853,2.083,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.507,0,0,-1.345,0.65,0,0,1.241,0,0,0,0,0,1.432,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,1,0,3,0,0,0,0,0,2,3,3,2,1,1,1,1,0,2,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.964,0.17,-2.22,Antibacterial
87,294.36,7.548,10,0,6,0,0,0,0,30.8,15.4,7.7,0,3,4,1,2,1,0,0,0,0,0,76.353,0,0,0.86,511,2.453,7581,2.28,1.025,1.501,0.834,3.753,1.533,0.552,2.444,14.0558,2.3175,3.145,0.943,0.01,4.023,6.276,8.657,2.532,1.001,1.2,0.947,1.155,0.907,0.889,3.734,16.793,14.099,0,0,40.217,0,0,7.596,3.57,0.054,-1.083,0.8,0,3,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,1,2,0,0,0,0,0,3,0,0,-0.251,0,0,0,0.675,1.155,0,1.829,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,4,0,0,0,5,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0.051,1.963,-1.58,Antibacterial
88,154.13,9.066,3,3,0,0,0,0,0,41.2,0,23.5,0,2,3,1,0,0,0,13.129,0,32.043,0,0,0,0,0.816,50,1.309,710,2.132,0.845,0.634,1.666,3.052,1.036,0.28,2.544,10.1772,2.6082,1.822,0.686,0.042,3.863,7.436,2.337,1.714,0,0,0,0,0,0,3.28,8.825,0,0,0,22.278,0,0,6.583,4.111,0,0,1.413,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.756,0.186,-0.26,Antibacterial
89,390.57,6.3,4,4,0,0,0,0,0,37.1,0,8.1,0,3,4,1,0,0,1,0,0,0,0,0,0,0,1.085,1310,2.721,16392,1.973,1.335,3.611,0.664,2.925,3.03,0.456,2.154,16.1539,1.8018,4.972,0.803,0.006,3.646,7.433,15.154,6.841,0.931,1.021,0.917,1.003,0.798,1.018,3.746,26.476,0,0,0,90.214,0,0,6.125,3.815,12.293,-0.347,2.443,0,7,3,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,3,5,2,2,0,0,0,0,4.822,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,1,2,0,0,8,8,8,0,0,0,0,0,0,0,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12.856,15.732,-4.44,Antibacterial
90,425.67,6.081,3,3,1,0,0,0,0,38.6,1.4,4.3,0,6,13,4,2,3,1,0,0,0,0,234.533,0,0,1.067,1340,2.828,118479,1.565,0.618,7.175,0.541,3.054,3.075,0.5,4.002,20.5811,1.4298,4.678,0.63,0.007,3.874,7.426,17.934,7.887,1.044,0.917,1.087,1.112,0.942,0.867,3.875,35.301,0,0,0,79.315,0,0,6.786,4.145,0,0.116,1.253,1,10,6,1,3,0,0,1,1,0,0,0,1,1,0,0,0,0,20,0,0,1,9,1,0,0,0,0,0,7.866,0,0,4.174,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,6,9,3,0,0,0,0,0,0,0,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13.424,11.104,-4.5,Antibacterial
91,326.33,7.959,3,3,0,0,0,0,0,36.6,0,19.5,0,4,10,3,4,0,0,0,0,0,143.692,0,134.187,0,0.87,619,1.845,16275,3.109,0.923,3.753,1.181,3.186,2.171,0.909,3.944,20.5069,2.1655,3.069,1.09,0.013,3.971,7.439,8.088,4.382,1.15,2.753,1.375,0.435,1.958,5.294,3.579,26.476,11.771,0,0,53.478,0,0,6.383,4.596,12.875,-1,2.443,3,4,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,9,1,0,2,0,2,3,0,0,0,0,-0.416,0,0,-2.357,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,4,0,0,4,0,4,0,4,3,3,1,0,0,0,8,7,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.285,-2.04,Antibacterial
92,379.481,7.745,4,4,2,1,0,0,2,32.7,4.1,10.2,0,1,1,0,0,0,0,61.849,0,0,0,0,0,0,1.328,1096,3.083,2900,3.039,3.122,2.22,0.767,3.636,1.979,0.424,1.104,13.8055,2.5893,6.251,-1.203,0.007,3.705,7.61,10.678,3.735,0.897,1.058,0.823,0.496,1.321,1.588,3.901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.195,4.235,11.289,-1,2.374,1,1,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,9,0,0,1,2,0,0,0,0,0,0,5.01,0,0,-2.773,0,0,0,0,0,0,0,0,0,1.458,0,0,1,1,0,0,0,0,2,0,0,1,2,0,1,0,0,2,0,0,0,0,0,1,4,8,1,1,1,1,1,1,0,2,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.827,NaN,-0.24,Antibacterial
93,384.47,6.99,2,2,0,0,0,0,0,34.5,0,14.5,0,4,13,6,0,0,2,0,0,108.51,0,0,262.282,0,0.986,916,2.672,32428,2.699,1.539,4.342,0.68,2.852,2.93,0.478,3.301,19.8077,1.8097,4.244,1.09,0.006,3.753,7.477,13.149,5.909,0.935,0.724,1.048,1.068,0.746,1.032,3.645,26.476,50.973,0,0,50.503,0,0,5.805,4.095,12.11,-0.27,2.341,0,5,5,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,13,2,0,4,2,6,1,0,0,0,0,3.179,0,0,-1.608,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,4,2,3,3,2,2,1,0,0,11,20,6,0,0,0,0,0,1,2,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6.965,8.77,-3.63,Antibacterial
94,260.47,5.209,0,0,0,0,0,0,0,30,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.354,460,3.128,941,2.048,3.128,1.264,1.072,1.86,3.784,0.975,1,17,3.0794,5.763,0.554,0.008,3.15,6.321,12.771,5.086,0.923,0.933,0.756,0.969,0.794,0.869,3.563,8.825,0,0,0,43.355,0,0,4.316,2.748,0,-1.702,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,13.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.93,15.83,-4.33,Antibacterial
95,476.48,8.663,16,10,4,0,0,0,0,43.6,7.3,12.7,0,4,5,1,0,0,1,0,0,0,0,0,0,0,0.805,2122,2.858,41084,2.971,0.967,2.623,0.607,4.122,1.659,0.332,2.17,16.4895,2.0442,4.52,1.187,0.006,3.994,7.479,8.356,4.619,1.088,1.002,0.777,0.972,1.018,1.061,3.92,30.591,0,0,0,134.053,0,0,7.346,3.815,0,0.515,0.86,0,0,0,9,3,0,0,0,2,0,0,2,0,0,6,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,-3.431,-0.192,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,3,4,1,2,0,0,3,2,2,1,2,1,1,0,5,10,5,2,3,3,1,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,2,0,0,0,2,3,1.221,2.267,-0.45,Antibacterial
96,214.24,7.388,3,3,0,0,0,0,0,34.5,0,17.2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.938,191,1.99,805,2.458,1.422,0.708,1.701,2.58,2.278,0.656,1.544,11.5771,3.2586,2.666,0.803,0.018,3.764,7.446,5.978,2.9,1.108,1.198,0.779,0.993,1.302,1.554,3.458,35.301,11.771,0,0,55.177,0,0,5.908,4.374,12.781,-1.928,2.45,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,6,0,1,2,0,0,0,0,0,0,0,-1.448,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,1,1,0,0,0,8,8,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759,0.239,-2.13,Antibacterial
97,400.61,6.163,7,7,0,0,0,0,0,38.5,0,6.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.045,1434,3.083,5297,1.783,2.806,1.6,0.779,3.083,2.94,0.647,1.229,17.8161,2.7751,5.734,0.686,0.006,3.814,7.427,15.506,6.883,1.058,0.861,1.019,1.278,0.561,0.986,3.781,72.659,0,0,0,158.716,0,0,6.718,3.763,0,-0.281,1.023,0,0,0,6,5,0,0,1,2,0,0,1,0,0,1,0,0,0,23,0,0,0,3,0,0,0,0,0,0,1.361,0,0,5.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,6,6,3,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.913,32.271,-4.67,Antibacterial
98,512.75,6.33,9,9,0,0,0,0,0,38.3,0,7.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.054,3101,3.54,8795,2.677,3.343,2.158,0.694,3.317,3.023,0.485,1.105,20.4489,2.6347,7.691,0.908,0.004,3.596,7.479,18.887,8.624,1.041,0.909,0.959,1.182,0.743,1.019,3.784,61.776,0,0,0,177.458,0,0,6.015,3.884,10.488,0.235,1.727,0,2,0,9,3,1,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,2,3,0,1,0,0,0,0,1.959,0,0,1.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,1,0,0,0,0,0,1,0,0,7,7,5,0,0,0,0,2,1,2,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16.106,43.124,-4.8,Antibacterial
99,825.22,6.299,9,9,4,0,0,0,0,35.1,3.1,6.9,0,4,5,1,2,0,1,0,0,0,0,0,0,0,1.047,11027,3.98,123823,2.213,0.71,6.709,0.285,3.615,3.418,0.41,1.408,17.4647,1.212,11.632,1.327,0.002,3.826,7.445,32.388,13.284,1.008,0.921,1.012,0.975,1.087,0.945,3.826,44.126,1.899,0,0,173.321,0,0,6.746,3.956,2.612,1.563,1.216,1,7,3,9,3,0,0,6,0,0,0,0,2,0,1,0,0,0,25,0,0,0,15,2,0,0,0,0,0,7.058,0,0,0.674,0,0,7.676,1.817,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,3,0,0,15,0,0,0,1,0,0,0,0,0,0,5,0,7,0,0,1,1,0,0,0,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2.23,16.469,-2.66,Antibacterial
100,188.25,6.491,1,1,0,0,0,0,0,31,0,13.8,0,1,1,0,0,0,0,28.462,0,0,0,0,0,0,1.005,174,1.95,412,2.601,2.084,0.641,1.45,2.942,1.916,0.397,1.22,7.9316,2.7075,2.791,0.686,0.026,3.631,6.33,7.318,2.834,0.947,0.908,1.153,0.558,0.881,0.813,3.508,17.65,0,0,0,36.603,0,0,5.971,3.919,0,0,0.765,0,2,0,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,-0.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.375,-0.99,Antibacterial
101,242.35,9.694,4,4,2,2,0,0,2,36,8,8,0,2,3,1,2,0,0,0,0,0,49.96,0,0,0,1.26,214,1.889,1701,1.8,1.55,2.288,1.201,3.444,1.2,0.46,2.338,12.4704,2.735,2.609,0.648,0.021,4.267,7.432,6.477,2.948,1.861,1.221,1.117,1.427,1.798,0.113,3.629,17.222,11.771,0,60.363,104.435,0,0,6.834,4.267,8.376,-1.94,1.2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0.38,0,0,1.921,0,0,0,1.563,0,0,0,0,0,3.069,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.115,-1.89,Antibacterial
102,720.99,6.495,8,8,0,0,0,0,0,35.1,0,10.8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1.019,6312,3.374,43744,3.241,1.374,4.295,0.78,3.333,3.462,0.579,1.806,31.2999,2.7239,7.158,1.376,0.002,3.683,7.48,26.746,11.552,0.976,1.049,1.074,1.072,0.853,1.064,3.812,101.193,0,0,0,199.503,0,0,6.255,3.905,0,1.276,1.674,0,8,3,8,2,2,0,2,3,0,0,2,0,0,1,0,0,0,29,0,0,0,3,2,2,0,0,0,0,0.441,0,0,-1.388,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,3,1,7,0,2,3,1,3,3,1,3,0,0,12,15,17,0,0,0,0,0,2,3,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,5.434,28.593,-3.37,Antibacterial
103,604.91,6.11,7,7,0,0,0,0,0,35.4,0,8.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.07,4266,3.27,18282,2.506,1.934,2.746,1.074,3.183,3.446,0.629,1.75,37.6318,3.619,6.638,1.09,0.003,3.668,7.433,24.277,10.436,1.061,1.101,1.143,1.079,1.07,1.138,3.769,101.193,0,0,0,194.001,0,0,6.254,3.751,0,0.618,1.277,0,4,2,8,2,1,0,3,2,0,0,2,0,0,1,0,0,0,29,0,0,1,4,1,1,0,0,0,0,0.688,0,0,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,0,1,3,0,1,2,1,1,0,0,5,9,14,0,0,0,0,0,0,0,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,6.68,28.753,-3.59,Antibacterial
104,1146.24,8.618,43,17,15,1,0,0,1,38.3,11.3,11.3,0,6,37,9,4,0,0,0,0,0,0,0,0,0,0.843,15868,3.327,2160444,3.247,1.278,4.597,0.333,4.259,2.797,0.5,2.884,35.8397,1.4984,9.436,1.923,0.001,4.205,7.452,21.639,10.46,1.066,0.984,0.92,1.1,1.017,0.874,3.988,52.951,34.44,0,31.278,339.605,0,0,7.267,3.903,9.391,2.251,1.956,0,2,0,8,0,0,0,1,0,0,0,0,0,1,7,0,6,2,3,2,0,6,9,0,3,0,5,0,21.444,0,0,0,-13.439,-2.908,0,0,0,0,0,16.864,0,0,0,0,0,1,1,0,2,0,0,10,4,9,0,10,0,3,5,4,13,6,5,8,0,0,6,16,14,1,0,1,0,0,0,0,1,7,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,1,5,4,1,0,1,0,0,0,0,0,0,0,0,2,7,3,0,3,0,2,0,1,0,0,3,11,7,20.252,5.649,2.44,Antibacterial
105,543.42,8.909,19,1,0,0,0,2,2,45.9,0,11.5,3.3,6,21,6,0,0,4,0,0,0,66.269,0,0,207.29,0.892,1962,2.905,233179,2.307,0.802,4.949,0.544,3.735,2.196,0.554,4.523,27.1383,1.7221,4.447,1.146,0.006,4.179,7.427,9.398,5.978,1.039,0.939,1.161,1.033,1.069,0.681,4.023,46.184,0,78.297,0,203.551,0,0,7.631,4.076,7.021,0.395,1.121,1,3,0,0,0,0,3,0,1,2,2,1,0,0,0,7,0,0,9,0,0,0,0,5,2,0,0,0,0,0.303,0,0,-0.641,2.828,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,3,0,1,0,1,0,2,0,0,0,0,12,7,9,0,0,0,0,0,0,0,20,11,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,11.256,36.076,-4.24,Antibacterial
106,1186.66,6.279,4,4,1,0,0,0,0,30.7,0.5,12.2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1.072,28416,4.553,110519,3.837,1.461,6.839,0.429,2.795,4.768,0.637,1.11,30.7178,1.8605,16.479,1.918,0.001,3.832,7.442,48.26,18.967,1.019,1.005,1.021,1.052,1.01,1.049,3.859,70.173,0,0,0,144.014,0,0,6.661,3.936,2.7,2.079,1.216,0,5,0,1,2,0,0,18,1,0,0,1,1,0,0,0,0,0,41,0,0,0,4,15,0,0,0,0,0,5.021,0,0,-1.419,0,0,0,1.283,0,0,0,0,0,0,0,0,1,0,0,14,7,8,2,5,1,0,22,0,0,1,2,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,13.631,0.036,1.75,Antibacterial
107,290.24,9.363,10,4,0,0,0,0,0,45.2,0,22.6,0,3,6,2,0,0,2,0,0,0,0,0,0,0,0.781,496,2.111,9226,3.139,0.935,1.627,1.002,3.926,1.028,0.218,3.475,19.9818,2.5241,2.803,1.003,0.014,3.98,7.478,4.003,2.975,1.251,1.703,1.186,1.077,1.043,1.778,3.715,8.825,0,0,0,63.7,0,0,7.435,3.753,0,-1,1.151,0,0,0,3,1,0,2,0,1,1,0,0,1,0,2,3,0,0,0,0,0,0,3,0,1,0,0,0,0,-0.103,0,0,-1.311,-2.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,1,3,0,0,0,3,2,0,1,0,0,0,10,3,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0.255,-1.79,Antibacterial
108,365.82,8.71,9,3,3,0,1,1,1,40.5,7.1,7.1,4.8,4,5,1,1,0,1,34.391,0,0,0,0,0,0,0.918,793,2.539,12259,2.993,0.866,2.499,0.742,3.969,1.423,0.429,2.527,14.1507,2.0522,3.522,0.984,0.009,4.075,8.201,6.826,3.766,1.238,0.996,1.379,1.025,1.474,1.088,3.782,0,26.731,39.149,0,100.037,0,0,7.392,3.823,0.104,-0.793,0.8,0,5,0,0,1,0,0,0,0,0,2,0,2,0,0,4,0,0,0,1,0,0,4,2,0,0,0,0,0,3.553,0,0,-2.414,0.148,0,0,3.496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,2,0,0,0,4,0,1,0,0,0,0,8,5,8,0,0,2,0,1,1,1,2,3,0,0,12,0,0,19,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,1,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3.631,3.006,-3.01,Antibacterial
109,506.64,7.451,26,6,2,0,0,0,0,47.1,2.9,5.9,0,5,7,2,2,2,0,0,0,0,0,323.965,0,0,0.899,2656,3.221,102112,2.456,1.282,3.483,0.448,3.841,2.246,1.574,2.164,15.1481,1.5997,5.535,0.816,0.005,4.066,7.44,13.453,6.433,0.962,1.09,1.598,0.949,1.344,1.574,4.071,35.301,27.83,0,0,179.46,0,0,7.62,3.847,0,0.742,0.68,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,2,16,2,0,0,0,0,0,0,0,0,0,1.429,0,0,-0.947,2.807,2.909,0,0,0,6.211,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,8,0,0,0,0,1,0,0,0,0,0,2,4,6,0,0,0,0,0,0,0,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.841,42.761,-4.19,Antibacterial
