,No.,MW,AMW,nBM,nDB,nN,nS,nF,nCL,nHM,C%,N%,O%,X%,nCIC,nCIR,Rbrid,nR05,nR09,nR10,D/Dtr03,D/Dtr04,D/Dtr07,D/Dtr08,D/Dtr09,D/Dtr11,D/Dtr12,BLI,CENT,ICR,Wap,MAXDN,LOC,X5v,Yindex,IC1,CIC1,CIC5,Chi_D/Dt,J_D/Dt,J_Dz(Z),SpPosA_Dz(e),SM1_Dz(e),ChiA_Dz(p),SpMax_B(m),SpMax_B(s),ATSC1m,ATSC1p,GATS7m,GATS8m,GATS6e,GATS7p,GATS7s,GATS8s,SpMax2_Bh(m),P_VSA_LogP_1,P_VSA_LogP_6,P_VSA_LogP_8,P_VSA_MR_8,P_VSA_v_3,P_VSA_v_4,P_VSA_s_1,SpDiam_EA(bo),SpMax_AEA(dm),SM13_EA(dm),SM09_AEA(dm),Eig02_EA(dm),nCq,nCrs,nCrt,nR=Cs,nR=Ct,nRCOOR,nArOH,nOHs,nROR,nArOR,nArX,C-005,C-006,C-011,C-019,C-026,C-028,C-034,H-046,H-048,H-049,H-051,H-052,H-053,O-060,O-061,N-075,F-083,SdCH2,SssCH2,StCH,StsC,SdssC,SaasC,SaaaC,SdNH,SsssN,StN,SaaNH,SaaO,SdsssP,SdS,SssS,SddssS,SsBr,NssssC,NsNH2,NdsN,CATS2D_04_DD,CATS2D_05_DD,CATS2D_07_DD,CATS2D_02_DA,CATS2D_04_DA,CATS2D_07_DA,CATS2D_01_DN,CATS2D_02_DL,CATS2D_01_AA,CATS2D_02_AA,CATS2D_03_AA,CATS2D_04_AA,CATS2D_05_AA,CATS2D_06_AA,CATS2D_07_AA,CATS2D_09_AA,CATS2D_05_AN,CATS2D_01_AL,CATS2D_02_AL,CATS2D_03_AL,CATS2D_06_AL,CATS2D_03_PL,CATS2D_05_PL,CATS2D_06_PL,CATS2D_08_PL,CATS2D_03_NL,CATS2D_06_NL,CATS2D_09_NL,CATS2D_03_LL,CATS2D_08_LL,T(N..S),T(N..P),T(N..Cl),T(N..Br),T(N..I),T(O..F),T(O..Cl),T(O..Br),T(S..S),T(S..P),T(S..Cl),T(S..Br),T(P..F),T(P..Cl),T(P..Br),T(F..Cl),T(F..Br),T(F..I),T(Cl..Cl),T(Cl..Br),T(Cl..I),T(Br..Br),F02[C-P],F02[C-Si],F02[N-N],F02[N-S],F02[O-S],F03[C-Si],F03[C-X],F03[N-O],F03[O-F],F03[O-X],F03[Cl-Cl],F04[N-N],F04[N-O],F04[O-O],F04[O-S],F04[O-Cl],F05[N-N],F05[N-F],F05[O-S],F05[O-F],F05[O-Cl],F06[C-X],F06[N-F],F06[O-F],F06[O-Cl],F07[N-N],F07[N-O],F07[O-S],F07[O-F],F08[C-S],F08[C-Cl],F08[N-N],F08[O-F],F09[O-O],F09[O-F],F09[O-X],F10[N-N],F10[N-O],F10[O-O],MLOGP2,ALOGP2,BLTF96,Class,Label
1980,1981,191.91,31.985,3,3,0,0,0,0,1,0,0,66.7,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.179,12,0.722,16,6.22,0.722,0,0,1.792,0.792,0,1,4,19.4128,0.668,0.692,0.461,11.372,8.004,45.508,3.834,0,0,0,0,0,0,1.935,18.40078477,10.07585933,12.86358422,11.05507456,0,18.477,18.477,7.162,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.278,13.7689722,1.2,Oxidizing Agent,5
1878,1879,336.227,30.566,6,6,0,0,0,2,3,0,0,72.7,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.791,90,1.823,166,5.954,1.686,0.772,2.366,2.732,0.727,1.307,1,10,13.8544,1.781,-0.502,0.02,11.556,7.909,16.198,71.107,0,0,5.595,0,0,0,5.122,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,8.04,3.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,6,0,9,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.913,13.7689722,3.34,Oxidizing Agent,5
1946,1947,715.21,15.894,18,0,0,0,9,2,3,46.7,0,0,24.4,3,3,0,0,0,0,0,0,0,0,0,0,0,1.946,2228,2.6,11707,6.329,0.996,13.985,0.738,2.584,2.907,2.374,1.509,13.2081,3.4564,4.798,1.4,0.008,17.745,8.521,75.711,8.376,0.045,0.029,0.464,0.404,0.602,1.054,3.854,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,7.738,4.463,18.54,-0.447,3.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,-3.058,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.51,13.7689722,-8.43,Oxidizing Agent,5
1944,1945,491.727,8.627,3,3,1,0,0,0,1,28.1,1.8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,856,2.482,1220,6.116,2.482,3.1,1.838,2.003,3.829,1.826,1,21,5.1695,4.090693252,0.635739064,0.008,16.035,7.84,44.192,8.732,0.374,1.397,1.010017244,0.405,0.461,0.525,3.834,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,7.926,3.694,2.46,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,10,0,0,0,0,0,0,13.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,3,0,0,0,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8.051,13.7689722,1.02,Oxidizing Agent,5
1922,1923,158.558,15.856,3,3,0,0,0,1,2,0,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.118070622,1996.625378,2.445067988,44,4.772,1.370970548,4.434758673,4.096,2.922,0.4,1.861,1,6,12.579,1.287,-0.373,0.067,5.107,7.77,5.104,51.756,0,0,0,0,0,0,4.13,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,7.863,3.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.419,13.7689722,1.72,Oxidizing Agent,5
1968,1969,171.4,21.425,3,3,0,0,0,1,2,0,0,62.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.335,32,1.379,44,4.966,1.379,0,4.096,2.75,0.25,2.25,1,6,12.8273,0.971,0.785,0.065,5.284,7.77,4.342,4.196,0,0,0,0,0,0,4.613,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,7.863,3.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.419,13.7689722,1.72,Oxidizing Agent,5
1909,1910,197.1,13.14,8,2,1,0,1,0,1,33.3,6.7,20,6.7,1,1,0,0,0,0,0,0,0,0,0,0,0,1.272,89,1.868,388,6.226,1.455,0.544,1.456,2.974,0.933,0.133,1.647,9.0561,4.4592,2.169,0.428,0.042,5.86,8.307,4.342,13.634,0.833,0,1.655,0.001,3.347,0,3.764,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,7.441,3.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,-0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.141,13.7689722,0.12,Oxidizing Agent,5
1967,1968,245.86,20.488,4,4,0,0,0,4,4,50,0,16.7,33.3,1,1,0,0,0,0,0,0,0,0,0,0,0,1.044,60,1,486,2.395,0.799,0.771,2.044,1.918,1.667,1.667,1.86,11.1581,3.9815,1.904,0.847,0.045,4.216,7.438,7.035,0.024,0,0,0,0,0,0,3.813,0,0,156.595,0,180.864,0,0,6.832,3.968,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.081,3.545,-3.31,Oxidizing Agent,5
1966,1967,158.038,26.34,3,3,0,0,0,0,2,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.537,20,0.918,28,5.5,0.918,0,5.184,2.252,0.333,0,1,5,16.4017,2.056,-1.682,0.727,6.211,7.867,9.115,94.583,0,0,0,0,0,0,3.668,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,7.826,3.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.321,13.7689722,2.8,Oxidizing Agent,5
1953,1954,107.7,21.54,0,0,0,0,0,0,1,0,0,60,0,1,1,0,0,0,0,5.333,0,0,0,0,0,0,1.06,4,0.811,20,1.063,1,0,0,2.322,0,0,2.158,4.3167,4.317,0.789,0.279,0.097,5.541,6.371,4.068,5.042,0,0,0,0,0,0,2.531,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,4.123,2.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.465,13.7689722,0.77,Oxidizing Agent,5
1920,1921,165.38,33.076,2,2,0,0,0,0,2,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.597,10,1.522,20,2.078,1.522,0,2.34,1.522,0.8,0,1,4,10.9045,1.399,-0.091,0.331,5.841,7.444,12.13,11.157,0,0,0,0,0,0,5.443,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,4,1.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.217,13.7689722,2.03,Oxidizing Agent,5
1876,1877,122.441,20.407,3,3,0,0,0,1,2,0,0,66.7,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.846,20,0.918,28,5.144,0.918,0,5.184,2.252,0.333,0,1,5,12.367,1.563,-1.312,0.146,5.089,7.907,1.917,38.211,0,0,0,0,0,0,2.622,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,7.826,3.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.598,13.7689722,1.74,Oxidizing Agent,5
1972,1973,284.85,6.33,3,3,1,0,0,1,1,26.7,2.2,8.9,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.416,448,2.197,683,5.298,2.197,1.654,1.962,2.072,3.42,1.879,1,17,5.1431,3.706,0.848,0.011,5.078,8.02,16.845,4.131,1.026,1.505,0.533,0.987,0.59,2.355,3.816,18.40078477,10.07585933,12.86358422,11.05507456,49.629,0,0,7.2,3.693,2.46,-1.802,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,6,2,0,0,0,0,0,8.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,3,0,0,0,4,5,3,3,0,0,0,0,0,0,0,1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13.007,13.7689722,1.68,Oxidizing Agent,5
1938,1939,215.82,35.97,2,2,0,0,0,0,2,33.3,0,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.573,16,0.918,29,2.317,0.918,0,3.971,1.585,1,0,1,5,5.354,1.248,0.58,0.135,6.923,7.503,25.209,0.164,0,0,0,0,0,0,6.84,0,0,0,91.908,101.914,0,0,5.236,4.007,0,0,1.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.301,0,0,0,0,0,0,0,0,0,0,0,4.807,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.888,-1.45,Oxidizing Agent,5
1939,1940,254.23,50.846,4,4,0,0,0,0,1,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.544,12,0.722,16,6.528,0.722,0,0,0.722,1.6,0,1,4,23.2083,4.090693252,0.635739064,1.219,16.446,8.191,134.692,12.25,0,0,1.010017244,0,0,0,1.331,18.40078477,10.07585933,12.86358422,11.05507456,107.7643159,1.104822269,0.8148919,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.22,13.7689722,2.88,Oxidizing Agent,5
3101,3102,360.47,7.209,12,1,3,0,2,0,0,40,6,2,4,3,4,1,2,1,0,0,0,0,0,105.249,0,0,0.958,948,2.505,12376,4.125,1.05,2.659,0.701,3.6,2.044,0.62,2.108,14.7558,2.0243,4.206,0.826,0.008,3.891,8.354,10.603,4.92,0.841,0.855,1.109,0.907,0.636,1.119,3.913,18.40078477,10.07585933,12.86358422,11.05507456,113.474,0,0,7.138,3.712,11.241,-0.766,1.058,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,14,2,0,0,0,0,0,0,1,0,0,1.016,0,0,-0.559,2.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,0,0,2,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,18,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.382,13.7689722,-4.93,Pesticides,6
3153,3154,406.92,16.277,2,2,0,1,0,6,7,36,0,12,24,3,6,3,2,0,1,0,0,42.435,0,0,65.846,0,1.208,287,1.847,6317,3.083,0.754,4.909,1.294,3.223,1.42,1.04,3.45,18.1126,2.6836,2.73,1.122,0.018,4.405,7.406,7.482,1.922,1.13,0,1.287,2.092,1.586,0,4.248,0,0,78.297,100.838,273.618,0,0,7.014,4.796,0,-1.377,1.457,0,1,4,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.021,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,100,0,0,0,34,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.706,4.586,-4.04,Pesticides,6
2700,2701,254.37,6.694,1,1,0,1,0,0,2,26.3,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.897,277,2.473,446,3.657,2.473,2.215,1.75,2.069,3.179,0.744,1,14,5.54,3.755,0.542,0.016,4.588,7.392,16.78,5.804,0.816,0.948,0.83,0.774,0.779,0.786,3.56,26.476,0,0,28.806,87.791,0,12.287,5.804,3.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,6.264,0,0,0,0,0,0,0,0,0,0,-2.851,0,1.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.066,11.103,-3.3,Pesticides,6
2774,2775,310.33,9.404,9,3,2,1,3,0,1,33.3,6.1,9.1,9.1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.035,488,2.261,1824,6.654,1.615,1.5,1.316,3.528,1.516,0.637,1.421,14.2102,4.2511,3.166,1.107,0.012,4.728,8.518,6.723,3.38,1.285,1.537,1.187,0.894,1.459,1.708,3.893,26.476,0,6.125,0,73.95,0,5.807,7.701,5.419,22.079,-1.198,1.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,-0.415,0.914,0,0,0,0,0,0,0,0,0,-5.494,0,1,0,0,1,0,0,3,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2.068,11.851,-2.61,Pesticides,6
2840,2841,216.69,8.026,3,3,2,0,0,1,1,33.3,7.4,7.4,3.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0.996,160,1.835,704,2.111,1.044,0.748,1.9,2.911,1.843,1.409,1.709,11.9648,3.5483,2.332,0.682,0.023,3.966,7.445,5.302,2.273,0.907,0,1.044,2.02,0.19,0,3.588,35.301,4.276,39.149,0,89.687,0,0,6.453,4.045,7.08,0,1.062,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,-0.397,0,0,0,1.113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.725,1.016,-2.79,Pesticides,6
3158,3159,364.98,7.449,9,3,2,1,0,1,2,38.8,4.1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1.124,764,2.674,5678,1.905,1.018,2.229,0.696,3.093,2.522,1.563,1.547,12.89,2.5583,4.463,0.59,0.01,4.067,7.428,11.177,5.116,2.25,1.672,1.523,2.052,0.906,1.216,3.888,52.951,0,39.149,32.22,188.299,0,0,6.886,4.484,0,-1,1.058,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,9,0,1,0,9,0,0,0,0,0,0,0.755,0,0,0.732,2.507,0,0,1.428,0,0,0,0,0,1.539,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,14,4,7,0,7,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.6,19.635,-5.43,Pesticides,6
2747,2748,283.83,6.923,7,1,1,0,0,1,1,36.6,2.4,4.9,2.4,1,1,0,0,0,0,0,0,0,0,0,0,0,1.113,457,2.115,1455,1.754,1.958,1.627,1.57,3.059,2.298,0.61,1.474,14.0067,3.6185,3.114,0.61,0.014,3.811,7.426,9.457,4.054,1.22,1.594,1.094,0.794,1.275,0.686,3.767,37.359,0,0,0,128.745,0,0,7.08,3.833,9.688,-1.544,0.86,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,8,0,0,0,3,0,0,0,0,0,0,1.342,0,0,-0.088,3.211,0,0,1.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,7,7,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.155,12.791,-3.96,Pesticides,6
2764,2765,215.24,8.61,15,0,5,0,0,0,0,40,20,4,0,3,4,1,2,1,0,0,0,0,0,56.724,0,0,0.806,258,2.127,3422,1.017,0,0.763,0.742,3.749,0.895,0.08,2.605,11.7215,2.0643,2.633,0.661,0.016,3.954,5.115,3.926,1.638,1.018,1.327,0.868,0.923,1.065,1.154,3.83,0,21.692,0,0,61.671,0,0,7.457,3.101,0,-1.649,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,1,0,3,0,0,0.581,0,0,0,1.574,1.45,0,0,0,2.989,5.217,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,1,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.759,1.186,-2.52,Pesticides,6
2972,2973,141.94,28.388,0,0,0,0,0,0,1,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7.606,0,0,1,0.03,0,0,0,1.371,0.951,0,1,1,2.9721,0.497,0.011,1.743,10.691,3.162,20.512,0.144,0,0,0,0,0,0,2.412,7.299,0,56.782,56.782,7.299,56.782,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,2.318,-2.55,Pesticides,6
